Time:,20.04.2020 21:55:45,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2013182915,PCT/IB2013/001986,30.05.2013,WO/2013/182915,12.12.2013,WO,TEMPORAL PREDICTIVE ANALYTICS,"A fuzzy complex event processing (CEP) system successfully processing noisy, incomplete, multi-source data in support of near real-time decision-making. The fuzzy CEP solution of the present invention supports decision-making by identifying and exploiting patterns hidden in complex data and can operate in a forensic mode against historical data, near real-time mode for proactive decision-making, or any combination thereof. Fusion algorithms and techniques are applied to observation data that may only partially satisfy an event description in time, space, or other relevant dimensions. Using context propagation, Bayesian reasoning, and spatiotemporal analysis, the present invention provides both predictive awareness of upcoming events and likelihood analysis for events that may have already occurred, but were not evident in the collected data, while at the same time minimizing false detections.",G06N 7/00; G06N 5/04,"INTELLIGENT SOFTWARE SOLUTIONS, INC.","GERKEN, Mark; PAVLIK, Rick; DALY, Kevin","61/655,407 04.06.2012 US; 13/906,101 30.05.2013 US",
WO2015106038,PCT/US2015/010703,08.01.2015,WO/2015/106038,16.07.2015,WO,A DATA CENTER INFRASTRUCTURE MANAGEMENT (DCIM) SYSTEM COMPRISING PREDICTIVE ANALYTICS,"A Data Center Infrastructure Management (DCIM) system comprising predictive analytics and methods for collecting data, analyzing data, optimizing infrastructure efficiency and automating management of data center infrastructure systems and components is disclosed. The DCIM system comprising predictive analytics may generally comprise a DCIM appliance or server, data collection hardware, database hardware, software for collecting data from a plurality of infrastructure systems, infrastructure components and wireless sensors, presentation client software, reporting software and an intelligent predictive analytics engine. The intelligent predictive analytics engine may be employed to identify infrastructure optimization actions enabling the DCIM system software or DCIM element controller to enact changes to the operational state of data center infrastructure systems or components to sustain optimal data center infrastructure efficiency. The DCIM system comprising predictive analytics may continuously collect and analyze infrastructure system, infrastructure components and environmental data.",G06F 7/02; G06F 9/06; G06F 9/44; G06N 7/06; F24F 3/048,"NAUTILUS DATA TECHNOLOGIES, INC.","KEKAI, Daniel Kawaa; MAGCALE, Arnold Castillo","61/925,531 09.01.2014 US; 14/591,572 07.01.2015 US",
WO2002023971,PCT/US2001/026387,22.08.2001,WO/2002/023971,28.03.2002,WO,A MULTI-TIER METHOD OF CLASSIFYING SAMPLE SPECTRA FOR NON-INVASIVE BLOOD ANALYTE PREDICTION,"A method of multi-tier classification and calibration in noninvasive blood analyte prediction minimizes prediction error by limiting co-varying spectral interferents. Tissue samples are categorized based on subject demographic and instrumental skin measurements, including in vivo near-IR spectral measurements. A multi-tier intelligent pattern classification sequence organizes spectral data into clusters having a high degree of internal consistency in tissue properties. In each tier, categories are successively refined using subject demographics, spectral measurement information and other device measurements suitable for developing tissue classifications. The multi-tier classification approach to calibration utilizes multivariate statistical arguments and multi-tiered classification using spectral features. Variables used in the multi-tiered classification can be skin surface hydration, skin surface temperature, tissue volume hydration, and an assessment of relative optical thickness of the dermis by the near-IR fat band. All tissue parameters are evaluated using the NIR spectrum signal along key wavelength segments.",A61B 5/00; G06F 19/00,"INSTRUMENTATION METRICS, INC.","MONFRE, Stephen, L.; BLANK, Thomas, B.; RUCHTI, Timothy, L.; THENNADIL, Suresh","09/665,201 18.09.2000 US",
EP12612988,94115117,26.09.1994,0646879,05.04.1995,EP,Method for structuring an expert system utilizing one or more neural networks.,"Neural networks learn expert system rules, for either business or real-time applications, to improve the robustness and speed of execution of the expert system. One or more neural networks (FIG. 19) are constructed which incorporate the production rules of one or more expert systems (FIG. 8). Each neural network is constructed of neurons or neuron circuits (N1, N2, NN, FIG. 19) each having only one significant processing element in the form of a multiplier. Each neural network utilizes a training algorithm which does not require repetitive training and which yields a global minimum to each given set of input vectors. <IMAGE>",G06F 15/80; G06G 7/60; G06F 15/18; G06N 3/04,MOTOROLA INC,WANG SHAY-PING THOMAS,12927593 30.09.1993 US,
WO1993021598,PCT/JP1993/000443,06.04.1993,WO/1993/021598,28.10.1993,WO,NEURAL NETWORK/FUZZY CONVERSION DEVICE,"The present invention relates to a conversion device which converts data expressed as a neural network representation to a relationship of fuzzy variables having the same dynamic content, or which converts data expressed as a relationship of fuzzy variables to a neural network representation with the same dynamic content. An aspect of the present invention is to have a neural network learn the input-output relationship which occurs when a fuzzy logic scheme is used exclusively or to have a fuzzy logic system learn the input-output relationship which occurs when a neural network is used exclusively.",G06N 3/04; G06N 7/02,"OMRON CORPORATION; ISAKA, Satoru","ISAKA, Satoru","07/866,220 09.04.1992 US",EP-1993906891
WO2012130251,PCT/EG2011/000005,28.03.2011,WO/2012/130251,04.10.2012,WO,IMAGE UNDERSTANDING BASED ON FUZZY PULSE - COUPLED NEURAL NETWORKS,"A computational intelligent system for image understanding. It constitutes of an image segmentation system based on fuzzy-pulse- couple neural networks, and a classification system based on an integer-CHC genetic algorithm feature selection is performed with the ICHCGA and fuzzy artmap neural networks. The system is applied on mammogram images.",G06K 9/00,"AL-ROMIMAH, Abdalslam, Ahmed, Abdalgaleel; BADR, Amr Ahmed; ABDEL RAHMAN , Ibrahim, Farag","AL-ROMIMAH, Abdalslam, Ahmed, Abdalgaleel; BADR, Amr Ahmed; ABDEL RAHMAN , Ibrahim, Farag",,
WO2016018266,PCT/US2014/048705,29.07.2014,WO/2016/018266,04.02.2016,WO,CLOUD INFRASTRUCTURE EVENT ANALYSIS,"In one example, neuro-fuzzy expert system logic analyzes and assigns significance values to events occurring in a cloud infrastructure. The logic includes event significance logic and a plurality of neuro-fuzzy logic modules. Each of the logic modules includes fuzzy logic to determine a fuzzy value of an effect of a detected event on the cloud infrastructure. The event significance logic includes neuro-fuzzy logic to determine, based on the values of the effects of the detected event determined by the plurality of neuro-fuzzy logic modules, a value indicative of significance of the event to the cloud infrastructure.",G06F 15/16; G06N 7/02,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,"IVANOV, Plamen V.",,
WO2019129915,PCT/FI2017/050953,29.12.2017,WO/2019/129915,04.07.2019,WO,INTELLIGENT DEFENSE AND FILTRATION PLATFORM FOR NETWORK TRAFFIC,"Systems and methods for detecting and preventing cyber-attacks on communication networks provide a hybrid anomaly detection module (HADM) that uses a combination of linear algorithms and learning algorithms. The linear algorithms filter and extract distinctive attributes and features of the cyber-attacks and the learning algorithms use these attributes and features to identify new types of cyber-attacks. The learning algorithms, which may be algorithms that employ Artificial Neural Networks (ANN), Genetic Algorithm (GA), Extreme Learning Machines (ELM), Self-Organizing Map (SOM), Multi-Layer Perceptron (MLP), or Swarm intelligence (SI)and the like, have better detection accuracy when they are used along with linear algorithms, such as algorithms that employ Decision Tree,Support Vector Machine,or Fuzzy Ruleand the like. The use of linear algorithms in conjunction with learning algorithms allows the HADM to achieve improved cyber-attack detection over existing solutions.",H04L 29/06; G06N 99/00; G06N 3/08; G06K 9/62; G06N 3/02,NOKIA SOLUTIONS AND NETWORKS OY,"MONSHIZADEH, Mehrnoosh; HÄTÖNEN, Kimmo; KHATRI, Vikramajeet",,
WO2019180310,PCT/FI2019/050209,12.03.2019,WO/2019/180310,26.09.2019,WO,"A METHOD, AN APPARATUS AND A COMPUTER PROGRAM PRODUCT FOR AN INTERPRETABLE NEURAL NETWORK REPRESENTATION","The invention relates to a method comprising obtaining a neural network;distilling the neural network into at least one inference model; based on the inference model, determining an interpretability measure, said interpretability measure indicating a level of interpretability of the inference model; and outputting the interpretability measure.The invention also relates to an apparatus and a computer program product for implementing the method.",G06N 5/04; G06N 5/02; G16H 50/20; G06N 3/02; G06N 7/02,NOKIA TECHNOLOGIES OY,"FAN, Lixin",20185265 21.03.2018 FI,
WO2000042907,PCT/US2000/001378,19.01.2000,WO/2000/042907,27.07.2000,WO,SYSTEM AND METHOD FOR NONINVASIVE BLOOD ANALYTE MEASUREMENTS,"An intelligent system for measuring blood analytes noninvasively operates on a near infrared absorbance spectrum of in vivo skin tissue. A hierarchical architecture employs a pattern classification engine to adapt the calibration to the structural properties and physiological state of the subject as manifested in the absorbance spectrum. A priori information about the primary sources of sample variability are used to establish general categories of subjects. By applying calibration schemes specific to the various categories, the spectral interference is reduced resulting in improved prediction accuracy and parsimounious calibrations. Two classification rules are disclosed. The first rule assumes the classes are mutually exclusive and applies specific calibration models to the various subject categories. The second rule uses fuzzy set theory to develop calibration models and blood analyte predictions. Therefore, each calibration sample has the opportunity to influence more than one calibration model according to its class membership. Similarly, the predictions from more than one calibration are combined through defuzzification to produce the final blood analyte prediction.",A61B 5/00; A61B 5/107; G01N 21/47,"INSTRUMENTATION METRICS, INC.","MALIN, Stephen, F.; RUCHTI, Timothy, L.","60/116,883 22.01.1999 US; 09/359,191 22.07.1999 US",IL-144401; AU-26209/00; JP-2000594375; NZ-513092; EP-2000904453; CA-2358473
EP12612986,94115116,26.09.1994,0646878,05.04.1995,EP,Method for converting an existing expert system into one utilizing one or more neural networks.,"A technique for converting an existing expert system into one incorporating one or more neural networks (FIG. 12) includes the steps of separating (21, FIG. 3) the knowledge base and inference engine of the existing expert system, identifying (23) the external and internal inputs and outputs, identifying (27) subsystems from the inputs and outputs, using (33) a neural network for each subsystem, training (37) each neural network to learn the production rules of its associated subsystem, and computing (39) exact or interpolated outputs from a given set of inputs. Each neural network utilizes a training algorithm which does not require repetitive training and which yields a global minimum to each given set of inputs. <IMAGE>",G06F 15/80; G06F 15/18; G06F 9/44; G06N 3/00; G06N 3/04; G06N 5/04,MOTOROLA INC,WANG SHAY-PING THOMAS,12982393 30.09.1993 US,
WO2006096162,PCT/US2005/007009,04.03.2005,WO/2006/096162,14.09.2006,WO,METHOD FOR CONTENT DRIVEN IMAGE COMPRESSION,"A method with related structures and computational components and modules for modeling data, particularly audio and video signals. The modeling method can be applied to different solutions such as 2-dimensional image/video compression, 3-dimensional image/video compression, 2-dimensional image/video understanding, knowledge discovery and mining, 3-dimensional image/video understanding, knowledge discovery and mining, pattern recognition, object meshing/tessellation, audio compression, audio understanding, etc. Data representing audio or video signals is subject to filtration and modeling by a first filter that tessellates data having a lower dynamic range. A second filter then further tessellates, if needed, and analyzes and models the remaining parts of data, not analyzable by first filter, having a higher dynamic range. A third filter collects in a generally lossless manner the overhead or residual data not modeled by the first and second filters. A variety of techniques including computational geometry, artificial intelligence, machine learning and data mining may be used to better achieve modeling in the first and second filters.",G06F 15/18; G06K 9/00; G06K 9/36,"YADEGAR, Jacob; YADEGAR, Joseph","YADEGAR, Jacob; YADEGAR, Joseph",,RU-null; EP-5724533
WO2010145007,PCT/CA2010/000893,17.06.2010,WO/2010/145007,23.12.2010,WO,SYSTEM AND METHOD FOR IMAGE SEGMENTATION,"A method of segmenting images receives an image (such as a medical image) and a segment in relation to the image, displays them to an observer, receives a modification to the segment from the observer, and generates a second segment in relation to a second image, responsive to the modification. An image segmentation system includes a learning scheme or model to take input from an observer feedback interface and to communicate with a means for drawing an image segment to permit adjustment of at least one image segmentation parameter (such as a threshold value). The learning scheme is provided with a knowledge base which may initially be created by processing offline images. The learning scheme may use any scheme such as a reinforcement learning agent, a fuzzy inference system or a neural network.",G06T 5/00; G06T 7/60; A61B 8/00; A61B 6/00; G06N 3/02; G06N 7/02,"TIZHOOSH, Hamid, Reza; SAHBA, Farhang; SHOKRI, Maryam; OMISA INC.","TIZHOOSH, Hamid, Reza; SAHBA, Farhang; SHOKRI, Maryam","12/487,428 18.06.2009 US",
WO2018217903,PCT/US2018/034147,23.05.2018,WO/2018/217903,29.11.2018,WO,REAL-TIME ADAPTIVE CONTROL OF ADDITIVE MANUFACTURING PROCESSES USING MACHINE LEARNING,"Disclosed herein are machine learning-based methods and systems for automated object defect classification and adaptive, real-time control of additive manufacturing and/or welding processes.",G06N 99/00; B23K 9/095; B23K 31/12; B29C 67/00,"RELATIVITY SPACE, INC.","MEHR, Edward; ELLIS, Tim; NOONE, Jordan","15/604,473 24.05.2017 US",EP-2018806932; CA-3064593; RU-2019141479
WO2014149827,PCT/US2014/021098,06.03.2014,WO/2014/149827,25.09.2014,WO,ARTIFICIAL NEURAL NETWORK INTERFACE AND METHODS OF TRAINING THE SAME FOR VARIOUS USE CASES,"An Artificial Neural Network Interface (ANNI) is disclosed along with use cases for the same. The ANNI utilizes one or more decision trees and/or probabilistic/combinatoric analysis to determine optimal responses to current conditions. The ANNI is also enabled to learn new conditions that are accepted as normal and, in response thereto, update the decision tree(s).",G06F 15/18,REMTCS INC.,"XAYPANYA, Tommy; MALINOWSKI, Richard, E.","61/794,430 15.03.2013 US; 61/794,547 15.03.2013 US; 61/794,472 15.03.2013 US; 61/794,505 15.03.2013 US; 61/897,745 30.10.2013 US; 61/891,598 16.10.2013 US; 61/901,269 07.11.2013 US",
EP13133259,97202729,04.09.1997,0901053,10.03.1999,EP,Method for modelling and/or controlling a production process using a neural network and controller for a production process,"A method for modelling and/or controlling a production process using a neural network comprising the steps of   a. obtaining explicit knowledge about the process to be modelled or controlled from at least one expert operator; b. translating said explicit knowledge into a description based on fuzzy logic to obtain fuzzy logic knowledge, said description being structured in a modular manner and including a large number of small blocks of knowledge rules; c. providing a neural network structured in a manner corresponding to the modular structure of the fuzzy logic description of step b, said neural network including a large number of small subnetworks; d. injecting the fuzzy logic knowledge obtained in step b generally simultaneously in the subnetworks;   e. obtaining measured data relating to the process; f. entering said measured data relating to the process into the fuzzy logic description of step b and into the neural network;   g. training the neural network further on measured data.   <IMAGE>",G05B 13/02; G05B 13/02; G05B 17/02,UNIV GRONINGEN,SPAANENBURG LAMBERT; NIJHUIS JOANNES ALBERTUS GERAR; JANSEN WALTERUS JOHANNES,97202729 04.09.1997 EP,
EP14502209,05019965,14.09.2005,1638042,22.03.2006,EP,Mobile hybrid software router,"A hybrid router for dynamical control systems is described. The mobile hybrid software router (MHSR) combines distinctive computational and mathematical techniques, including evolutionary computation (EC), probabilistic simulations (PS), machine learning and artificial neural networks (A-NNs), in order to solve unique problems encountered in an unknown environment in real time. Embodied in intelligent mobile software agents (IMSAs), the MHSR operates within a multi-agent system (MAS) to continually optimize system operation. The MHSR is applied to several major complex system categories. In one embodiment of the system, the MHSR is implemented in hardware, including continuously programmable field programmable gate arrays (CP-FPGAs), for perpetually reconfigurable evolvable hardware operation. Whether in application-specific or multi-functional mode, the MHSR is useful to groups of agents in intelligent systems for adaptation to uncertain environments in order to perform self-organization capabilities.",G06N 3/08; G06N 5/00,SOLOMON NEAL E,SOLOMON NEAL E,05019965 14.09.2005 EP,
WO2016057001,PCT/SG2015/050383,09.10.2015,WO/2016/057001,14.04.2016,WO,A COMPUTER IMPLEMENTED METHOD AND SYSTEM FOR AUTOMATICALLY MODELLING A PROBLEM AND ORCHESTRATING CANDIDATE ALGORITHMS TO SOLVE THE PROBLEM,"A computer implemented method for automatically modelling a problem and orchestrating algorithms to obtain a solution to the problem is described, the method comprising the steps of establishing that a task has to be performed to solve the problem; deriving at least one subtask from the task; and selecting a plurality of candidate algorithms based on the at least one subtask. The method further comprises the steps of training the plurality of selected candidate algorithms to obtain training statistics and building a template POMDP model based on the plurality of selected candidate algorithms and the training statistics. The method further comprises the steps of parametrizing the template POMDP model into POMDP model parameters; and implementing a genetic algorithm to optimize the POMDP model parameters, wherein the solution to the problem is derived from the optimized POMDP model parameters.",G06F 17/00,CLOUDRADIGM PTE. LTD.,"LEE, Yew Chuoh; WON, Kok Sung",10201406480Y 09.10.2014 SG,
WO2000007113,PCT/SG1999/000067,06.07.1999,WO/2000/007113,10.02.2000,WO,AUTOMATIC FREEWAY INCIDENT DETECTION SYSTEM USING ARTIFICIAL NEURAL NETWORKS AND GENETIC ALGORITHMS,Design of a neural network for automatic detection of incidents on a freeway is described. A neural network is trained using a combination of both back-propagation and genetic algorithm-based methods for optimizing the design of the neural network. The back-propagation and genetic algorithm work together in a collaborative manner in the neural network design. The training starts with incremental learning based on the instantaneous error and the global total error is accumulated for batch updating at the end of the training data being presented to the neural network. The genetic algorithm directly evaluates the performance of multiple sets of neural networks in parallel and then use the analyzed results to breed new neural networks that tend to be better suited to the problems at hand.,G06N 3/08,"CET TECHNOLOGIES PTE LTD.; NG, Yew, Liam; NG, Kim, Chwee","NG, Yew, Liam; NG, Kim, Chwee",9802830-1 31.07.1998 SG,CN-99809212.6; US-09743992
WO1994028481,PCT/CA1993/000223,20.05.1993,WO/1994/028481,08.12.1994,WO,FUZZY LOGIC CONTROLLER,"This invention relates to the design and implementation of real-time knowledge-based fuzzy controller system for general purpose industrial applications. The controller is implemented in three technological bases (software, VLSI and neural network). In another aspect the invention relates to the design of an Intelligent system which implements decision-making procedure based on approximation, association and reasoning with fuzzy patterns and their clearness assessments rather than the use of Max-Min computation over fuzzy relational matrices usually applied in approximate reasoning procedures in similar systems. According to this design the fuzzy controller is a device which operates at the level of fuzzy pattern processing where each control task is expressed through the attributes of fuzzy patterns (syntax and content, domain and clearness measure), and the elementary cognitive activities which the human performs with these patterns such as: recognition, generation, assessment, association, pattern matching, approximation, etc. The fuzzy controller utilizes a new scheme for approximate reasoning with fuzzy patterns called the Clearness Transformation Rule of Inference (CTRI). This mechanism offers a spectrum of advantages broadening the functional Intelligence of the controller to handle complex human tasks, improving the performance and accuracy of the controller and reducing the computational requirements. The fuzzy controller presented in the invention can be applied in general engineering practice, financial, medical, process control, pattern recognition and other areas requiring knowledge-based bahaviour in decision making.",G06N 5/04,"SULTAN, Labib; JANABI, Talib, H., Al","SULTAN, Labib; JANABI, Talib, H., Al",,CA-2163006
EP12578686,94304232,13.06.1994,0629968,21.12.1994,EP,Method for continuous logic computation.,"A continuous logic method using a neural network (FIG. 8) is characterized by defining input and output variables (130, FIG. 9) that do not use a membership function, by employing production rules (IF/THEN rules) (132) that relate the output variables to the input variables, and by using the neural network to compute or interpolate the outputs (136). The neural network first learns the given production rules and then produces the outputs in real time. The neural network is constructed of artificial neurons each having only one significant processing element in the form of a multiplier. The neural network utilizes a training algorithm which does not require repetitive training and which yields a global minimum to each given set of input vectors. <IMAGE>",G06F 9/44; G06F 15/18; G06G 7/60; G06N 3/00; G06N 3/04; G06N 7/02,MOTOROLA INC,WANG SHAY-PING THOMAS,7632493 14.06.1993 US,
WO2019032066,PCT/TR2018/050053,12.02.2018,WO/2019/032066,14.02.2019,WO,CAMERA IMAGING BASED COAL DUST EXPLOSIBILITY MEASURING DEVICE AND METHOD,"The invention relates to the determination of the level of coal dusts deposits in underground mine galleries, it is possible to quickly determine the rates of limestone powder / coal dust in the dust samples taken from the mine and play an important role in taking the necessary precautions to prevent the coal dust explosion by directing the user, is concerned with a metering device with exproof feature and camera image base which consist of its own precision scale, camera, lighting, microprocessor system, touch screen, wired and wireless peripheral communication and feeding units. The word ""exproof"" means that the Explosion Proof term is abbreviated; Protected Against Explosion. The technical meaning is; electrical products used in explosive and hazardous environments.",G06T 7/00; G01N 21/00; G01N 33/00; G06K 9/00; G01N 23/00; G01N 15/00; G06N 20/00; G01S 17/00,"URAL, Suphi","URAL, Suphi; AVCI, Mutlu; ÖZYILDIRIM, Buse Melis; ÜRÜNVEREN, Abdulkadir",2017/11637 08.08.2017 TR,
WO2019220260,PCT/IB2019/053721,07.05.2019,WO/2019/220260,21.11.2019,WO,EXPLANATIONS FOR ARTIFICIAL INTELLIGENCE BASED RECOMMENDATIONS,"Techniques regarding explanations for artificial intelligence recommendations are provided. For example, one or more embodiments described herein can comprise a system, which can comprise a memory that can store computer executable components. The system can also comprise a processor, operably coupled to the memory, and that can execute the computer executable components stored in the memory. The computer executable components can include: a combination component that receives a first training dataset comprising first feature vectors, first classes and first explanations, and combines the first classes and the first explanations to produce first augmented labels and a second training dataset that comprises the first feature vectors and the first augmented labels; a classifier, trained on the second training dataset, that analyses second feature vectors and generates second augmented labels; and a decomposing component that decomposes the second augmented labels, using the classifier, to generate second classes and second explanations.",G06F 17/00; G06N 20/00,INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED; IBM (CHINA) INVESTMENT COMPANY LIMITED,"HIND, Michael, James; CAMPBELL, Murray, Scott","15/981,340 16.05.2018 US",
WO2017120109,PCT/US2016/069417,30.12.2016,WO/2017/120109,13.07.2017,WO,VECTOR IN GUIDANCE OUT PROCESSING ENGINE FOR AUTONOMOUS VEHICLES,"In an autonomous vehicle, the architecture of the flight control/piloting system can be greatly simplified if the processes are broken down hierarchically. This disclosure teaches the utilization of learning systems such as neural networks, multiprocessor deep learning arrays, or genetic programming algorithms to implement a hierarchical mixture of experts processor which receives a navigation data structure and platform sensor information to create absolute or relative control signals for one or more motor control output channels at high speeds.",B60W 30/06; G06F 17/10; G06F 17/40; G06F 17/50; G05D 1/02; G05D 1/08; G05D 1/10; G06N 5/04,"RUSSELL, David, Wayne","RUSSELL, David, Wayne","62/275,673 06.01.2016 US",
