Time:,20.04.2020 22:29:46,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2019083559,PCT/US2018/018902,21.02.2018,WO/2019/083559,02.05.2019,WO,DEEP CONVOLUTIONAL NEURAL NETWORK WITH SELF-TRANSFER LEARNING,"Systems and techniques for facilitating a deep convolutional neural network with self-transfer learning are presented. In one example, a system includes a machine learning component, a medical imaging diagnosis component and a visualization component. The machine learning component generates learned medical imaging output regarding an anatomical region based on a convolutional neural network that receives medical imaging data. The machine learning component also performs a plurality of sequential downsampling and upsampling of the medical imaging data associated with convolutional layers of the convolutional neural network. The medical imaging diagnosis component determines a classification and an associated localization for a portion of the anatomical region based on the learned medical imaging output associated with the convolutional neural network. The visualization component generates a multi-dimensional visualization associated with the classification and the localization for the portion of the anatomical region.",G06K 9/62; G06T 7/00; G06N 3/04,GENERAL ELECTRIC COMPANY,"ZHANG, Min; AVINASH, Gopal Biligeri","15/792,698 24.10.2017 US",
WO2017052709,PCT/US2016/039661,27.06.2016,WO/2017/052709,30.03.2017,WO,TRANSFER LEARNING IN NEURAL NETWORKS,"A method of transfer learning includes receiving second data and generating, via a first network, second labels for the second data. In one configuration, the first network has been previously trained on first labels for first data. Additionally, the second labels are generated for training a second network.",G06N 3/04,QUALCOMM INCORPORATED,"WIERZYNSKI, Casimir Matthew","62/195,763 22.07.2015 US; 14/851,911 11.09.2015 US",EP-2016826207; JP-2018502806; KR-1020187001459
WO2017173489,PCT/AU2017/050291,05.04.2017,WO/2017/173489,12.10.2017,WO,SYSTEMS AND METHODS FOR MAKING A PRODUCT,"A method used in making a product, wherein a characteristic of the product is at least in part determined by values of parameters used in making the product, the method including the steps of: (a) applying a machine-based transfer learning process to prior result data, the application of the transfer learning process resulting in the generation of predictive data; (b) selecting one or more parameter values to be used in making the product based on the generated predictive data; (c) making the whole or a part of the product using the selected one or more parameter values.",G06F 9/455; G06Q 99/00; G06N 7/00,DEAKIN UNIVERSITY,"RANA, Santu; GUPTA, Sunil Kumar; VENKATESH, Svetha; SUTTI, Alessandra",2016901256 05.04.2016 AU,EP-2017778473; AU-2017247001; CA-3015025
WO2018196760,PCT/CN2018/084306,25.04.2018,WO/2018/196760,01.11.2018,WO,ENSEMBLE TRANSFER LEARNING,"An apparatus and method are provided for ensemble transfer learning. One or more first (machine learning) projects that are similar to a second (machine learning) project are identified by comparing metadata of the one or more first projects and the second project, where the metadata comprises a plurality of characteristics and the characteristics of the first projects are compared to the characteristic of the second project to identify the one or more first projects. One or more (machine learning) models associated with the one or more first projects are selected as a plurality of models that each share a common feature set with the second project. Each model in the plurality of models is applied to input data for the second project to generate a set of results. Output data corresponding to the input data is produced for the second project based on the set of results.",G06K 9/62,"HUAWEI TECHNOLOGIES CO., LTD.","ZANG, Hui; WU, Zonghuan; YU, Jiangsheng","15/499,660 27.04.2017 US",
WO2019099305,PCT/US2018/060158,09.11.2018,WO/2019/099305,23.05.2019,WO,META-LEARNING FOR MULTI-TASK LEARNING FOR NEURAL NETWORKS,"Methods and systems for meta-learning are described for automating learning of child tasks with a single neural network. The order in which tasks are learned by the neural network can affect performance of the network, and the meta-learning approach can use a task-level curriculum for multi-task training. The task-level curriculum can be learned by monitoring a trajectory of loss functions during training. The meta-learning approach can learn to adapt task loss balancing weights in the course of training to get improved performance on multiple tasks on real world datasets. Advantageously, learning to dynamically balance weights among different task losses can lead to superior performance over the use of static weights determined by expensive random searches or heuristics. Embodiments of the meta-learning approach can be used for computer vision tasks or natural language processing tasks, and the trained neural networks can be used by augmented or virtual reality devices.",G06N 3/02; G06N 20/00,"MAGIC LEAP, INC.","RABINOVICH, Andrew; BADRINARAYANAN, Vijay; RAJENDRAN, Srivignesh; LEE, Chen-Yu","62/586,154 14.11.2017 US",
WO2018065158,PCT/EP2017/072210,05.09.2017,WO/2018/065158,12.04.2018,WO,COMPUTER DEVICE FOR TRAINING A DEEP NEURAL NETWORK,"A computer device for training a deep neural network is suggested. The computer device comprises a receiving unit for receiving a two-dimensional input image frame, a deep neural network for examining the two-dimensional input image frame in view of objects being included in the two-dimensional in- put image frame, wherein the deep neural network comprises a plurality of hidden layers and an output layer representing a decision layer, a training unit for training the deep neural network using transfer learning based on synthetic images for generating a model comprising trained parameters, and an out- put unit for outputting a result of the deep neural network based on the model. The suggested computer device is capable of providing meaningful results also if there is lack of sufficient annotated training data, for example, in the scenario where the camera or system is under development is inaccessible.",G06N 3/08; G06N 3/04; G06K 9/00,SIEMENS AKTIENGESELLSCHAFT,"GHOSH, Sanjukta; AMON, Peter; HUTTER, Andreas",201611034299 06.10.2016 IN,EP-2017761521; CN-201780075981.8
WO2019075410,PCT/US2018/055723,12.10.2018,WO/2019/075410,18.04.2019,WO,DEEP LEARNING-BASED DIAGNOSIS AND REFERRAL OF OPHTHALMIC DISEASES AND DISORDERS,"Disclosed herein are systems, methods, devices, and media for carrying out medical diagnosis of ophthalmic diseases and conditions. Deep learning algorithms enable the automated analysis of ophthalmic images to generate predictions of comparable accuracy to clinical experts.",G16H 50/20; A61B 5/00,AI TECHNOLOGIES INC.; THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,"ZHANG, Kang; HOU, Rui; ZHENG, Lianghong","62/572,384 13.10.2017 US; 62/668,698 08.05.2018 US; 62/694,939 06.07.2018 US",
WO2019157435,PCT/US2019/017476,11.02.2019,WO/2019/157435,15.08.2019,WO,"CT BIG DATA FROM SIMULATION, EMULATION AND TRANSFER LEARNING","In some embodiments, a method of machine learning includes identifying, by an auto encoder network, a simulator feature based, at least in part, on a received first simulator data set and an emulator feature based, at least in part, on a received first emulator data set. The method further includes determining, by a synthesis control circuitry, a synthesized feature based, at least in part, on the simulator feature and based, at least in part, on the emulator feature; and generating, by the auto encoder network, an intermediate data set based, at least in part, on a second simulator data set and including the synthesized feature. Some embodiments of the method further include determining, by a generative artificial neural network, a synthesized data set based, at least in part, on the intermediate data set and based, at least in part, on an objective function.",G06F 15/18; G06K 9/62; A61B 8/08,RENSSELAER POLYTECHNIC INSTITUTE,"WANG, Ge; HARRISON, Daniel, David; JIA, Xun; MUELLER, Klaus","62/629,464 12.02.2018 US",
WO2018203147,PCT/IB2018/000935,23.04.2018,WO/2018/203147,08.11.2018,WO,MULTI-LINGUAL SEMANTIC PARSER BASED ON TRANSFERRED LEARNING,"The disclosure relates to transferred learning from a first language (e.g., a source language for which a semantic parser has been defined) to a second language (e.g., a target language for which a semantic parser has not been defined). A system may use knowledge from a trained model in one language to model another language. For example, the system may transfer knowledge of a semantic parser from a first (e.g., source) language to a second (e.g., target) language. Such transfer of knowledge may occur and be useful when the first language has sufficient training data but the second language has insufficient training data. The foregoing transfer of knowledge may extend the semantic parser for multiple languages (e.g., the first language and the second language).",G06F 17/27; G10L 15/18; G10L 21/00,"NUANCE COMMUNICATIONS, INC.","DUONG, Long; AFSHAR, Hadi; ESTIVAL, Dominique; PINK, Glen; COHEN, Philip; JOHNSON, Mark, Edward","62/488,838 23.04.2017 US",EP-2018794176
WO2018212711,PCT/SG2018/050234,15.05.2018,WO/2018/212711,22.11.2018,WO,PREDICTIVE ANALYSIS METHODS AND SYSTEMS,"Methods and systems for predictive analysis are disclosed, A predictive analysis method comprises: receiving a set of predictor variables as an input feature vector comprising a plurality of features; projecting each feature of the feature vector onto a dense vector representation to obtain a set of embedding vectors representing the input feature vector in an embedding space; converting the set of embedding vectors into a bi-interaction pooling vector that encodes second-order interactions between features of the feature vector in the embedding space; inputting the bi-interaction pooling vector into a hidden layer stack, the hidden layer stack comprising at least one hidden layer of neural network nodes; and transforming an output vector of the hidden layer stack into a prediction score.",G06N 3/02; G06F 15/18; G06N 7/00,NATIONAL UNIVERSITY OF SINGAPORE,"HE, Xiangnan; CHUA, Tat-Seng",10201704120Q 19.05.2017 SG,
WO2018226492,PCT/US2018/035275,31.05.2018,WO/2018/226492,13.12.2018,WO,ASYNCHRONOUS AGENTS WITH LEARNING COACHES AND STRUCTURALLY MODIFYING DEEP NEURAL NETWORKS WITHOUT PERFORMANCE DEGRADATION,"Methods and computer systems improve a trained base deep neural network by structurally changing the base deep neural network to create an updated deep neural network, such that the updated deep neural network has no degradation in performance relative to the base deep neural network on the training data. The updated deep neural network is subsequently training. Also, an asynchronous agent for use in a machine learning system comprises a second machine learning system ML2 that is to be trained to perform some machine learning task. The asynchronous agent further comprises a learning coach LC and an optional data selector machine learning system DS. The purpose of the data selection machine learning system DS is to make the second stage machine learning system ML2 more efficient in its learning (by selecting a set of training data that is smaller but sufficient) and/or more effective (by selecting a set of training data that is focused on an important task). The learning coach LC is a machine learning system that assists the learning of the DS and ML2. Multiple asynchronous agents could also be in communication with each others, each trained and grown asynchronously under the guidance of their respective learning coaches to perform different tasks.",G06N 3/02; G06N 3/08; G06F 15/18; G06F 17/30,D5AI LLC,"BAKER, James K.","62/515,142 05.06.2017 US",EP-2018813951
EP231425267,15909311,27.11.2015,3382609,03.10.2018,EP,"RISK ASSESSMENT METHOD, RISK ASSESSMENT PROGRAM, AND INFORMATION PROCESSING DEVICE",A risk evaluation method is disclosed. A machine learning is conducted by using a neural network by inputting training data. A data distance corresponding to a permission level is calculated based on restoration data and the training data. The restoration data are generated by using at least one weight at the permission level among a plurality of weights of synapses at the plurality of layers. The plurality of weights are generated by the machine learning.,G06N 3/08; G06N 3/04,FUJITSU LTD,ENDOH TOSHIO,2015083425 27.11.2015 JP,
WO2019113122,PCT/US2018/063928,04.12.2018,WO/2019/113122,13.06.2019,WO,SYSTEMS AND METHODS FOR IMPROVED MACHINE LEARNING FOR CONVERSATIONS,"Systems and methods for improvements in AI model learning and updating are provided. The model updating may reuse existing business conversations as the training data set. Features within the dataset may be defined and extracted. Models may be selected and parameters for the models defined. Within a distributed computing setting the parameters may be optimized, and the models deployed. The training data may be augmented over time to improve the models. Deep learning models may be employed to improve system accuracy, as can active learning techniques. The models developed and updated may be employed by a response system generally, or may function to enable specific types of AI systems. One such a system may be an AI assistant that is designed to take use cases and objectives, and execute tasks until the objectives are met. Another system capable of leveraging the models includes an automated question answering system utilizing approved answers. Yet another system for utilizing these various classification models is an intent based classification system for action determination. Lastly, it should be noted that any of the above systems may be further enhanced by enabling multiple language analysis.",G06F 15/18,"CONVERSICA, INC.","TERRY, George, Alexis; KOEPF, Werner; JONNALAGADDA, Siddhartha, Reddy; HARRIGER, James, D.; WEBB-PURKIS, William, Dominic; GAINOR, Macgregor, S.; FERGUSON, Collin, C.; SHANKAR, Ravi; SHANKAR, Shashi; MCCANN, Ian; GODFREY, Keith; LONG, Christopher, Allan; KAMINSKI, Brian, Matthew; SANSONE, John; KIRKLAND, Jennifer; GINSTROM, Ryan, Francis; BREDLOW, Caleb, Andrew; SARGENT, Kyle; FORDYCE, Alexander Carmelo, Reid","16/208,478 03.12.2018 US; 16/208,488 03.12.2018 US; 16/208,484 03.12.2018 US; 62/594,415 04.12.2017 US",
WO2018236446,PCT/US2018/024168,23.03.2018,WO/2018/236446,27.12.2018,WO,TRANSFER LEARNING OF CONVOLUTIONAL NEURAL NETWORKS FROM VISIBLE COLOR (RBG)TO INFRARED (IR) DOMAIN,Described is a system for converting a convolutional neural network (CNN) designed and trained for color (RGB) images to one that works on infrared (IR) or grayscale images. The converted CNN comprises a series of convolution layers of neurons arranged in a set kernels having corresponding depth slices. The converted CNN is used for performing object detection. A mechanical component of an autonomous device is controlled based on the object detection.,G06T 3/40; G06T 5/20; G06N 3/08,"HRL LABORATORIES, LLC","UHLENBROCK, Ryan, M.; CHEN, Yang; KHOSLA, Deepak","62/510,741 24.05.2017 US",EP-2018819924; CN-201880023966.3
WO2017203262,PCT/GB2017/051481,25.05.2017,WO/2017/203262,30.11.2017,WO,METHOD AND SYSTEM FOR PREDICTING GARMENT ATTRIBUTES USING DEEP LEARNING,"There is provided a computer implemented method for predicting garment or accessory attributes using deep learning techniques, comprising the steps of: (i) receiving and storing one or more digital image datasets including images of garments or accessories; (ii) training a deep model for garment or accessory attribute identification, using the stored one or more digital image datasets, by configuring a deep neural network model to predict (a) multiple-class discrete attributes; (b) binary discrete attributes, and (c ) continuous attributes, (iii) receiving one or more digital images of a garment or an accessory, and (iv) extracting attributes of the garment or the accessory from the one or more received digital images using the trained deep model for garment or accessory attribute identification. A related system is also provided.",G06K 9/00; G06K 9/46; G06K 9/62,METAIL LIMITED,"CHEN, Yu; SHANKAR, Sukrit; DOWNING, Jim; TOWNSEND, Joe; ROBERTSON, Duncan; ADEYOOLA, Tom",1609245.4 25.05.2016 GB; 1620670.8 05.12.2016 GB; 1702930.7 23.02.2017 GB,EP-2017734807
WO2020048722,PCT/EP2019/071317,08.08.2019,WO/2020/048722,12.03.2020,WO,TRANSFER LEARNING OF A MACHINE-LEARNING MODEL USING A HYPERPARAMETER RESPONSE MODEL,"The invention relates to a method of building a machine- learning model (301-304) for operational monitoring of an ensemble (200) of field devices (201-204), the method comprising: performing a training (2001, 2012) of a first value of a hyperparameter (2053) of the machine-learning model (301-304) based on training data (603) of a first device of the ensemble (200); and, based on the training: obtaining a response model (2050) of the hyperparameter, the response model providing a mapping of a value of the hyperparameter to a performance indicator of the machine- learning model; and determining a second value of the hyperparameter for a second field device (201-204) of the ensemble (200) based on the response model (2050).",G06N 20/00; G06N 7/00,SIEMENS AKTIENGESELLSCHAFT,"GEIPEL, Markus Michael; MITTELSTÄDT, Sebastian; VON BEUNINGEN, Anja",18192498.6 04.09.2018 EP,
EP243363826,17206055,07.12.2017,3495992,12.06.2019,EP,DANGER RANKING USING END TO END DEEP NEURAL NETWORK,,G06K 9/00,IMRA EUROPE SAS,TSISHKOU DZMITRY; BENDAHAN RÉMY,17206055 07.12.2017 EP,
WO2019231448,PCT/US2018/035306,31.05.2018,WO/2019/231448,05.12.2019,WO,SOLAR IRRADIATION PREDICTION USING DEEP LEARNING WITH END-TO- END TRAINING,"Deep learning is used to train a neural network for end-to-end prediction of short term (e.g., 20 minutes or less) solar irradiation based on camera images and metadata. The architecture of the neural network includes a recurrent network for temporal considerations. The images and metadata are input at different locations in the neural network. The resulting machine-learned neural network predicts solar irradiation based on camera images and metadata so that a solar plant and back-up power source may be controlled to minimize output power variation.",G06N 3/04; G06N 3/08,SIEMENS AKTIENGESELLSCHAFT,"CHANG, Ti-Chiun; REEB, Patrick; BAMBERGER, Joachim; PENG, Kuan-Chuan; ERNST, Jan",,
EP210495663,16180143,19.07.2016,3273387,24.01.2018,EP,MEDICAL IMAGE SEGMENTATION WITH A MULTI-TASK NEURAL NETWORK SYSTEM,"The invention refers to a method and system for parsing a medical image, comprising the steps of: 
- Providing (61) a network, being a multi-task deep neural network 
- Providing (62) the image to be parsed 
- Pre-determining (63) image features derived from the image 
- Defining (64) 
- a main task for image parsing and 
- adjuvant tasks for reconstruction of the image features  
- Applying (65) a multi-task learning pipeline to train the network by simultaneously learning the deep neural multi-task network on main and adjuvant tasks in a supervised manner, and to perform multi-tasks prediction, wherein the adjuvant tasks act as regularization of the network during a training phase and are used for deriving an in-build, automatic confidence estimation during a prediction phase.",G06K 9/46; G06K 9/62,SIEMENS HEALTHCARE GMBH,KELM MICHAEL; PAULY OLIVIER,16180143 19.07.2016 EP,
WO2017117568,PCT/US2016/069580,30.12.2016,WO/2017/117568,06.07.2017,WO,ACCELERATED TRAINING OF A MACHINE LEARNING BASED MODEL FOR SEMICONDUCTOR APPLICATIONS,Methods and systems for accelerated training of a machine learning based model for semiconductor applications are provided. One method for training a machine learning based model includes acquiring information for non-nominal instances of specimen(s) on which a process is performed. The machine learning based model is configured for performing simulation(s) for the specimens. The machine learning based model is trained with only information for nominal instances of additional specimen(s). The method also includes re-training the machine learning based model with the information for the non-nominal instances of the specimen(s) thereby performing transfer learning of the information for the non-nominal instances of the specimen(s) to the machine learning based model.,G06N 99/00,KLA-TENCOR CORPORATION,"BHASKAR, Kris; KARSENTI, Laurent; YOUNG, Scott A.; MAHADEVAN, Mohan; ZHANG, Jing; DUFFY, Brian","62/273,985 31.12.2015 US; 15/394,792 29.12.2016 US",IL-259705; JP-2018534670; KR-1020187021817; EP-2016882778
WO2018222204,PCT/US2017/035637,02.06.2017,WO/2018/222204,06.12.2018,WO,SYSTEMS AND METHODS FOR BLACK-BOX OPTIMIZATION,"The present disclosure provides computing systems and associated methods for optimizing one or more adjustable parameters (e.g. operating parameters) of a system. In particular, the present disclosure provides a parameter optimization system that can perform one or more black-box optimization techniques to iteratively suggest new sets of parameter values for evaluation. The iterative suggestion and evaluation process can serve to optimize or otherwise improve the overall performance of the system, as evaluated by an objective function that evaluates one or more metrics. The present disclosure also provides a novel black-box optimization technique known as ""Gradientless Descent"" that is more clever and faster than random search yet retains most of random search's favorable qualities.",G06N 3/08; G06N 5/00; G06N 99/00; G06N 7/00,GOOGLE LLC,"GOLOVIN, Daniel Reuben; SOLNIK, Benjamin; MOITRA, Subhodeep; SCULLEY, II, David W.; KOCHANSKI, Gregory Peter",,CN-201780088583.X; EP-2017732650
EP289840122,19178450,05.06.2019,3620993,11.03.2020,EP,METHOD AND SYSTEM FOR SCALABLE MULTI-TASK LEARNING WITH CONVEX CLUSTERING,"A method for scalable multi-task learning with convex clustering includes: extracting features from a dataset of a plurality of tasks; generating a graph from the extracted features, nodes of the graph representing linear learning models, each of the linear learning models being for one of the tasks; constraining the graph using convex clustering to generate a convex cluster constrained graph; and obtaining a global solution by minimizing a graph variable loss function, the minimizing the graph variable loss function comprising: introducing auxiliary variables for each connection between nodes in the convex cluster constrained graph; iteratively performing the following operations until convergence: updating the linear learning models by solving a sparse linear system; and updating the auxiliary variables by solving an equation having the auxiliary variables each be proportional to a vector norm for their respective nodes.",G06N 5/00; G06N 20/20,NEC LABORATORIES EUROPE GMBH,HE XIAO; ALESIANI FRANCESCO; SHAKER AMMAR,201862724704 30.08.2018 US; 201916414812 17.05.2019 US,
WO2018126213,PCT/US2017/069102,29.12.2017,WO/2018/126213,05.07.2018,WO,MULTI-TASK LEARNING USING KNOWLEDGE DISTILLATION,"Methods, systems, and apparatus, including computer programs encoded on computer storage media for performing multi-task learning. In one method a system obtains a respective set of training data for each of multiple machine learning tasks. For each of the machine learning tasks, the system configures a respective teacher machine learning model to perform the machine learning task by training the teacher machine learning model on the training data. The system trains a single student machine learning model to perform the multiple machine learning tasks using (i) the configured teacher machine learning models, and (ii) the obtained training data.",G06N 3/04,GOOGLE LLC,"CHUNG, Junyoung; JOHNSON PREMKUMAR, Melvin, Jose; SCHUSTER, Michael; MACHEREY, Wolfgang","62/441,119 30.12.2016 US",
WO2020048728,PCT/EP2019/071412,09.08.2019,WO/2020/048728,12.03.2020,WO,BUILDING A MACHINE-LEARNING MODEL WITH IMPROVED FEATURE DISTRIBUTION,"The invention relates to a method of building a deep-learning classifier machine-learning model (300) for operational monitoring of an ensemble (200) of field devices (201-204), comprising: performing a training of one or more feature recognition algorithms (93) of the deep-learning classifier machine-learning model (300) using labeled training data (99) obtained from the ensemble (200) of field devices (201-204), the training being based on a prediction error signal (95) and a further error signal (7012); and determining the further error signal based on a difference between density estimations (7011) of features recognized by the one or more feature recognition algorithms (93) using the labeled training data (99) of different ones of the ensemble (200) of field devices (201-204).",G06K 9/00; G06K 9/62; G06K 9/46,SIEMENS AKTIENGESELLSCHAFT,"GEIPEL, Markus Michael; MITTELSTÄDT, Sebastian",18192496.0 04.09.2018 EP,
EP243363805,17836214,08.06.2017,3495973,12.06.2019,EP,METHOD AND DEVICE FOR PERFORMING TRANSFORMATION-BASED LEARNING ON MEDICAL IMAGE,"The present application discloses a method and device for performing transformation-based learning on a medical image. The method comprises: reading raw data of a medical image, performing transformation processing on the data by analyzing a data attribute, and integrating the same into a data format capable of being received by a model to be analyzed; selecting a transformation mode by comparing parameters of the model to be analyzed and a trained model, so as to perform parameter transformation and apply transformation-based learning to training of the model to be analyzed for the medical image; and upon finishing model training, applying a parameter of a trained model to image category analysis. The method can increase the accuracy of a model obtained by performing deep learning on a small quantity of medical images. The invention further comprises a device for performing transformation-based learning on a medical image, comprising: a data processing module; a transformation-based learning module; and an application module.",G16H 30/40; G06N 3/04; G06N 3/08; G16H 50/20,INFERVISION,CHEN KUAN; ZHANG RONGGUO,201610627265 03.08.2016 CN; 2017087587 08.06.2017 CN,
WO2018017319,PCT/US2017/040673,05.07.2017,WO/2018/017319,25.01.2018,WO,LIVENESS DETECTION FOR ANTISPOOF FACE RECOGNITION,A face recognition system and facility access control system are provided. The face recognition system includes a camera (110) configured to capture an input image of a subject purported to be a person. The face recognition system further includes a memory (122) storing a deep learning model configured to perform multi-task learning for a pair of tasks including a liveness detection task and a face recognition task. The face recognition task also includes a processor (121) configured to apply the deep learning model to the input image to recognize an identity of the subject in the input image and a liveness of the subject. The liveness detection task is configured to evaluate a plurality of different distractor modalities corresponding to different physical spoofing materials to prevent face spoofing for the face recognition task.,G06K 9/00; G06N 3/08,"NEC LABORATORIES AMERICA, INC.; NEC HONG KONG LIMITED","CHANDRAKER, Manmohan; LAU, Eric; WONG, Elsa; YU, Xiang","62/365,510 22.07.2016 US; 62/366,285 25.07.2016 US; 15/637,264 29.06.2017 US; 15/637,368 29.06.2017 US; 15/637,465 29.06.2017 US; 15/637,569 29.06.2017 US; 15/637,644 29.06.2017 US",JP-2018538215; SG-11201804580U; DE-112017000231
WO2016182659,PCT/US2016/026944,11.04.2016,WO/2016/182659,17.11.2016,WO,BIT WIDTH SELECTION FOR FIXED POINT NEURAL NETWORKS,"A method for selecting bit widths for a fixed point machine learning model includes evaluating a sensitivity of model accuracy to bit widths at each computational stage of the model. The method also includes selecting a bit width for parameters, and/or intermediate calculations in the computational stages of the mode. The bit width for the parameters and the bit width for the intermediate calculations may be different. The selected bit width may be determined based on the sensitivity evaluation.",G06N 3/063; G06N 3/10,QUALCOMM INCORPORATED,"LIN, Dexu; ANNAPUREDDY, Venkata Sreekanta Reddy; JULIAN, David Jonathan; WIERZYNSKI, Casimir Matthew","62/159,097 08.05.2015 US; 14/936,594 09.11.2015 US",EP-2016718942
WO2017007742,PCT/US2016/040925,05.07.2016,WO/2017/007742,12.01.2017,WO,TRANSFER LEARNING TECHNIQUES FOR DISPARATE LABEL SETS,"Examples of the present disclosure describe systems and methods of transfer learning techniques for disparate label sets. In aspects, a data set may be accessed on a server device. The data set may comprise labels and word sets associated with the labels. The server device may induce label embedding within the data set. The embedded labels may be represented by multi-dimensional vectors that correspond to particular labels. The vectors may be used to construct label mappings for the data set. The label mappings may be used to train a model to perform domain adaptation or transfer learning techniques. The model may be used to provide results to a statement/query or to train a different model.",G06N 99/00; G10L 15/18,"MICROSOFT TECHNOLOGY LICENSING, LLC","KIM, Young-Bum; SARIKAYA, Ruhi","14/792,269 06.07.2015 US",EP-2016742099
