Time:,20.04.2020 21:59:57,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2012061162,PCT/US2011/057757,25.10.2011,WO/2012/061162,10.05.2012,WO,COST-SENSITIVE ALTERNATING DECISION TREES FOR RECORD LINKAGE,"Record Linkage (RL) is the task of identifying two or more records referring to the same entity (e.g., a person, a company, etc.). RL models can be based on Cost Sensitive Alternating Decision Trees (ADTree), an algorithm that uniquely combines boosting and decision trees algorithms to create shorter and easier-to-interpret linking rules. These models can be naturally trained to operate at industrial precision/recall operating points, and the shorter output rules are so clear that it can effectively explain its decisions to non¬ technical users via score aggregation or visualization. The models significantly outperform other baselines on the desired industrial operating points, and the improved understanding of the model's decisions led to faster debugging and feature development cycles.",G06F 17/30; G06F 17/40; G06F 17/00,"INTELIUS INC.; BORTHWICK, Andrew; CHEN, Sheng","BORTHWICK, Andrew; CHEN, Sheng","61/406,264 25.10.2010 US; 61/527,926 26.08.2011 US; 61/466,608 23.03.2011 US; 61/409,908 03.11.2010 US",EP-2011838549
WO2015142595,PCT/US2015/020050,12.03.2015,WO/2015/142595,24.09.2015,WO,PARALLEL DECISION TREE PROCESSOR ARCHITECTURE,Disclosed herein is a decision tree multi-processor system. The system includes a plurality of decision tree processors that access a common feature vector and execute one or more decision trees with respect to the common feature vector.,G06F 17/30,"MICROSOFT TECHNOLOGY LICENSING, LLC","BURGER, Douglas C.; LARUS, James R.; PUTNAM, Andrew; GRAY, Jan","14/216,990 17.03.2014 US",CO-NC2016/0002623; CL-2016-2294; ID-IDP00201605890; PH-12016501639; MX-MX/a/2016/011670; JP-2017501068; CA-2939959; EP-2015713082; AU-2015231828; CN-201580014613.3; IL-247166; RU-2016136985
EP276032566,19183686,01.07.2019,3564853,06.11.2019,EP,"OBSTACLE CLASSIFICATION METHOD AND APPARATUS BASED ON UNMANNED VEHICLE, DEVICE, AND STORAGE MEDIUM","The present application provides an obstacle classification method and apparatus based on an unmanned vehicle, a device, and a storage medium. The method includes: obtaining obstacle information of a plurality of obstacles detected by a detection device of the unmanned vehicle; and performing classification processing on the obstacle information of the plurality of obstacles using a compressed random forest model, to obtain a result of obstacle classification, where a non-leaf node of each decision tree of the compressed random forest model stores only feature index information, classification threshold index information and node position index information, where the node position index information is left node position index information or right node position index information; a leaf node of each decision tree stores only class index information. Only part of information needs to be stored, and there is no need to occupy more memory and space of the system of the unmanned vehicle, thereby reducing the memory occupancy. In addition, only a small amount of information needs to be stored synchronously during the classification, so that the speed and efficiency of the classification can be improved.",G06K 9/00; G06K 9/62,BAIDU ONLINE NETWORK TECHNOLOGY BEIJING CO LTD,GUO JIANG,201811044529 07.09.2018 CN,
EP13550252,00310926,08.12.2000,1111533,27.06.2001,EP,Logistic regression trees for drug analysis,"An overall system and method for filtering out compounds with potentially poor pharmacokinetic properties, such as unfavorable metabolism or low solubility. The filtering is effected without experimental testing but from consideration as drug candidates or validation or rejection of compounds as drug candidates. This filtering is achieved by comparison of the subject compounds with statistically significant features in a database of already determined acceptable and non-acceptable compounds, by means of a logistic regression tree analysis. A logistic regression tree model and inquiry system is adapted to determined statistically common characteristics (referred to as candidate predictor variables) to structurally compare candidate compounds with the requisite characteristics such as ADME of acceptable compounds.",G01N 33/48; G01N 33/15; G06F 17/00; G06F 17/30; G06F 19/00,PFIZER PROD INC,POTTER DAVID MARTIN,17091799 15.12.1999 US,
EP12955258,97303743,03.06.1997,0813185,17.12.1997,EP,Compilation of weighted finite-state transducers from decision trees,"A method for automatically converting a decision tree into one or more weighted finite-state transducers. Specifically, the method in accordance with an illustrative embodiment of the present invention processes one or more terminal (i.e., leaf) nodes of a given decision tree to generate one or more corresponding weighted rewrite rules. Then, these weighted rewrite rules are processed to generate weighted finite-state transducers corresponding to the one or more terminal nodes of the decision tree. In this manner, decision trees may be advantageously compiled into weighted finite-state transducers, and these transducers may then be used directly in various speech and natural language processing systems. The weighted rewrite rules employed herein comprise an extension of conventional rewrite rules, familiar to those skilled in the art. <IMAGE>",G10L 5/06; G10L 15/10; G10L 15/18; G10L 15/28,LUCENT TECHNOLOGIES INC,SPROAT RICHARD WILLIAM,66376796 14.06.1996 US,
EP209999659,17176799,20.06.2017,3267369,10.01.2018,EP,"DECISION TREE GENERATING APPARATUS, DECISION TREE GENERATING METHOD, NON-TRANSITORY COMPUTER-READABLE RECORDING MEDIUM, AND INQUIRY SYSTEM","A decision tree generating apparatus includes an information gain calculator and a decision tree generator. When a classification target data set including a plurality of pieces of classification target data respectively having different attributes with attribute values assigned thereto is segmented into subsets in a form of a decision tree, the information gain calculator calculates an amount of entropy reduction on each attribute, and calculates an information gain, based on the amount of reduction in the entropy and reliability of a user's answer responsive to an inquiry asking about the attribute. The decision tree generator successively determines an attribute having a maximum information gain to be a node of the decision tree by recursively iterating the segmentation of the pre-segmentation data set, and generates the decision tree that is to be used to determine an order of the inquiries.",G06N 5/02; G06N 5/04; G06Q 30/02,PANASONIC IP MAN CO LTD,YAMAGAMI KATSUYOSHI; ENDO MITSURU,2016132707 04.07.2016 JP,
WO2016090290,PCT/US2015/064069,04.12.2015,WO/2016/090290,09.06.2016,WO,METHOD AND APPARATUS FOR DECISION TREE BASED SEARCH RESULT RANKING,"A method of decision tree based search result ranking includes obtaining a training data set for generating at least one decision tree, the training data set having N training features and N greater than or equal to 2. The method further includes dividing a computational system of decision trees into N feature work groups corresponding to the N training features respectively, and by use of the feature work groups, computing splitting nodes and splitting values corresponding to the splitting nodes for the decision trees. The method also includes generating the decision trees using the computed splitting nodes and the corresponding splitting values; and ranking search results using the decision trees.",G06F 17/30,ALIBABA GROUP HOLDING LIMITED,"WANG, Zhiwei; PAN, Xiaotong; LIU, Zhongyi; WEI, Hu",201410742828.4 05.12.2014 CN,
WO2019088972,PCT/US2017/059010,30.10.2017,WO/2019/088972,09.05.2019,WO,TRAINING TREE-BASED MACHINE-LEARNING MODELING ALGORITHMS FOR PREDICTING OUTPUTS AND GENERATING EXPLANATORY DATA,"Certain aspects involve training tree-based machine-learning models for computing predicted responses and generating explanatory data for the models. For example, independent variables having relationships with a response variable are identified. Each independent variable corresponds to an action or observation for an entity. The response variable has outcome values associated with the entity. Splitting rules are used to generate the tree-based model, which includes decision trees for determining relationships between independent variables and a predicted response associated with the response variable. The tree-based model is iteratively adjusted to enforce monotonicity with respect to representative response values of the terminal nodes. For instance, one or more decision trees are adjusted such that one or more representative response values are modified and a monotonic relationship exists between each independent variable and the response variable. The adjusted model is used to output explanatory data indicating relationships between independent variable changes and response variable changes.",G06N 99/00,"EQUIFAX, INC.","JORDAN, Lewis; TURNER, Matthew; ANTONY, Finto",,
WO2000065480,PCT/US2000/010654,21.04.2000,WO/2000/065480,02.11.2000,WO,SYSTEM AND METHOD FOR GENERATING DECISION TREES,"A decision tree clustering procedure is provided which emlpoys a unified approach to extracting both the decision tree and (preferably fuzzy) clusters. The decision tree is built by subsequent clustering of single dimensions or features, and the choice of the winning sepration is based on cluster validity. In one embodimentm the clustering employs a fuzzy c-means (FCM) model and the partition coefficient (PC) to determine the selected separations.",G06F 17/30; G06K 9/62,ORACLE CORPORATION,"RUNKLER, Thomas, A.; ROYCHOWDHURY, Shounak","60/130,636 23.04.1999 US",EP-2000928239; JP-2000614155
WO2013067337,PCT/US2012/063300,02.11.2012,WO/2013/067337,10.05.2013,WO,METHOD AND APPARATUS FOR VISUALIZING AND INTERACTING WITH DECISION TREES,"A decision tree model is generated from sample data. A visualization system may automatically prune the decision tree model based on characteristics of nodes or branches in the decision tree or based on artifacts associated with model generation. For example, only nodes or questions in the decision tree receiving a largest amount of the sample data may be displayed in the decision tree. The nodes also may be displayed in a manner to more readily identify associated fields or metrics. For example, the nodes may be displayed in different colors and the colors may be associated with different node questions or answers.",G06F 17/30,"BIGML, INC.","DONALDSON, J., Justin; ASHENFELTER, Adams; MARTIN, Francisco, J.; VERWOERD, Jos; ORTEGA, Jose, Antonio; PARKER, Charles","61/555,615 04.11.2011 US",EP-2012788017; AU-2012332245
WO2019028279,PCT/US2018/045051,02.08.2018,WO/2019/028279,07.02.2019,WO,METHODS AND SYSTEMS FOR OPTIMIZING ENGINE SELECTION USING MACHINE LEARNING MODELING,"A system for optimizing selection of transcription engines using a combination of selected machine learning models. The system includes a plurality of preprocessors that generate a plurality of features from a media data set. The system further includes a deep learning neural network model, a gradient boosted machine model and a random forest model used in generating a ranked list of transcription engines. A transcription engine is selected from the ranked list of transcription engines to generate a transcript for the media dataset.",G06N 99/00; G06N 3/04; G06N 5/00; G10L 25/24,"VERITONE, INC.","STEELBERG, Chad; NGUYEN, Peter; RATHS, Cornelius; RIVKIN, Steven N.","62/540,508 02.08.2017 US; 62/633,023 20.02.2018 US; 62/638,745 05.03.2018 US",
WO2019071384,PCT/CN2017/105377,09.10.2017,WO/2019/071384,18.04.2019,WO,"INTELLIGENT SYSTEMS AND METHODS FOR PROCESS AND ASSET HEALTH DIAGNOSIS, ANOMOLY DETECTION AND CONTROL IN WASTEWATER TREATMENT PLANTS OR DRINKING WATER PLANTS","Described herein are systems and methods of analyzing data acquired from a water plant, both historical and in real-time, making determinations about process and asset health diagnosis and anomaly detection using advanced techniques, and controlling the plant and/or providing alerts based on such determinations.",G01N 33/18; G06F 17/30,"BL TECHNOLOGIES, INC.","LU, Su; XIA, Zijun; WAN, Zhaoyang; WANG, Yu; BI, Xijing; WANG, Guoliang; TANG, Chuanyou; ZHU, Zhiping; MA, Wenchao; DONG, Qin; WANG, Sijing; LI, Yisong; LING, Jiajia",,CA-3049807; CN-201780078171.8; EP-2017928507
WO2018006004,PCT/US2017/040353,30.06.2017,WO/2018/006004,04.01.2018,WO,SYSTEMS AND METHODS FOR GENERATING IMPROVED DECISION TREES,"A system and method for generating a decision tree having a plurality of nodes, arranged hierarchically as parent nodes and child nodes, comprising: generating a node including: receiving i) training data including data instances, each data instance having a plurality of attributes and a corresponding label, ii) instance weightings, iii) a valid domain for each attribute generated, and iv) an accumulated weighted sum of predictions for a branch of the decision tree; and associating one of a plurality of binary prediction of an attribute with each node including selecting the one of the plurality of binary predictions having a least amount of error; in accordance with a determination that the node includes child nodes, repeat the generating the node step for the child nodes; and in accordance with a determination that the node is a terminal node, associating the terminal node with an outcome classifier; and displaying the decision tree including the plurality of nodes arranged hierarchically.",G06K 9/62,THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA; THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,"VALDES, Gilmer; SOLBERG, Timothy, D.; SIMONE, Charles, B.; UNGAR, Lyle, H.; EATON, Eric; LUNA, Jose, Marcio","62/357,250 30.06.2016 US",
WO2018078550,PCT/IB2017/056635,25.10.2017,WO/2018/078550,03.05.2018,WO,COMPOSITIONAL LEARNING THROUGH DECISION TREE GROWTH PROCESSES AND A COMMUNICATION PROTOCOL,"A communication protocol enables multiple decision tree forest modules arranged in a compositional network to grow in a coordinated manner so as to reduce error as measured by an arbitrary classification process utilizing spike encodings from any of the decision trees forest modules. The disclosed solution to compositional machine learning Is agnostic to both the hardware methodology used to impiement it, as well as the focal decision processes that power nodes in the decision trees. Any number of computing systems based on different technologies and physical arrangements can be built that will coordinate in solving arbitrary compositional learning problems, so long as the communication protocol is enforced.",G06N 3/04; A61N 1/08,"NUGENT, Michael Alexander","NUGENT, Michael Alexander","15/337,408 28.10.2016 US",
WO2006052046,PCT/KR2004/003538,30.12.2004,WO/2006/052046,18.05.2006,WO,APPARATUS AND METHOD FOR CLASSIFYING E-MAIL USING DECISION TREE,An apparatus and method for classifying e-mails using a decision tree is disclosed. The apparatus includes: a client e-mail storing unit for storing e-mails according to each folder; a decision tree generating unit for generating a decision tree based on information about e-mails stored according to folders in the client e-mail storing unit; a received e-mail processing unit for receiving e-mails; an e-mail storing unit for storing the e-mails received in the receiving e-mail processing unit; an e-mail classifying unit for classifying the e-mails stored in the e-mail storing unit based on the decision tree; an e-mail transmitting unit for transmitting the classified e-mail to the client e-mail storing unit; and a controlling unit for controlling the units to generate the decision tree based on the e-mails stored in the client e-mail storing unit and to classify the e-mail transmitted from outside based on the decision tree.,G06F 17/00,"Electronics and Telecommunications Research Institute; KT Corporation; CHOI, Minn-Seok","CHOI, Minn-Seok",10-2004-0091585 10.11.2004 KR; 10-2004-0104908 13.12.2004 KR,US-11719079
WO2018136369,PCT/US2018/013748,16.01.2018,WO/2018/136369,26.07.2018,WO,PRE-STATISTICS OF DATA FOR NODE OF DECISION TREE,"Embodiments of the subject matter described herein relate to generating a decision tree based on data pre-statistics. A plurality of data samples for a node of the decision tree are obtained, and the plurality of data samples have corresponding feature values with respect to a first feature. A target range is determined from a plurality of predefined numerical ranges so that the number of feature values falling into the target range is greater than a predetermined threshold number. Then, the remaining of the feature values other than the feature values falling into the target range are assigned to the respective numerical ranges, and the feature values falling into all the numerical ranges are counted based on the assignment of the remaining of the feature values, for allocation of the plurality of data samples to child nodes of the node. Accordingly, the data processing efficiency is substantially improved.",G06N 5/00; G06N 99/00,"MICROSOFT TECHNOLOGY LICENSING, LLC","ZHOU, Hucheng; LI, Cui",201710050188.4 20.01.2017 CN,
WO2019177880,PCT/US2019/021271,08.03.2019,WO/2019/177880,19.09.2019,WO,DECISION TREE DATA STRUCTURE BASED PROCESSING SYSTEM,"A decision tree based processing system implements a decision tree data structure to process publicly available files, such as websites suspected to contain data generated by a data transaction processing system which may be constantly fluctuating and varying. The data transaction processing system generates the data based on processing electronic data transaction request messages received over a network.",G06Q 40/04; G06N 20/00; G06F 17/27,CHICAGO MERCANTILE EXCHANGE INC.,"PARMAR, Arjun; GEDDES, David, John","15/921,301 14.03.2018 US",
WO2007134242,PCT/US2007/068794,11.05.2007,WO/2007/134242,22.11.2007,WO,METHOD FOR GENERATING DECISION TREES INTEGRATED WITH PETRO-TECHNICAL WORKFLOWS,"A method and associated system and program storage device and computer program is disclosed for generating a decision tree, the method comprising: receiving a plurality of modeling scenarios representing a corresponding plurality of workflows; and generating a decision tree in response to the plurality of modeling scenarios.",G06F 17/00,"SCHLUMBERGER CANADA LIMITED; SERVICES PETROLIERS SCHLUMBERGER; LOGINED B.V.; PRAD RESEARCH AND DEVELOPMENT N.V.; BOUZAS, Horacio, R.; BRADY, James; NEISCH, Daniel, A.; MCVEAN, Jason; VIRINE, Lev","BOUZAS, Horacio, R.; BRADY, James; NEISCH, Daniel, A.; MCVEAN, Jason; VIRINE, Lev","11/432,121 11.05.2006 US",NO-20085092; GB-0822335.6; CA-2659763
WO2001045408,PCT/EP2000/012263,05.12.2000,WO/2001/045408,21.06.2001,WO,METHOD AND APPARATUS FOR RECOMMENDING TELEVISION PROGRAMMING USING DECISION TREES,"A method and apparatus are disclosed for recommending television programming using decision trees. Inductive principles are utilized to identify a set of recommended programs that may be of interest to a particular viewer, based on past viewing behavior. A user's viewing history (130) is monitored and the shows that are actually watched by a user (positive examples) and the shows that are not watched by the user (negative examples) are analyzed. For each positive and negative program example (i.e., programs watched and not watched), a number of program attributes are classified in the user profile. The various attributes are then positioned in a hierarchical decision tree (200) based on a ranking of the entropy of each attribute. Each node and sub-node in the decision tree corresponds to a given attribute from the user profile. Each leaf node in the decision tree corresponds to either a positive or negative recommendation for a program mounted at the corresponding leaf node. The decision tree is (200) built using a decision tree process (300) that implements a 'top-down divide and conquer' approach. The decision tree can thereafter be applied to an electronic program guide (140) to make program recommendations.",H04H 20/00; H04N 17/00; H04N 21/258; H04N 21/442; H04N 21/45; H04N 21/454; H04N 21/466; H04N 7/025; H04N 7/03; H04N 7/035; H04N 7/16,KONINKLIJKE PHILIPS ELECTRONICS N.V.,"GUTTA, Srinivas","09/466,406 17.12.1999 US",CN-00806336.2; EP-2000990655; IN-IN/PCT/2001/1160/CHE; JP-2001546167; KR-1020017010466
EP13227741,98303425,01.05.1998,0954139,03.11.1999,EP,Methods of altering dynamic decision trees,"A data packet switch includes a decision tree for classifying data packets, which can be dynamically modified. To conserve memory resources nodes which are found during modification to have matching effects are combined. If only a subset of paths to a node are relevant to a modification, the node is split. Prior to implementation of the modifications, temporary nodes are inserted before modified nodes to preserve existing paths. These temporary nodes are controlled by a single memory value which can be changed to effect all the modifications to the decision tree simultaneously. <IMAGE>",H04L 12/26; H04L 12/701; H04Q 3/66,HEWLETT PACKARD CO,EDWARDS ALED JUSTIN; CALAMVOKIS COSTAS,98303425 01.05.1998 EP,
WO2014037709,PCT/GB2013/052303,03.09.2013,WO/2014/037709,13.03.2014,WO,IMAGE PROCESSING APPARATUS AND METHOD FOR FITTING A DEFORMABLE SHAPE MODEL TO AN IMAGE USING RANDOM FOREST REGRESSION VOTING,"One embodiment of the invention provides an image processing method for use in fitting a deformable shape model to an acquired image. The deformable shape model specifies a set of target points whose motion is governed by the model. The method comprises, for each target point, generating a corresponding response image by: providing a feature detector to locate a given target point within the acquired image, wherein said feature detector includes a random forest comprising one or more decision trees; scanning a patch image across the acquired image to define multiple sampling locations with respect to the acquired image; for each sampling location of the patch image with respect to the acquired image, performing regression voting using the random forest to produce one or more votes for the location of the given target point within the acquired image; and accumulating the regression votes for all of the multiple sampling locations to generate said response image corresponding to the given target point. The method further includes then performing an optimization to determine positions for the set of target points within the acquired image based on the corresponding response images and subject to constraint by the deformable shape model.",G06K 9/62,THE UNIVERSITY OF MANCHESTER,"COOTES, Timothy; LINDNER, Claudia; IONITA, Mircea",1215944.8 06.09.2012 GB,EP-2013760084; US-14423961
EP13227351,99303390,29.04.1999,0953970,03.11.1999,EP,Method and apparatus using decision trees to generate and score multiple pronunciations for a spelled word,"The mixed decision tree includes a network of yes-no questions about adjacent letters in a spelled word sequence and also about adjacent phonemes in the phoneme sequence corresponding to the spelled word sequence. Leaf nodes of the mixed decision tree provide information about which phonetic transcriptions are most probable. Using the mixed trees, scores are developed for each of a plurality of possible pronunciations, and these scores can be used to select the best pronunciation as well as to rank pronunciations in order of probability. The pronunciations generated by the system can be used in speech synthesis and speech recognition applications as well as lexicography applications. <IMAGE>",G10L 13/04; G10L 13/08,MATSUSHITA ELECTRIC IND CO LTD,KUHN ROLAND; JUNQUA JEAN-CLAUDE; CONTOLINI MATTEO,6776498 29.04.1998 US; 6930898 29.04.1998 US; 7030098 30.04.1998 US,
