Time:,20.04.2020 21:57:26,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
EP11899656,88112881,08.08.1988,0303930,22.02.1989,EP,EXPERT SYSTEM,"An expert system which provides one or more suggested treatments for a patient with physical trauma is disclosed. The system includes a computing device having a memory, a plurality of data bases in the memory, an application program and an inference engine program. The data bases include graphical illustrations of different types of physical trauma, and a knowledge base which contains treatment information. The application program is executed in the computing device and interactively displays a series of screens including at least some of the graphical illustrations, to elicit responses from the user concerning the specific type of physical trauma and specific characteristics of the patient. The inference engine program, which is also executed in the computing device, uses the knowledge base and information related to the responses elicited from the user, for selecting one or more suggested treatments. The application program presents the suggested treatments to the user after execution of the inference engine program.",A61B 10/00; G06F 19/00,SYNTHES AG,"DORMOND, KENNETH; FRIEDMAN, ROBERT J.",8551187 13.08.1987 US,
EP12612988,94115117,26.09.1994,0646879,05.04.1995,EP,Method for structuring an expert system utilizing one or more neural networks.,"Neural networks learn expert system rules, for either business or real-time applications, to improve the robustness and speed of execution of the expert system. One or more neural networks (FIG. 19) are constructed which incorporate the production rules of one or more expert systems (FIG. 8). Each neural network is constructed of neurons or neuron circuits (N1, N2, NN, FIG. 19) each having only one significant processing element in the form of a multiplier. Each neural network utilizes a training algorithm which does not require repetitive training and which yields a global minimum to each given set of input vectors. <IMAGE>",G06F 15/80; G06G 7/60; G06F 15/18; G06N 3/04,MOTOROLA INC,WANG SHAY-PING THOMAS,12927593 30.09.1993 US,
WO2014102564,PCT/IB2012/003081,28.12.2012,WO/2014/102564,03.07.2014,WO,PROVISIONING STORAGE RESOURCES BASED ON AN EXPERT SYSTEM,"﻿An improved technique uses an expert system to provide automated provisioning of resources for a storage system. Along these lines, a user submits values of a set of provisioning targets parameters in a administrative interface screen to a storage processing device. The expert system uses these values to form a set of facts within an expert system stored on the storage processing device that includes a knowledge base having a set of logical rules and an inference engine. The storage processing device then inputs these facts and logical rules into the inference engine which is configured to fire logical rules having preconditions that match the facts. The actions of these logical rules then provide content for the provisioning of the storage resources, which are displayed to the user or used for automatic storage provisioning operations.",G06F 12/06; G06N 5/04,EMC CORPORATION,"POLKOVNIKOV, Alexey, Alexandrovich; TYLIK, Dmitry Nikolaevich; ALEXEEV, Sergey, Alexandrovich",,US-14122396
EP219398184,17001949,29.11.2017,3327616,30.05.2018,EP,OBJECT CLASSIFICATION IN IMAGE DATA USING MACHINE LEARNING MODELS,"Combined color and depth data for a field of view is received. Thereafter, using at least one bounding polygon algorithm, at least one proposed bounding polygon is defined for the field of view. It can then be determined, using a binary classifier having at least one machine learning model trained using a plurality of images of known objects, whether each proposed bounding polygon encapsulates an object. The image data within each bounding polygon that is determined to encapsulate an object can then be provided to a first object classifier having at least one machine learning model trained using a plurality of images of known objects, to classify the object encapsulated within the respective bounding polygon. Further, the image data within each bounding polygon that is determined to encapsulate an object is provided to a second object classifier having at least one machine learning model trained using a plurality of images of known objects, to classify the object encapsulated within the respective bounding polygon. A final classification for each bounding polygon is then determined based on the output of the first classifier machine learning model and the output of the second classifier machine learning model.",G06K 9/00,SAP SE,FAROOQI WAQAS AHMAD; LIPPS JONAS; SCHMIDT ECKEHARD; FRICKE THOMAS; VERZANO NEMRUDE,201615363835 29.11.2016 US,
EP12902201,97100868,13.08.1990,0788049,06.08.1997,EP,Industrial expert system,"An industrial expert system for use in designing a plant system or devices thereof and in fault detection, comprises a knowledge base (10) including a rules-section (12) for describing deductive inference rules, an expressions-section (13) for describing a calculation formula of equality with either a right side or left side being a simple term having a value and the other side being polynomial including known functions and an attributes-section (11) for declaring nature and value of each of attributes cited in calculation and inference and for declaring parameters for controlling communicaiton between a process of deductive inference and a calculation process according to calculation formula and a deductive inference engine for performing a deductive inference on the basis of the rules, calculation formulae and the attributes stored in the knowledge base. This system uses a simple construction ot efficiently perform detection of fault logic by using specific formula or calculation of parameters representing features of a fault which are to be performed during an inference and which are impossible by conventional inference engine. <IMAGE>",G06F 9/44; G06N 5/04,TOSHIBA KK,MORITA NOBORU,90115511 13.08.1990 EP; 22530189 31.08.1989 JP,
WO2002009033,PCT/AU2001/000885,20.07.2001,WO/2002/009033,31.01.2002,WO,A DEVELOPMENT SYSTEM FOR EXPERT SYSTEMS,"An expert system builder, including a node control for selecting and defining nodes of a knowledge base structure of an expert system, and a link control for creating decision links between the nodes to define the structure. The nodes are decision nodes and can include question nodes for presenting questions and receiving answers to the questions. The question nodes store values for a received answer. The decision links each have a source node and a destination node and represent a decision path. The links may have conditions to be met by the source node before the path is traversed by the expert system. The structure may include nested lattices of nodes.",G06N 5/02,"TELSTRA R & D MANAGEMENT PTY LTD; ZHAO, Ming","ZHAO, Ming",PQ 8899 20.07.2000 AU,
EP12222936,91105698,10.04.1991,0453874,30.10.1991,EP,A COMPUTER BASED INFERENCE ENGINE DEVICE AND METHOD THEREOF FOR INTEGRATING BACKWARD CHAINING AND FORWARD CHAINING REASONING,"An inference engine device adapted for use in a computer-controlled expert system, the computer-controlled expert system having a computer and a knowledge base of objects and rules, the objects having known values and unknown values, the rules having at least one test against an object or objects and configured in a Rete based network. The inference engine is comprised a first module with a function of storing instructions for the computer; a second module, associated with the first module, that is comprised of a function for instructing the computer to perform forward reasoning with the objects having known values and another function for generating a conflict set; a third module, associated with the first module, that has a function of instructing the computer to perform backward reasoning about the objects having unknown values; and a fourth module, associated with the first module, that determines whether the first or second module is being executed by the computer. <IMAGE>",G06F 9/44; G06N 5/04,INTERNATIONAL BUSINESS MACHINES CORPORATION,"HIGHLAND, FREDERIC DEAN; IWASKIW, CHRISTINE TEKLA; TANI, JAMES DAVID; GALLIVAN, HUGH WILLIAM",51572090 27.04.1990 US,
EP12140524,90115511,13.08.1990,0415168,06.03.1991,EP,Industrial expert system,"An industrial expert system for use in designing a plant system or devices thereof and in fault detection, comprises a knowledge base (10) including a rules-section (12) for describing deductive inference rules, an expressions-section (13) for describing a calculation formula of equality with either a right side or left side being a simple term having a value and the other side being polynomial including known functions and an attributes-section (11) for declaring nature and value of each of attributes cited in calculation and inference and for declaring parameters for controlling communicaiton between a process of deductive inference and a calculation process according to calculation formula and a deductive inference engine for performing a deductive inference on the basis of the rules, calculation formulae and the attributes stored in the knowledge base. This system uses a simple construction ot efficiently perform detection of fault logic by using specific formula or calculation of parameters representing features of a fault which are to be performed during an inference and which are impossible by conventional inference engine.",G06F 9/44; G06N 5/04,TOSHIBA KK,MORITA NOBORU,22530189 31.08.1989 JP,
WO2019113122,PCT/US2018/063928,04.12.2018,WO/2019/113122,13.06.2019,WO,SYSTEMS AND METHODS FOR IMPROVED MACHINE LEARNING FOR CONVERSATIONS,"Systems and methods for improvements in AI model learning and updating are provided. The model updating may reuse existing business conversations as the training data set. Features within the dataset may be defined and extracted. Models may be selected and parameters for the models defined. Within a distributed computing setting the parameters may be optimized, and the models deployed. The training data may be augmented over time to improve the models. Deep learning models may be employed to improve system accuracy, as can active learning techniques. The models developed and updated may be employed by a response system generally, or may function to enable specific types of AI systems. One such a system may be an AI assistant that is designed to take use cases and objectives, and execute tasks until the objectives are met. Another system capable of leveraging the models includes an automated question answering system utilizing approved answers. Yet another system for utilizing these various classification models is an intent based classification system for action determination. Lastly, it should be noted that any of the above systems may be further enhanced by enabling multiple language analysis.",G06F 15/18,"CONVERSICA, INC.","TERRY, George, Alexis; KOEPF, Werner; JONNALAGADDA, Siddhartha, Reddy; HARRIGER, James, D.; WEBB-PURKIS, William, Dominic; GAINOR, Macgregor, S.; FERGUSON, Collin, C.; SHANKAR, Ravi; SHANKAR, Shashi; MCCANN, Ian; GODFREY, Keith; LONG, Christopher, Allan; KAMINSKI, Brian, Matthew; SANSONE, John; KIRKLAND, Jennifer; GINSTROM, Ryan, Francis; BREDLOW, Caleb, Andrew; SARGENT, Kyle; FORDYCE, Alexander Carmelo, Reid","16/208,478 03.12.2018 US; 16/208,488 03.12.2018 US; 16/208,484 03.12.2018 US; 62/594,415 04.12.2017 US",
EP12376986,91114533,28.08.1991,0529130,03.03.1993,EP,Expert system with explanation system.,"An explanation system for use in an expert system is described. The rule base used in the inference engine (20) of the expert system is divided into groups of rules (50) called rule classes. With each rule class, three types of explanations (60) are associated: strategy explanations, reason explanations and inference explanations. The rules classes are arranged in a hierarchical explanation tree structure. Each time a first rule is fired within rule class, a frame is created into which the explanations relating to that rule class are copied (340, 360). After the completion of the reasoning process, the frames can be used to generate an explanation of the reasoning process. <IMAGE>",G06F 9/44; G06F 9/44; G06N 5/04,IBM,MAIER FRANZISKA; MUELLER CLAUDIA; SAELENS SERGE,91114533 28.08.1991 EP,
EP12895104,96308994,11.12.1996,0784275,16.07.1997,EP,Diagnostic expert system,"An expert system, such as could be used for service of a complicated physical device such as a printer or copier, exploits a knowledge base (10) which is written in a markup language format such as SGML. The knowledge base (10) comprises text which, if desired, can be printed out on paper to yield a traditional service manual. In addition to the typical formatting markup language tags surrounding the text of the knowledge base, hierarchical tags are provided in the electronic version of the knowledge base (10), to define a set of decision trees which can be accessed and navigated by an expert system. A diagnostic advisor (20) can access specific elements of the knowledge base (10) as needed to synthesize optimized diagnosis and repair procedures depending on an entry given by a tech rep servicing a machine. This arrangement thus supports both a printed service manual and a viewer that provides expert diagnostic advice. <IMAGE>",G06F 11/22; G06F 11/25,XEROX CORP,SHIRLEY MARK H; ARMOUR LAWRENCE; BELL DAVID G; BOBROW DANIEL G; HARMISON MARK; MARDER DANIEL S; RAIMAN OLIVIER; SCHWIND KIM H; VERDOUW ESTELLA M,574482  ; US19950574482  ; 57448295 19.12.1995 US,
EP12176143,91300516,23.01.1991,0439343,31.07.1991,EP,METHOD OF OPERATING AN EXPERT SYSTEM AND COMPUTER SYSTEMS THEREFOR,"A rule-based expert system allows a user to set breakpoints defined by selected conditions and events which can occur during execution of the expert system. An inference engine used to execute the expert system executes a procedure call to the debugger whenever selected inferencing activities are performed. The debugger determines whether the inference engine should be halted by comparing current conditions within the expert system with predefined breakpoints. When a breakpoint is reached, a user is allowed to examine and change various aspects of the expert system and its course of execution. Control is then returned to the inference engine for further execution. <IMAGE>",G06F 11/28; G06F 9/44; G06F 11/36; G06N 5/04,INTERNATIONAL BUSINESS MACHINES CORPORATION,"HAYES, RAYMOND R.; HSIEH, LO",47093390 26.01.1990 US,
WO2009114427,PCT/US2009/036375,06.03.2009,WO/2009/114427,17.09.2009,WO,MULTI VIRTUAL EXPERT SYSTEM AND METHOD FOR NETWORK MANAGEMENT,"A system and method of determining an answer in an expert system having an inference engine and a knowledge database includes transmitting a query or sub-queries to a plurality of sub- expert systems, each comprising an associated inference engine and an associated knowledge database; receiving a sub-answer from each sub-expert system which has been inferred by the inference engine based upon knowledge in the knowledge database; transmitting the sub-answers to the expert system using the inference engine thereof to infer an answer to the query based upon knowledge in the knowledge database and the sub-answers received from the sub-expert systems; and transmitting the answer. A system for managing data includes a computer interface with a database arrangement that stores domain-related information, and which communicates with an inference engine that infers query results based upon the domain-related information and partial answers obtained from knowledge databases.",G06N 5/04,"CLEAR BLUE SECURITY, LLC; JENSEN, Robert; THOMSEN, Dennis","JENSEN, Robert; THOMSEN, Dennis","61/036,516 14.03.2008 US",
WO1990015392,PCT/US1990/001776,03.04.1990,WO/1990/015392,13.12.1990,WO,DOCUMENT GENERATION APPARATUS AND METHODS,"A document generation system which employs a definition-based expert system and an editor to produce an output document from a template document and expert system responses. The knowledge base of the expert system consists of a hierarchy of terms and their definitions. To produce an expert response, an inference engine component of the expert system evaluates a term by evaluating all of the definitions for the terms which are in that term's hierarchy of definitions. In the document generation system, the terms include fragment terms which are defined as portions of the template document. Other terms of the knowledge base may appear within the portion. The document generation system includes a term definition component which, when the user defines a fragment term, provides the editor to the user so that the user can write the fragment represented by the fragment term. After the user has defined the fragment term, the term definition component adds the fragment term to the knowledge base and verifies that any other terms in the portion are defined in the knowledge base. If they are not, the user is asked for a definition. To produce a document, the inference engine evaluates a term which is defined in terms of one or more fragment terms. When the evaluation indicates that a fragment term is to be included in the document, the inference engine uses the editor to retrieve any other terms in the fragment, evaluates the other terms, and then uses the editor to copy the fragment term's text from the template document to the document being produced and to replace the other terms in the document being produced with their values.",G06F 17/24; G06N 5/04,"WANG LABORATORIES, INC.","GOLDSTEIN, Henry; SHANNON, David, F.; BOLLING, Richard, W.; RUSTICI, Eric","371,434 05.06.1989 US",EP-1990907960; CA-2057857
EP12252561,91110885,01.07.1991,0468229,29.01.1992,EP,A NEURAL NETWORK WITH EXPERT SYSTEM FUNCTIONALITY,"A method is disclosed for performing a variety of expert system functions on any trained feedforward neural network. These functions include decision-making, explanation, computation of confidence measures, and intelligent direction of information acquisition. Additionally, the method converts the knowledge implicit in such a network into a set of explicit if-then rules. <IMAGE>",G06F 15/18; G06F 9/44; G06G 7/60; G06N 3/00; G06N 3/04; G06N 5/02; G06N 5/04; G06N 99/00,HNC INC,"LEVEY, CURT A.",55875590 27.07.1990 US,
EP12336282,92301417,20.02.1992,0508571,14.10.1992,EP,EXPERT SYSTEM TO DIAGNOSE DATA COMMUNICATION NETWORKS,"An expert system (102) for proactively and reactively diagnosing data communication networks (142). The expert system (102) operates according to a landmark data abstraction paradigm and a hypothesis and verification process (2602). The expert system (102) provides for operator interaction and control. The expert system (102) includes a black board (202), modules (214) for processing questions, a facilitator (208), and a user interface (250). The expert system (102) also includes a knowledge base (236) having forward rules for hypothesizing network problems and backward rules for verifying the hypothesized network problems. <IMAGE>",G06F 11/25; G06N 5/04; H04L 1/24; H04L 12/24; H04L 12/26,HEWLETT PACKARD CO,"GODLEW, SCOTT A.; SMITH, MARK S.",66899291 12.03.1991 US,
EP11959084,89107139,20.04.1989,0338561,25.10.1989,EP,Diagnostic expert system,"A diagnostic expert system is set up with a first diagnostic subsystem (11,13) which is based on a maintenance technician's knowledge and a second diagnostic subsystem (12,14) which is based on a design engineer's knowledge. If a fault cannot be located under the first diagnostic subsystem (11,13), the second diagnostic subsystem (12,14), which operates by using of the result obtained from the first diagnostic subsystem (11,13) is started so as to determine the location of the fault.",G06F 11/22; G06F 11/22; G06F 9/44; G06F 11/25; G06N 5/04,FUJITSU LTD,WAKAMOTO MASAAKI; KIM MOO WAN; FUKAZAWA MITSUNORI; ARAMAKI TAKAHIRO,9572788 20.04.1988 JP,
EP12039462,89311206,30.10.1989,0367544,09.05.1990,EP,PROCESS CONTROL USING INTELLIGENCE-BASED SYSTEMS,"A method is provided of designing a monitoring and control system for laboratory and industrial process applications. The method consists of specifying the instruments and controllers to be used for monitoring and control using a graphics and natural language interface, linking the graphical description of the instruments and controllers to the external instruments and controllers through an electronic interface, building an expert system knowledge base for supervising the control of the process or laboratory experiment, defining the inference engine which actually runs the process or experiment, and using the graphics and natural language interface to query the system in real time. Apparatus incorporating this method is also provided.",G09B 5/00; G05B 13/02; G06F 9/44; G06N 5/02,INTERNATIONAL DEVELOPMENT RESEARCH CENTRE,"FLEET, BERNARD; GUNASINGHAM, HARITHARAN; WONG, MUN LEONG; SEOW, JIMMY KIM LENG",581737 31.10.1988 CA,
EP13149597,98120783,02.11.1998,0915422,12.05.1999,EP,Expert system,"An expert system, for example for help desk applications, provides output information, such as troubleshooting suggestions, in response to search queries and answers given by a user on questions generated by the expert system. The expert system comprises a knowledge database structure and files representing information about troubleshooting questions and possible answers. For the generation of its output information, e.g., troubleshooting suggestions and solutions, the expert system does not only take into account the contents of said files, but also the relationship between the files, i.e. the structure defining how the information in said files belong together. <IMAGE>",G06F 11/22; G06F 9/44; G06F 11/25; G06N 5/02,HEWLETT PACKARD CO,KRUG ADRIAN,97119432 06.11.1997 EP; 98120783 02.11.1998 EP,
WO2018081751,PCT/US2017/059119,30.10.2017,WO/2018/081751,03.05.2018,WO,VIDEO TAGGING SYSTEM AND METHOD,"An automatic video tagging system which learns from videos, their web context and comments shared on social networks is described. Massive multimedia collections are analyzed by Internet crawling and a knowledge base is maintained that updates in real time with no need of human supervision. As a result, each video is indexed with a rich set of labels and linked with other related contents. Practical applications of video recognition require a label scheme that is appealing to the end-user (i.e. obtained from social curation) and a training dataset that can be updated in real-time to be able to recognize new actions, scenes and people. To create this dataset that evolves in real-time and uses labels that are relevant to the users, a weakly-supervised deep learning approach is utilized combining both a machine-learning pre-processing stage together with a set of keywords obtained from the internet. The resulting tags combined with videos and summaries of videos are used with deep learning to train a neural network in an unsupervised manner that allows the tagging system to go from an image to a set of tags for the image and then to the visual representation of a tag.",G06E 1/00; G06F 17/30; G06N 5/02,"VILYNX, INC.","BOU BALUST, Elisenda; RIVEIRO INSUA, Juan Carlos; FERNANDEZ CAÑELLAS, Delia; ESPADALER RODÉS, Joan; ADURIZ BERASATEGI, Asier; VARAS GONZÁLEZ, David","62/414,308 28.10.2016 US; 62/552,369 30.08.2017 US",EP-2017866015
EP12197953,91300517,23.01.1991,0449402,02.10.1991,EP,METHOD FOR ROLLING BACK AN EXPERT SYSTEM,"A system and method suitable for use with a rule-based expert system maintains a history of execution states through which the execution states through which the expert system progresses during execution. A user can select a previous execution state for roll back, and later states maintained in the history are undone in reverse order until the selected state is reached. If desired, a user can define a breakpoint to which the system is to be rolled back. The corresponding executable state is determined from a retained history of all potential breakpoints, and the system is then rolled back to such corresponding executable state. <IMAGE>",G06F 11/28; G06F 9/44; G06F 11/14; G06N 5/04,INTERNATIONAL BUSINESS MACHINES CORPORATION,"HAYES, RAYMOND R.; HSIEH, LO",47083190 26.01.1990 US,
EP12176138,91300512,23.01.1991,0439341,31.07.1991,EP,DISPLAY FOR EXPERT SYSTEM,"A graphical display particularly adapted for indicating relationships between rules and variables in an expert system provides a static display of such relationships prior to execution of the expert system and, during execution, symbols representing the rules and variables of the expert system are animated to indicate the progress of the inferencing process. Such animation allows a user to determine visually the course of execution of the expert system. <IMAGE>",G06F 11/32; G06N 5/04,INTERNATIONAL BUSINESS MACHINES CORPORATION,"HAYES, RAYMOND R.; HSIEH, LO",47110390 26.01.1990 US,
EP77049469,12189113,18.10.2012,2584496,24.04.2013,EP,Creating and using multiple packet traffic profiling models to profile packet flows,"Methods and apparatus are provided based on hybrid packet traffic flow training and profiling technology. Packet headers are inspected to classify packet traffic flows using clustering models developed using unsupervised learning based on known packet traffic flows and one or more traffic classification models developed using supervised learning based on the known packet traffic flows. A method and apparatus for creating multiple packet traffic clustering models and multiple packet traffic classification models is provided using unsupervised learning algorithms to define traffic flow clustering models by processing the traffic flow features associated with each of known packet traffic flows, and using supervised learning algorithms to create traffic classification models based on the defined traffic flow clustering models, the traffic flow features, and traffic flow labels associated with each of the known packet traffic flows. A method and apparatus for profiling packet traffic flows is provided, which receive one or more unknown packet traffic flows and processes the corresponding traffic flow features for each of the unknown packet traffic flows using the one or more traffic clustering models and the one or more traffic classification models developed to determine a traffic type for each of the unknown packet traffic flows.",G06K 9/62,ERICSSON TELEFON AB L M,SZABO GEZA; PONGRACS GERGELY; TURANYI ZOLTAN RICHARD,201113277735 20.10.2011 US,
EP11964625,89730067,14.03.1989,0333635,20.09.1989,EP,"Multi-user, artificial intelligent expert system.","Disclosed is an artificial intelligent expert system design that integrates multi-tasking capabilities to allow more than one user to interface with a rule or knowledge base at one time without the need for adding additional hardware for each instance of use, or the need to load multiple rule base information for each user. In addition, the system can carry on interactive sessions with users while, at the same time, supporting sessions with the main system keyboard and screen. Additional provisions may be provided to allow information to be delivered to users in more than one language, further broadening the applicational use of the expert system. All users share a common rule base of knowledge, and when they interact with the system, their answers are segregated from each other, along with unique data information. The inference engine, being multi-tasking, manages all users positions within the rule base and coordinates data management between the users and the rule base. A multi-tasking system routine allocates system resources evenly to all users, allowing for a smooth degradation-free operation.",G06F 9/44; G06N 5/04,INTELLISYSTEMS INC,WINTERS RALPH ANDERSON,16825388 15.03.1988 US,
WO1990012368,PCT/US1990/001854,05.04.1990,WO/1990/012368,18.10.1990,WO,BATCH PROCESS CONTROL USING EXPERT SYSTEMS,"Batch process (700) control is improved by defining a step endpoint condition (702) in an expert system (900) knowledge base; using the expert system (900) to monitor for the occurrence of the endpoint in the batch process; and triggering a change in a batch process condition when the endpoint is found. Preferably, the expert system (900) and the batch process condition change are implemented as modules which execute under control of timing and sequencing functions in a supervisory control system, and the change affects a setpoint (or other control objective) in a continuous control system. Multiple instances of modular expert systems allow parallel process units to be easily controlled.",B01J 19/00; G05B 13/02; G06F 9/44,E.I. DU PONT DE NEMOURS AND COMPANY,"SKEIRIK, Richard, D.","333,536 05.04.1989 US",CA-2030552; EP-1990906564
EP12176140,91300513,23.01.1991,0439342,31.07.1991,EP,METHOD OF OPERATING AN EXPERT SYSTEM AND COMPUTER SYSTEMS THEREFOR,"A rule-based expert system includes a facility for determining a recent previous consistent state of execution after a change is made to a rule or variable. Several queues contain state history information of an inference engine. When changes are made to a rule or variable, these history queues are examined to determine a recent consistent state. If the current state is inconsistent due to the change, the user can be informed that the system is now in an inconsistent state. <IMAGE>",G06F 11/28; G06F 9/44; G06F 11/36; G06N 5/04,INTERNATIONAL BUSINESS MACHINES CORPORATION,"HAYES, RAYMOND R.; HSIEH, LO",47086590 26.01.1990 US,
WO1999053423,PCT/US1999/008231,14.04.1999,WO/1999/053423,21.10.1999,WO,EXPERT SYSTEM FOR ANALYSIS OF DNA SEQUENCING ELECTROPHEROGRAMS,"A method of analyzing DNA fragments separated electrophoretically is presented. The method includes the use of an expert system that interprets raw or preprocessed signal from the separation. The expert system can be used for real-time base-calling, or applied offline after data acquisition is complete. The expert system is directly applicable to all types of electrophoretic separation used for DNA sequencing, i.e. slab gel, capillary and microchip. Each lane of a multiplex system can consist of 1 to 4 (or even more) different fragment labels. The expert system may also be used with other base-coding schemes, such as those in which more than one base is labeled with a given dye, but the amount of label is different for each base. When the presently disclosed method is applied to DNA sequencing, the resulting interpretation comprises a DNA base sequence with numerical confidences assigned to each base. By use of the presently disclosed method the degree of automation of data processing in high-throughput DNA sequencing is improved, as is the quality of the results.",G06F 17/30,NORTHEASTERN UNIVERSITY,"MILLER, Arthur, W.; KARGER, Barry, L.","60/081,990 16.04.1998 US",CA-2328881; EP-1999917519
