Time:,20.04.2020 22:11:19,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
EP219726653,17169689,05.05.2017,3330901,06.06.2018,EP,TRAINING INDUCTIVE LOGIC PROGRAMMING ENHANCED DEEP BELIEF NETWORK MODELS FOR DISCRETE OPTIMIZATION,"System and method for training inductive logic programming enhanced deep belief network models for discrete optimization are disclosed. The system initializes (i) a dataset comprising values and (ii) a pre-defined threshold, partitions the values into a first set and a second set based on the pre-defined threshold. Using Inductive Logic Programming (ILP) engine and a domain knowledge associated with the dataset, a machine learning model is constructed on the first set and the second set to obtain Boolean features, and using the Boolean features that are being appended to the dataset, a deep belief network (DBN) model is trained to identify an optimal set of values between the first set and the second set. Using the trained DBN model, the optimal set of values are sampled to generate samples. The pre-defined threshold is adjusted based on the generated samples, and the steps are repeated to obtain optimal samples.",G06N 3/08; G06N 3/04; G06N 5/02,TATA CONSULTANCY SERVICES LTD,SAIKIA SARMIMALA; VIG LOVEKESH; SHROFF GAUTAM; AGARWAL PUNEET; RAWAT RICHA; SRINIVASAN ASHWIN,201621041570 05.12.2016 IN,
WO2015103520,PCT/US2015/010114,05.01.2015,WO/2015/103520,09.07.2015,WO,DISTRIBUTED TRAINING OF A MACHINE LEARNING MODEL TO DETECT NETWORK ATTACKS IN A COMPUTER NETWORK,"Training method to train machine learning model (e.g., neural network) used to identify attacks in a network (e.g., denial of service). A first data set is received by a network device that is indicative of the statuses of a plurality of network devices when a type of network attack is not present. A second data set is also received that is indicative of the statuses of the plurality of network devices when the type of network attack is present. At least one of the plurality simulates the type of network attack by operating as an attacking node. A machine learning model is trained using the first and second data set to identify the type of network attack. A real network attack is then identified using the trained machine learning model. Application in Low Power and Lossy Networks.",H04L 12/24; H04L 29/06,"CISCO TECHNOLGY, INC.","VASSEUR, Jean-Philippe; CRUZ MOTA, Javier; DI PIETRO, Andrea","61/923,847 06.01.2014 US; 14/164,446 27.01.2014 US",EP-2015700405
WO2019017990,PCT/US2017/062222,17.11.2017,WO/2019/017990,24.01.2019,WO,LEARNING UNIFIED EMBEDDING,"A computer-implemented method for generating a unified machine learning model using a neural network on a data processing apparatus is described. The method includes the data processing apparatus determining respective learning targets for each of a plurality of object verticals. The data processing apparatus determines the respective learning targets based on two or more embedding outputs of the neural network. The method also includes the data processing apparatus training the neural network to identify data associated with each of the plurality of object verticals. The data processing apparatus trains the neural network using the respective learning targets and based on a first loss function. The data processing apparatus uses the neural network trained to generate a unified machine learning model, where the model is configured to identify particular data items associated with each of the plurality of object verticals.",G06N 3/08; G06N 3/04; G06K 9/62,GOOGLE LLC,"SONG, Yang; LI, Yuan; WU, Bo; CHEN, Chao-Yeh; ZHANG, Xiao; ADAM, Hartwig","62/533,535 17.07.2017 US",EP-2017812137; CN-201780089483.9
WO2020028440,PCT/US2019/044250,30.07.2019,WO/2020/028440,06.02.2020,WO,DETERMINING SUITABILITY OF MACHINE LEARNING MODELS FOR DATASETS,"An automated machine learning (""ML"") method may include training a first machine learning model using a first machine learning algorithm and a training data set; validating the first machine learning model using a validation data set, wherein validating the first machine learning model comprises generating an error data set; training a second machine learning model to predict a suitability of the first machine learning model for analyzing an inference data set, wherein the second machine learning model is trained using a second machine learning algorithm and the error data set; and triggering a remedial action associated with the first or second machine learning model in response to a predicted suitability of the first machine learning model for analyzing the inference data set not satisfying a suitability threshold.",G06N 3/08; G06N 20/00,"DATAROBOT, INC.","GHANTA, Sindhu; ROSELLI, Drew; TALAGALA, Nisha; SRIDHAR, Vinay; SUNDARARAMAN, Swaminathan; AMAR, Lior; KHERMOSH, Lior; RAMSUNDAR, Bharath; SUBRAMANIAN, Sriram","16/049,647 30.07.2018 US",
WO2007147166,PCT/US2007/071488,18.06.2007,WO/2007/147166,21.12.2007,WO,CONSILENCE OF DATA-MINING,"The present invention relates to an integrated framework providing dynamic discovery of knowledge (106), construction of predictive models (105), and decision support services (107). The framework can efficiently exploit dynamically changing data from distributed sources, and is scaleable over local and distributed processor environments. A priori background knowledge (101) is included to gain learning efficiency and to apply logical constraints to the learned models. Extended graphical models are generated by single or iterative uses of the framework, supporting a concentration of the most useful model components (105), and the development of multiple layers of model abstraction. Constructed virtual models can act as proxies for the data they represent, and can be used to build subsequent models on data that is not typically available as an integrated body. The system exploits information about cross-domain models to find information unifying relationships.",G05B 13/02; G06F 17/00; G06N 7/00; G06N 7/08,"QUANTUM LEAP RESEARCH, INC.; VAIDYANATHAN, Akhileswar Ganesh; FAULKNER, Eli T.; PERRY, Benjamin B.; ANGELINE, Peter J.; KALRA, Gunjan; KALLURKAR, Srikanth V.; SHEPHERD, David C.; HOLNESS, Gary F.; JOHNSON, Apperson H.","VAIDYANATHAN, Akhileswar Ganesh; FAULKNER, Eli T.; PERRY, Benjamin B.; ANGELINE, Peter J.; KALRA, Gunjan; KALLURKAR, Srikanth V.; SHEPHERD, David C.; HOLNESS, Gary F.; JOHNSON, Apperson H.","60/814,425 16.06.2006 US; 60/892,846 03.03.2007 US",
WO2008054052,PCT/KR2007/002568,28.05.2007,WO/2008/054052,08.05.2008,WO,"SYSTEM, METHOD AND PROGRAM FOR PHARMACOKINETIC PARAMETER PREDICTION OF PEPTIDE SEQUENCE BY MATHEMATICAL MODEL","The present invention relates to the system, method and program for the pharmacokinetic parameter prediction of peptide sequence by the mathematical model. The present invention is comprising the steps of acquiring a variety of peptide sequence having specific features by the experimental technique; acquiring, on the basis of the sequence, a variety of peptide sequences lacking the specific features; storing the acquired peptide sequences as each set respectively, followed by randomly extracting peptide sequences in the constant ratio to divide into a training set and a test set of mathematical model; allowing individual peptide sequence descriptor values and an activity value; training the set of training peptide by mathematical model; predicting pharmacokinetic parameter of the set of test peptide by the trained mathematical model; and validating the trained mathematical model. The present invention is useful because the pharmacokinetic parameter of peptide sequence, which are necessary for oral drug delivery, can be predicted in advance by not an experiment, but the program- storage medium, and cost and time can be reduced compared to an experiment as a result.",G06F 19/00,"INSILICOTECH CO., LTD.; KANG, Sang-Kee; KIM, Min-Kyung; KIM, Min-Kook; KIM, Jun-Hyoung; SHIN, Jae-Min; YUN, Cheol-Heui; RHEE, Ho-Kyoung; JUNG, Dong-Hyun; JUNG, Eun-Kyoung; CHOI, Seung-Hoon; CHOI, Yun-Jaie; CHOI, Jin-Huk","KANG, Sang-Kee; KIM, Min-Kyung; KIM, Min-Kook; KIM, Jun-Hyoung; SHIN, Jae-Min; YUN, Cheol-Heui; RHEE, Ho-Kyoung; JUNG, Dong-Hyun; JUNG, Eun-Kyoung; CHOI, Seung-Hoon; CHOI, Yun-Jaie; CHOI, Jin-Huk",10-2006-0108504 03.11.2006 KR; 10-2007-0000766 03.01.2007 KR; 10-2007-0008483 26.01.2007 KR,US-12513279
WO2014074841,PCT/US2013/069183,08.11.2013,WO/2014/074841,15.05.2014,WO,DETERMINING PREFERENTIAL DEVICE BEHAVIOR,"Systems, methods and computer program products are disclosed for machine learning to determine preferential device behavior. In some implementations, a server receives inputs, including attributes from a client device, crowd-sourced data from a number of other devices and a priori knowledge. The server includes a concept engine that applies machine-learning process to the inputs. The output of the machine learning process is transported to the client device. At the client device, a client engine associates attributes observed at the device to the machine learning output to determine a user profile. Applications may access the user profile to determine preferential device behavior, such as provide targeted information to the user or take action on the device that is personalized to the user of the device.",G06N 99/00,APPLE INC.,"MARTI, Lukas M.; HUANG, Ronald Keryuan; MA, Shannon M.","61/724,861 09.11.2012 US; 13/783,195 01.03.2013 US",
WO2017203262,PCT/GB2017/051481,25.05.2017,WO/2017/203262,30.11.2017,WO,METHOD AND SYSTEM FOR PREDICTING GARMENT ATTRIBUTES USING DEEP LEARNING,"There is provided a computer implemented method for predicting garment or accessory attributes using deep learning techniques, comprising the steps of: (i) receiving and storing one or more digital image datasets including images of garments or accessories; (ii) training a deep model for garment or accessory attribute identification, using the stored one or more digital image datasets, by configuring a deep neural network model to predict (a) multiple-class discrete attributes; (b) binary discrete attributes, and (c ) continuous attributes, (iii) receiving one or more digital images of a garment or an accessory, and (iv) extracting attributes of the garment or the accessory from the one or more received digital images using the trained deep model for garment or accessory attribute identification. A related system is also provided.",G06K 9/00; G06K 9/46; G06K 9/62,METAIL LIMITED,"CHEN, Yu; SHANKAR, Sukrit; DOWNING, Jim; TOWNSEND, Joe; ROBERTSON, Duncan; ADEYOOLA, Tom",1609245.4 25.05.2016 GB; 1620670.8 05.12.2016 GB; 1702930.7 23.02.2017 GB,EP-2017734807
WO2019178665,PCT/CA2018/050351,23.03.2018,WO/2019/178665,26.09.2019,WO,MACHINE LEARNING INFERENCE ROUTING,"According to embodiments described in the specification, an exemplary method and a system including a server is provided for performing a session handshake with an electronic device, receiving an intervention request and contextual data parameters from the electronic device, activating a subset of data sets and at least one Machine Learning (ML) container from a graph data structure maintained by the server, adjusting weight data parameters of the activated data sets, routing the activated data sets to the activated ML container or containers to generate a ML inference or inferences, and providing a notification of the result of the intervention request based on the generated ML inference or inferences.",G06F 15/18; H04L 12/16,FLYBITS INC.,"RAHNAMA, Hossein",,CA-3027916
WO2015103514,PCT/US2015/010106,05.01.2015,WO/2015/103514,09.07.2015,WO,DISTRIBUTED TRAINING OF A MACHINE LEARNING MODEL USED TO DETECT NETWORK ATTACKS,"A machine learning model is to be trained by a plurality of devices in a network. A set of training devices are identified, with each of the training devices having a local set of training data. An instruction is then sent to each of the training devices that is configured to cause a training device to receive model parameters from a first training device in the set, use the parameters with at least a portion of the local set of training data to generate new model parameters, and forward the new model parameters to a second training device in the set. Model parameters from the training devices are also received that have been trained using a global set of training data that includes the local sets of training data on the training devices. Machine learning (e.g., artificial neural networks) is used to detect attacks on networks (e.g., DoS, Denial of service in Low Power and Lossy Network, LLN).",H04L 29/06; H04L 12/24,"CISCO TECHNOLOGY, INC.","CRUZ MOTA, Javier; VASSEUR, Jean-Philippe; DI PIETRO, Andrea","61/923,847 06.01.2014 US; 14/164,456 27.01.2014 US",EP-2015701265
WO2018208813,PCT/US2018/031645,08.05.2018,WO/2018/208813,15.11.2018,WO,DEEP ADAPTIVE SEMANTIC LOGIC NETWORK,"An artificial intelligence engine that has two or more modules cooperating with each other in order to create one or more machine learning models that use an adaptive semantic learning for knowledge representations and reasoning. The modules cause encoding the representations and reasoning from one or more sources in a particular field with terminology used by one or more human sources in that field into a set of rules that act as constraints and that are graphed into a neural network understandable by a first machine learning model, and then ii) adapting an interpretation of that set of encoded rules. The understanding of that set of encoded rules is adapted by i) allowing for semantically similar terms and ii) by conclusions derived from training data, to create an understanding of that set of encoded rules utilized by the machine learning model and the Al engine.",G06F 15/18,SRI INTERNATIONAL,"BYRNES, John; ROHWER, Richard","62/503,809 09.05.2017 US",EP-2018798256
WO2004027705,PCT/US2003/022678,21.07.2003,WO/2004/027705,01.04.2004,WO,ADAPTIVE PROBLEM DETERMINATION AND RECOVERY IN A COMPUTER SYSTEM,"A method, computer program product, and data processing system for recognizing, tracing, diagnosing, and repairing problems in an autonomic computing system (400) is disclosed. Rules and courses of actions (704) to follow in logging data, in diagnosing faults (or threats of faults), and in treating faults (or threats of faults) are formulated using an adaptive inference and action system (710). The adaptive inference and action system (710) includes techniques for conflict resolution that generate, prioritize, modify, and remove rules (704) based on environment-specific information, accumulated time-sensitive data, actions taken, and the effectiveness of those actions. Thus, the present invention enables a dynamic, autonomic computing system (400) to formulate its own strategy for self-administration, even in the face of changes in the configuration of the system (400).",G06N 5/00; H02H 3/05; H03K 19/003; H04B 1/74; H04L 1/22; H05K 10/00,INTERNATIONAL BUSINESS MACHINES CORPORATION,"CHAN, Hoi; DAS, Rajarshi; KEPHART, Jeffrey; SEGAL, Alla","10/252,979 20.09.2002 US",CN-03821448.2; KR-1020057004736; JP-2004537625
EP278936911,18823086,26.06.2018,3579227,11.12.2019,EP,VOICE WAKE-UP METHOD AND DEVICE AND ELECTRONIC DEVICE,"A voice wake-up method and device, and an electronic device are provided. The voice wake-up method comprises: using a voice wake-up model comprising a deep neural network and a connectionist time classifier to implement voice wake-up, wherein the voice wake-up model can be obtained by training with general voice data.",G10L 15/06; G10L 15/08; G10L 15/16,ALIBABA GROUP HOLDING LTD,WANG ZHIMING; ZHOU JUN; LI XIAOLONG,201710514348 29.06.2017 CN; 2018092899 26.06.2018 CN,
WO2015058044,PCT/US2014/061063,17.10.2014,WO/2015/058044,23.04.2015,WO,METHOD AND SYSTEM FOR MACHINE LEARNING BASED ASSESSMENT OF FRACTIONAL FLOW RESERVE,"A method and system for determining fractional flow reserve (FFR) for a coronary artery stenosis of a patient is disclosed. In one embodiment, medical image data of the patient including the stenosis is received, a set of features for the stenosis is extracted from the medical image data of the patient, and an FFR value for the stenosis is determined based on the extracted set of features using a trained machine-learning based mapping. In another embodiment, a medical image of the patient including the stenosis of interest is received, image patches corresponding to the stenosis of interest and a coronary tree of the patient are detected, an FFR value for the stenosis of interest is determined using a trained deep neural network regressor applied directly to the detected image patches",A61B 6/00; G06F 19/00; G06T 7/00; G06T 7/20,SIEMENS HEALTHCARE GMBH,"SHARMA, Puneet; KAMEN, Ali; GEORGESCU, Bogdan; SAUER, Frank; COMANICIU, Dorin; ZHENG, Yefeng; NGUYEN, Hien; SINGH, Vivek Kumar","61/891,920 17.10.2013 US; 14/516,163 16.10.2014 US",EP-2014792953; CN-201480069085.7
WO2019033380,PCT/CN2017/097977,18.08.2017,WO/2019/033380,21.02.2019,WO,SLIMMING OF NEURAL NETWORKS IN MACHINE LEARNING ENVIRONMENTS,"A mechanism is described for facilitating slimming of neural networks in machine learning environments. A method of embodiments, as described herein, includes learning a first neural network associated with machine learning processes to be performed by a processor of a computing device, where learning includes analyzing a plurality of channels associated with one or more layers of the first neural network. The method may further include computing a plurality of scaling factors to be associated with the plurality of channels such that each channel is assigned a scaling factor, wherein each scaling factor to indicate relevance of a corresponding channel within the first neural network. The method may further include pruning the first neural network into a second neural network by removing one or more channels of the plurality of channels having low relevance as indicated by one or more scaling factors of the plurality of scaling factors assigned to the one or more channels.",G06N 3/08,"INTEL CORPORATION; YAN, Shoumeng; LI, Jianguo; LIU, Zhuang","YAN, Shoumeng; LI, Jianguo; LIU, Zhuang",,
EP14502209,05019965,14.09.2005,1638042,22.03.2006,EP,Mobile hybrid software router,"A hybrid router for dynamical control systems is described. The mobile hybrid software router (MHSR) combines distinctive computational and mathematical techniques, including evolutionary computation (EC), probabilistic simulations (PS), machine learning and artificial neural networks (A-NNs), in order to solve unique problems encountered in an unknown environment in real time. Embodied in intelligent mobile software agents (IMSAs), the MHSR operates within a multi-agent system (MAS) to continually optimize system operation. The MHSR is applied to several major complex system categories. In one embodiment of the system, the MHSR is implemented in hardware, including continuously programmable field programmable gate arrays (CP-FPGAs), for perpetually reconfigurable evolvable hardware operation. Whether in application-specific or multi-functional mode, the MHSR is useful to groups of agents in intelligent systems for adaptation to uncertain environments in order to perform self-organization capabilities.",G06N 3/08; G06N 5/00,SOLOMON NEAL E,SOLOMON NEAL E,05019965 14.09.2005 EP,
WO2019197890,PCT/IB2018/056304,21.08.2018,WO/2019/197890,17.10.2019,WO,METHOD AND SYSTEM FOR DETERMINING TOTAL COUNT OF RED BLOOD CELLS IN PERIPHERAL BLOOD SMEAR,"The present disclosure relates to a method and system for determining Total Count (TC) of RBCs in a Peripheral Blood Smear (PBS). The system receives a plurality of images from the monolayer of the PBS. Further, the system extracts, segments and identifies RBCs in each of the plurality of images using deep learning models. The system computes a value of each variable of a set of variables for each of the plurality of images. The set of variables includes foreground non-pallor area, density of RBCs, cell count, cell count ratio, foreground area and foreground hole-filled area. Furthermore, the system computes statistical parameters for each variable, over the plurality of images. The statistical parameters are provided as an input to supervised learning model, to determine TC of RBCs. Thus, the TC estimation system provides an efficient and robust method for estimating TC of RBCs using plurality of images of the PBS.",G01N 15/14; G01N 33/72,SIGTUPLE TECHNOLOGIES PRIVATE LIMITED,"MUNDHRA, Dheeraj; SHARMA, Himanshu; POTADAR, Shreepad; CHELUVARAJU, Bharath; DASTIDAR, Tathagato Rai",201841013568 09.04.2018 IN,
WO2019094092,PCT/US2018/048668,30.08.2018,WO/2019/094092,16.05.2019,WO,INCOGNITO MODE FOR PERSONALIZED MACHINE-LEARNED MODELS,"The present disclosure provides systems and methods for on-device machine learning. In particular, the present disclosure is directed to an on-device machine learning platform and associated techniques that enable on-device prediction, training, example collection, and/or other machine learning tasks or functionality. The on-device machine learning platform can include a mode controller that allows a user to provide data input indicating whether to operate one or more applications on the device in a first collection mode (e.g., permission mode) for storing training examples, or a second collection mode for (e.g., incognito mode) for not storing training examples. The training examples can be generated based on user interaction with the one or more applications and used to personalize one or more machine-learned models used by the application(s) by retraining the models using the user-specific training examples.",G06N 99/00; G06F 9/46,GOOGLE LLC,"FEUZ, Sandro; CARBUNE, Victor","15/805,484 07.11.2017 US",CN-201880044313.3; EP-2018762218
WO2019191649,PCT/US2019/024942,29.03.2019,WO/2019/191649,03.10.2019,WO,METHODS AND SYSTEMS FOR ANALYZING MICROBIOTA,"Systems, media, methods, and kits disclosed herein can be used to analyze human microbiota for the detection of a condition (e.g., a disease or condition). Further, the systems, media, methods, and kits disclosed herein can utilize machine learning algorithms to analyze samples with high accuracy. In an aspect, a classifier capable of distinguishing a population of subjects based on microbiome composition may comprise: a plurality of microbiome-associated features associated with two or more classes of subjects inputted into a machine learning model, wherein the features comprise the microbiome species and abundance of microbiome elements, wherein the features are derived from a taxonomic community composition analysis of a cell-free nucleic acid sample in a population of subjects; wherein the features contribute to a classifier sensitivity of greater than 50% and a classifier specificity of greater than 85% to distinguish the population of subjects into two or more classes.",G06F 19/00; G06F 19/28,"FREENOME HOLDINGS, INC.","LIU, Yaping; DELUBAC, Daniel; HAQUE, Imran S.","62/650,156 29.03.2018 US",
WO2019080987,PCT/EP2017/076964,23.10.2017,WO/2019/080987,02.05.2019,WO,END-TO-END LEARNING IN COMMUNICATION SYSTEMS,"This specification relates to end-to-end learning in communication systems and describes: organising a plurality of transmitter neutral networks and a plurality of receiver neural networks into a plurality of transmitter-receiver neural network pairs, wherein a transmitter-receiver neural network pair is defined for each of a plurality of subcarrier frequency bands of a multi-carrier transmission system; arranging a plurality of symbols of the multi-carrier transmission system into a plurality of transmit blocks; mapping each of said transmit blocks to one of the transmitter-receiver neural network pairs; transmitting each symbol using the mapped transmitter-receiver neural network pair; and training at least some weights of the transmit and receive neural networks using a loss function for each transmitter-receiver neural network pair.",G06N 3/02; G06N 3/04; H04L 5/00; H04L 25/03; G06N 3/10,NOKIA TECHNOLOGIES OY,"HOYDIS, Jakob",,
EP238117512,18190185,22.08.2018,3447701,27.02.2019,EP,AUTOMATED SELF-HEALING OF A COMPUTING PROCESS,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for receiving training data for multiple datasets that include information about a computing process. The training data is received at a computing system that includes a data manager, a data classifier, and a machine learning (ML) system. The data classifier annotates the training data as being associated with a particular dataset and as being descriptive of computing processes executed to perform transactions. The ML system receives the annotated training data and data about a transaction operation of the system, trains a predictive model to generate prediction data that indicates a runtime condition of the system, and provides the prediction data to a process automation module of the system. The module executes process automation scripts to remediate the computing process, where the computing process is executed by the system to perform the real-time transaction operation.",G06Q 20/00; G06N 3/08; G06N 99/00,ACCENTURE GLOBAL SOLUTIONS LTD,SHARMA SUNIL; PALEM RAJENDRA VENKATA; AGARWAL AMIT,201711030005 24.08.2017 IN,
EP281666240,19185108,09.07.2019,3594866,15.01.2020,EP,METHOD AND SYSTEM FOR GENERATION OF HYBRID LEARNING TECHNIQUES,,G06N 20/20; G06N 3/04; G06N 3/08; G06N 5/00; G06N 5/04,TATA CONSULTANCY SERVICES LTD,UKIL ARIJIT; BANDYOPADHYAY SOMA; MALHOTRA PANKAJ; PAL ARPAN; VIG LOVEKESH; SHROFF GAUTAM; BOSE TULIKA; SAHU ISHAN; MUKHERJEE AYAN,201821025625 09.07.2018 IN,
WO2020072758,PCT/US2019/054469,03.10.2019,WO/2020/072758,09.04.2020,WO,SYSTEM AND METHODS FOR TRAINING AND EMPLOYING MACHINE LEARNING MODELS FOR UNIQUE STRING GENERATION AND PREDICTION,"Systems and methods for generating strings based on a seed string are disclosed. Machine learning models are trained using domain- specific training data. Random walk models are derived from the trained machine learning models. A seed string is input into each of the random walk models, and each of the random walk models iteratively generate one or more next characters for the seed string to generate at least one term from each of the random walk models. A predicted class for the at least one term generated by each of the random walk models can be determined, and a ranked order for the at least one term generated by each of the random walk models with the predicted classes can be output to a graphical user interface.",G06F 15/16; G06F 17/27; G06Q 50/18,"CAMELOT UK BIDCO LIMITED; MISHRA, Akanksha","MISHRA, Akanksha; KEYNGNAERT, Peter; WAERNIERS, Jan; SMET, Ann","62/740,820 03.10.2018 US",
EP77334020,11188592,10.11.2011,2592420,15.05.2013,EP,Method and use of metabolic compounds for diagnosing stroke,"The present invention provides a method for diagnosing stroke (cerebrovascular accident) in patients by using, in a metabolomics approach, a plurality of at least two metabolic compounds being specific for stroke. Suitable metabolites are provided from the group of acylcarnitines, oxysterols, amino acids, biogenic amines, phosphatidyl and lysophosphatidylcholines, and bile acids.",G01N 33/68; G01N 33/92; G01N 33/94; G06F 19/00,INFANDX AG,IGWE EMEKA I; DEIGNER HANS-PETER; DALLMANN GUIDO; FRIEDRICH TORBEN; WITTE OTTO,11188592 10.11.2011 EP,
