Time:,21.04.2020 01:27:34,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2019213221,PCT/US2019/030149,01.05.2019,WO/2019/213221,07.11.2019,WO,MACHINE LEARNING-BASED DIAGNOSTIC CLASSIFIER,"Systems and methods for utilizing machine learning to generate a trans-diagnostic classifier that is operative to concurrently diagnose a plurality of different mental health disorders using a single trans-diagnostic questionnaire that includes a plurality of questions (e.g., 17 questions). Machine learning techniques are used to process labeled training data to build statistical models that include trans-diagnostic item-level questions as features to create a screen to classify groups of subjects as either healthy or as possibly having a mental health disorder. A subset of questions are selected from the multiple self-administered mental health questionnaires and used to autonomously screen subjects across multiple mental health disorders without physician involvement, optionally remotely and repeatedly, in a short amount of time.",A61B 5/00,"BLACKTHORN THERAPEUTICS, INC.","MELLEM, Monika, Sharma; LIU, Yuelu; AHAMMAD, Parvez; GONZALEZ CABEZAS, Humberto, Andres; MARTIN, William, J.; GERSBERG, Pablo, Christian","62/665,243 01.05.2018 US",
WO2019200410,PCT/US2019/027565,15.04.2019,WO/2019/200410,17.10.2019,WO,MACHINE LEARNING IMPLEMENTATION FOR MULTI-ANALYTE ASSAY OF BIOLOGICAL SAMPLES,"Systems and methods that analyze blood-based cancer diagnostic tests using multiple classes of molecules are described. The system uses machine learning (ML) to analyze multiple analytes, for example cell-free DNA, cell-free microRNA, and circulating proteins, from a biological sample. The system can use multiple assays, e.g., whole-genome sequencing, whole-genome bisulfite sequencing or EM-seq, small-RNA sequencing, and quantitative immunoassay. This can increase the sensitivity and specificity of diagnostics by exploiting independent information between signals. During operation, the system receives a biological sample, and separates a plurality of molecule classes from the sample. For a plurality of assays, the system identifies feature sets to input to a machine learning model. The system performs an assay on each molecule class and forms a feature vector from the measured values. The system inputs the feature vector into the machine learning model and obtains an output classification of whether the sample has a specified property.",G06N 5/04; G06N 20/10,"FREENOME HOLDINGS, INC.","DRAKE, Adam; DELUBAC, Daniel; NIEHAUS, Katherine; ARIAZI, Eric; HAQUE, Imran; LIU, Tzu-Yu; WAN, Nathan; KANNAN, Ajay; WHITE, Brandon","62/657,602 13.04.2018 US; 62/679,587 01.06.2018 US; 62/679,641 01.06.2018 US; 62/731,557 14.09.2018 US; 62/742,799 08.10.2018 US; 62/749,955 24.10.2018 US; 62/767,435 14.11.2018 US; 62/767,369 14.11.2018 US; 62/804,614 12.02.2019 US; 62/824,709 27.03.2019 US",
WO2019113648,PCT/AU2018/051340,14.12.2018,WO/2019/113648,20.06.2019,WO,"USER CUSTOMISED SEARCH ENGINE USING MACHINE LEARNING, NATURAL LANGUAGE PROCESSING AND READABILITY ANALYSIS","A computer implemented method, computerised system and computer readable recording medium are disclosed. In one aspect, the computer implemented method comprises steps of: generating an index of electronic objects, comprising steps of: performing, upon each electronic object, natural language processing, using a natural language processor, and readability analysis, using a readability analyser, to generate natural language processing data and a readability score for the respective object; and storing in the index, for each electronic object, electronic object data indicative of the electronic object and associated meta-data indicative of the natural language processing data and the readability score; receiving, from a user operating a user processing system, a request to perform a search of the index, wherein the request has associated therewith input data; performing, upon the input data, natural language processing, using the natural language processor to generate natural language processing data and a readability range for the input data; searching, using a search engine, the index based upon the readability range and the natural language processing data for the input data, to determine a plurality of correlated electronic objects; generating, using a ranking engine, a ranked list of the plurality of correlated electronic objects based on a correlation level for each of the plurality of electronic objects and a machine learned rating generated by a machine learned rating prediction system trained according to a profile associated with the user, the profile being indicative of natural language processing data generated, by the natural language processor, based on previous search requests received from the user and performed by the search engine; and transferring, to the user processing system, search results indicative of at least a portion of the ranked list of the plurality of correlated electronic objects.",G06F 16/332; G06F 16/33; G06F 16/9032; G06F 17/27,INQUISITIVE PTY LIMITED,"POWER, Timothy; TOMES, Luke; LANE, Mitchell",2017905009 14.12.2017 AU,
WO2006007633,PCT/AU2005/001037,18.07.2005,WO/2006/007633,26.01.2006,WO,DATA MINING UNLEARNABLE DATA SETS,"This invention concerns data mining, that is the extraction of information, from “unlearnable” data sets. In particular it concerns apparatus and a method for this purpose. The invention involves creating a finite training sample from the data set (14). Then training (50) a learning device (32) using a supervised learning algorithm to predict labels for each item of the training sample. Then processing other data from the data set with the trained learning device to predict labels and determining whether the predicted labels are better (learnable) or worse (anti-learnable) than random guessing (52). And, using a reverser (34) to apply negative weighting to the predicted labels if it is worse (anti-learnable) (54).",G06K 9/00; G06F 17/00,"NATIONAL ICT AUSTRALIA LIMITED; KOWALCZYK, Adam; SMOLA, Alex; SOON ONG, Cheng; CHAPELLE, Olivier","KOWALCZYK, Adam; SMOLA, Alex; SOON ONG, Cheng; CHAPELLE, Olivier",2004903944 16.07.2004 AU,AU-2005263171; US-11572193
WO2019165388,PCT/US2019/019466,25.02.2019,WO/2019/165388,29.08.2019,WO,SYSTEM FOR DISCOVERING HIDDEN CORRELATION RELATIONSHIPS FOR RISK ANALYSIS USING GRAPH-BASED MACHINE LEARNING,"A system, method, and computer readable device that detects hidden correlation relationships among entities, such as companies and/or individuals is presented. A dataset that corresponds to a predefined set of correlation relationships of these companies and/or individuals may be collected. The dataset may be stored in a graph database and a machine learning system may be built using features computed from the graph database. At least a new pair of companies or a new pair of an individual and a company may be evaluated. The system, method, and/or computer readable device may determine whether a hidden correlation relationship exists between them.",G06F 17/30; G06F 19/20; G06F 19/24; G06F 21/31; G06F 21/45,"GRAPHEN, INC.","CHENG, Lishui; LIN, Ching-Yung; LU, Jie; LO-TIEN YEH, Danny","62/634,883 25.02.2018 US",
WO2007147166,PCT/US2007/071488,18.06.2007,WO/2007/147166,21.12.2007,WO,CONSILENCE OF DATA-MINING,"The present invention relates to an integrated framework providing dynamic discovery of knowledge (106), construction of predictive models (105), and decision support services (107). The framework can efficiently exploit dynamically changing data from distributed sources, and is scaleable over local and distributed processor environments. A priori background knowledge (101) is included to gain learning efficiency and to apply logical constraints to the learned models. Extended graphical models are generated by single or iterative uses of the framework, supporting a concentration of the most useful model components (105), and the development of multiple layers of model abstraction. Constructed virtual models can act as proxies for the data they represent, and can be used to build subsequent models on data that is not typically available as an integrated body. The system exploits information about cross-domain models to find information unifying relationships.",G05B 13/02; G06F 17/00; G06N 7/00; G06N 7/08,"QUANTUM LEAP RESEARCH, INC.; VAIDYANATHAN, Akhileswar Ganesh; FAULKNER, Eli T.; PERRY, Benjamin B.; ANGELINE, Peter J.; KALRA, Gunjan; KALLURKAR, Srikanth V.; SHEPHERD, David C.; HOLNESS, Gary F.; JOHNSON, Apperson H.","VAIDYANATHAN, Akhileswar Ganesh; FAULKNER, Eli T.; PERRY, Benjamin B.; ANGELINE, Peter J.; KALRA, Gunjan; KALLURKAR, Srikanth V.; SHEPHERD, David C.; HOLNESS, Gary F.; JOHNSON, Apperson H.","60/814,425 16.06.2006 US; 60/892,846 03.03.2007 US",
WO2018039011,PCT/US2017/047247,17.08.2017,WO/2018/039011,01.03.2018,WO,ASYCHRONOUS TRAINING OF MACHINE LEARNING MODEL,"Various implementations relate to asynchronous training of a machine learning model. A server receives feedback data generated by training the machine learning model from a worker. The feedback data are obtained by the worker with its own training data and are associated with previous values of a set of parameters of the machine learning model at the worker. The server determines differences between the previous values and current values of the set of parameters at the server. The current value may have been updated for once or more due to operation of other workers. Then, the server can update the current values of the set of parameters based on the feedback data and the differences between values of the set of parameters. Thus, the updating does not only take the training result of each worker into consideration but also makes proper compensation for delay between different workers.",G06N 3/08; G06N 3/04,"MICROSOFT TECHNOLOGY LICENSING, LLC","WANG, Taifeng; CHEN, Wei; LIU, Tie-Yan; GAO, Fei; YE, Qiwei",201610730381.8 25.08.2016 CN,EP-2017758721
WO2019071098,PCT/US2018/054562,05.10.2018,WO/2019/071098,11.04.2019,WO,METHODS FOR PREDICTING OR DETECTING DISEASE,"The invention provides methods that use machine learning to discover within clinical data patterns that are predictive of disease. Clinical data from across a population is provided as input to a machine learning system. The autonomous machine learning system discovers associations in data from a plurality of data sources obtained from a population and correlates the associations to health status of patients in the population. The methods may further include providing patient data from an individual; and predicting, by the machine learning system, a health state for the individual when the patient data presents one or more of the discovered associations.",G06N 99/00,"IQUITY, INC.","SPURLOCK, Charles, Floyd, III; POLK, Julia, B.","62/568,739 05.10.2017 US; 16/115,444 28.08.2018 US",
WO2019051077,PCT/US2018/049734,06.09.2018,WO/2019/051077,14.03.2019,WO,COOLING UNIT ENERGY OPTIMIZATION VIA SMART SUPPLY AIR TEMPERATURE SETPOINT CONTROL,"The present disclosure relates to a system for controlling a supply air temperature adjustment for a cooling unit to optimize operation of the cooling unit with respect to at least one of room air temperature and humidity requirements. The system uses a controller for implementing: a machine learning module configured to select which portion or portions of acquired data pertaining to operation of the cooling unit will be utilized; and a neural network model which uses information supplied by the machine learning module and learns an operational behavior of the cooling unit, and wherein the machine learning module performs supervised learning and regression for the neural network model, and wherein the neural network model uses information supplied by the machine learning module for generating an output. The controller also implements an optimization module which receives the output from the neural network model and which implements a global optimization routine, using unit power consumption of the cooling unit as the objective function, to produce a supply air temperature set point for use by the cooling unit which optimizes an operating parameter of the cooling unit.",H05K 7/20; G06N 3/08,VERTIV CORPORATION,"BRUNSTETTER, Craig A.","62/554,785 06.09.2017 US",
WO2018085756,PCT/US2017/060120,06.11.2017,WO/2018/085756,11.05.2018,WO,QUANTIFICATION FOR INVESTMENT VEHICLE MANAGEMENT AND INSURANCE PROCESS MANAGEMENT,"A system for investment vehicle quantification employing an advanced decision platform comprises a data retrieval module configured to retrieve investment related data. A predictive analytics module performs predictive analytics on investment data using investment specific and machine learning functions. A predictive simulation module performs predictive simulation functions on the investment data. An indexed global tile module retrieves geospatial and map overlay data, and serves as an interface for geospatial data requests. An interactive display module displays the results of predictive analytics and predictive simulation. A system, for insurance process management employing an advanced decision platform has been developed. A high speed data retrieval and storage module retrieves insurance related data from a plurality of sources. A predictive analytics module performs predictive analytics functions on normalized insurance related data. A predictive simulation module performs predictive simulation functions on normalized insurance related data. An interactive display module displays results of activity of the predictive analytics module and the predictive simulation module.",G06Q 10/06; G06Q 40/06; G06Q 40/08; G06N 5/00,"FRACTAL INDUSTRIES, INC.","CRABTREE, Jason; SELLERS, Andrew","15/376,657 13.12.2016 US; 15/343,209 04.11.2016 US",AU-2017355658; EP-2017867012
WO2018162945,PCT/IB2017/051276,05.03.2017,WO/2018/162945,13.09.2018,WO,INVESTMENT ANALYSIS USING EVENT DETECTION ON ALTERNATIVE DATA,"This research project represents a very unique way of performing investment analysis. The idea is to identify different types of market, financial, geo-political, social and economic events that could help identify the reasons behind speculations that lead to stock market fluctuations. The proposed framework is broken down into 3 phases. The first phase is responsible for data extraction from e-newspapers likes the economic times and business insider using information extraction techniques of web scraping, crawling and harvesting. It then involves knowledge representation and reasoning using methods like bag-of-words and TF-IDFs to store semantic data. The second phase is responsible for event detection using Topic Modeling algorithms like Latent Semantic Analysis (LSA) & Latent Dirichlet Allocation (LDA) and Entity Extraction and Chunking methods like Name Entity Recognition (NER). It then involves correlation and causation analytics to identify trends among events and stock markets by focusing on company portfolios. The third phase is real time visualization using interactive graphs that demonstrates the effects of trending events on stock markets.",G06Q 40/06; G06F 17/30,"SANYAL, Aniket","SANYAL, Aniket",PCT/IB2017/050317 05.03.2017 IB,
WO2019125653,PCT/US2018/060890,14.11.2018,WO/2019/125653,27.06.2019,WO,TRAINING A MACHINE LEARNING MODEL WITH DIGITAL AUDIO AND/OR VIDEO,Receive first context information (FCI) including entered in-field incident timeline information values from an in-field incident timeline application and a time associated with an entry of the FCI values. Access a mapping that maps in-field incident timeline information values to events having a pre-determined threshold confidence of occurring and identify an event associated with the received FCI. Determine a location associated with the entry of the FCI and a time period associated with the entry of the FCI. Access a camera location database and identify cameras that have a field of view including the location during the time period. Retrieve audio and/or video streams captured by the cameras during the time period. And provide the audio and/or video streams to machine learning training modules corresponding to machine learning models for detecting the event in and/or video streams for further training of the machine learning models.,G06N 3/08; G06N 20/20; G06N 20/00; G06K 9/00; G06K 9/62; G06F 16/78; G06N 7/00; H04N 7/18,"MOTOROLA SOLUTIONS, INC.","LAW, Daniel A.,; WICKRAMASURIYA, Jehan,","15/851,760 22.12.2017 US",
EP14502209,05019965,14.09.2005,1638042,22.03.2006,EP,Mobile hybrid software router,"A hybrid router for dynamical control systems is described. The mobile hybrid software router (MHSR) combines distinctive computational and mathematical techniques, including evolutionary computation (EC), probabilistic simulations (PS), machine learning and artificial neural networks (A-NNs), in order to solve unique problems encountered in an unknown environment in real time. Embodied in intelligent mobile software agents (IMSAs), the MHSR operates within a multi-agent system (MAS) to continually optimize system operation. The MHSR is applied to several major complex system categories. In one embodiment of the system, the MHSR is implemented in hardware, including continuously programmable field programmable gate arrays (CP-FPGAs), for perpetually reconfigurable evolvable hardware operation. Whether in application-specific or multi-functional mode, the MHSR is useful to groups of agents in intelligent systems for adaptation to uncertain environments in order to perform self-organization capabilities.",G06N 3/08; G06N 5/00,SOLOMON NEAL E,SOLOMON NEAL E,05019965 14.09.2005 EP,
WO2017222836,PCT/US2017/036875,09.06.2017,WO/2017/222836,28.12.2017,WO,PREDICTING PSYCHOMETRIC PROFILES FROM BEHAVIORAL DATA USING MACHINE-LEARNING WHILE MAINTAINING USER ANONYMITY,A method and system provides for: training at least one machine-learning method of predicting psychometric profiles of individual users in an online population based on automatically collected records of their online behavior; using the resulting predicted psychometric profiles and engagement data on users to learn an engagement model of likelihood of engaging with a stimulus based on psychometric dimensions; and using the engagement model on a population to determine audiences for the stimulus ranked according to predicted likelihood of engagement. The method and system are able to maintain anonymity of the users.,G06F 15/18,"PINPOINT PREDICTIVE, INC.","TUSCHMAN, Avi; ZAMIR, Evan, A.; HSU, Wei, Nan","62/352,705 21.06.2016 US",CN-201780038908.3; CA-3027129; JP-2018566555; EP-2017815933
WO2019079475,PCT/US2018/056320,17.10.2018,WO/2019/079475,25.04.2019,WO,MACHINE LEARNING BASED SYSTEM FOR IDENTIFYING AND MONITORING NEUROLOGICAL DISORDERS,"A system and methods of diagnosing and monitoring neurological disorders in a patient utilizing an artificial intelligence based system. The system may comprise a plurality of sensors, a collection of trained machine learning based diagnostic and monitoring tools, and an output device. The plurality of sensors may collect data relevant to neurological disorders. The trained diagnostic tool will learn to use the sensor data to assign risk assessments for various neurological disorders. The trained monitoring tool will track the development of a disorder over time and may be used to recommend or modify the administration of relevant treatments. The goal of the system is to render an accurate evaluation of the presence and severity of neurological disorders in a patient without requiring input from an expertly trained neurologist.",A61B 5/11,"RAO, Satish; WILDER, Matthew","RAO, Satish; WILDER, Matthew","62/573,622 17.10.2017 US; 16/162,711 17.10.2018 US",
