Time:,21.04.2020 00:51:32,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2019094606,PCT/US2018/059848,08.11.2018,WO/2019/094606,16.05.2019,WO,HYBRID SEED SELECTION AND SEED PORTFOLIO OPTIMIZATION BY FIELD,Techniques are provided for generating target success group of hybrid seeds for target fields include a server receiving agricultural data records that represent crop seed data describing seed and yield properties of hybrid seeds and first field geo-location data for agricultural fields where the hybrid seeds were planted. The server receives second geo-locations data for target fields where hybrid seeds are to be planted. The server generates a dataset of hybrid seed properties that include yield values and environmental classifications for hybrid seeds and then a dataset of success probability scores that describe the probability of a successful yield on the target fields based on the dataset of hybrid seed properties and the second geo-location data. The server generates target success yield group of hybrid seeds and probability of success values based on success probability scores and a yield threshold. The server causes display of the target success yield group.,A01B 79/00; A01C 7/10; G06N 5/04; G06N 7/00; G06Q 10/10,THE CLIMATE CORPORATION,"EHLMANN, Tonya S.; YANG, Xiao; JIANG, Dongming; BULL, Jason Kendrick; WIMBUSH, Samuel Alexander; XIE, Yao; REICH, Timothy","15/807,872 09.11.2017 US",
WO2017223560,PCT/US2017/039274,26.06.2017,WO/2017/223560,28.12.2017,WO,TOMOGRAPHIC IMAGE RECONSTRUCTION VIA MACHINE LEARNING,"Tomographic/tomosynthetic image reconstruction systems and methods in the framework of machine learning, such as deep learning, are provided. A machine learning algorithm can be used to obtain an improved tomographic image from raw data, processed data, or a preliminarily reconstructed intermediate image for biomedical imaging or any other imaging purpose. In certain cases, a single, conventional, non-deep-learning algorithm can be used on raw imaging data to obtain an initial image, and then a deep learning algorithm can be used on the initial image to obtain a final reconstructed image. All machine learning methods and systems for tomographic image reconstruction are covered, except for use of a single shallow network (three layers or less) for image reconstruction.",G06N 3/08; G06N 3/04; G06N 99/00; A61B 6/03; A61B 5/055; A61B 5/00,RENSSELAER POLYTECHNIC INSTITUTE,"WANG, Ge; CONG, Wenxiang; YANG, Qingsong","62/354,319 24.06.2016 US",
WO2010030794,PCT/US2009/056531,10.09.2009,WO/2010/030794,18.03.2010,WO,MACHINE LEARNING METHODS AND SYSTEMS FOR IDENTIFYING PATTERNS IN DATA,"Methods for training machines to categorize data, and/or recognize patterns in data, and machines and systems so trained. Variations of the invention relates to methods for training machines that include providing one or more training data samples encompassing one or more data classes, identifying patterns in the one or more training data samples, providing one or more data samples representing one or more unknown classes of data, identifying patterns in the one or more of the data samples of unknown class(es), and predicting one or more classes to which the data samples of unknown class(es) belong by comparing patterns identified in said one or more data samples of unknown class with patterns identified in said one or more training data samples. Support vector machines (SVMs) are also provided in which methods, features, software and processors utilize specialized methods to analyze data.",G06F 15/18,"DIGITAL INFUZION, INC.; VIRKAR, Hemant; STARK, Karen; BORGMAN, Jacob","VIRKAR, Hemant; STARK, Karen; BORGMAN, Jacob","61/095,731 10.09.2008 US",
WO2014200991,PCT/US2014/041695,10.06.2014,WO/2014/200991,18.12.2014,WO,"SYSTEM, METHOD AND COMPUTER READABLE MEDIUM FOR RAPID DNA IDENTIFICATION","An extremely efficient method and system for identifying an unknown DNA sample based on probabilistic data structures and machine learning techniques. The method and system can quickly and accurately determine a sample's most likely species, sub-species, or strain. The method and system can identify unknown DNA samples with high accuracy and efficiency (reduced time and resources) without requiring alignment. As such, the method and system is suited to develop innovative applications for, but not limited thereto, many clinical, agricultural, environmental and military/forensic scenarios where the rapid classification of DNA may be of critical utility.",C04B 20/00; G01N 33/50,"UNIVERSITY OF VIRGINIA PATENT FOUNDATION; LAYER, Ryan; QUINLAN, Aaron","LAYER, Ryan; QUINLAN, Aaron","61/833,137 10.06.2013 US",US-14896702; EP-2014810645
EP242162067,17210164,22.12.2017,3483620,15.05.2019,EP,AUTOMATED NONINVASIVE DETERMINING THE FERTILITY OF A BIRD'S EGG,"Shown herein is a method of automated noninvasive determining the fertility of a bird's egg (14), comprising the following steps: 
conveying a plurality of bird eggs (14) sequentially or in parallel into an NMR apparatus (18), 
subjecting the bird eggs (14) to an NMR measurement, such as to generate a 3-D NMR image of at least a part of each of said eggs (14), said 3-D NMR image having a spatial resolution in at least one dimension of 1.0 mm or less, preferably of 0.50 mm or less, wherein said part of the egg (14) includes the germinal disc of the respective egg (14), determining a prediction of the fertility according to at least one of the following two procedures: 
(i) deriving at least one feature from each of said 3-D NMR images, and employing said at least one feature in a feature-based classifier for determining a prediction of the fertility, and 
(ii) using a deep learning algorithm, and in particular a deep learning algorithm based on convolutional neural networks, generative adversarial networks, recurrent neural networks or long short-term memory networks.",G01R 33/483; G01N 33/08; G01N 33/483,TECHNISCHE UNIV MUENCHEN,GOMEZ PEDRO A; MOLINA-ROMERO MIGUEL; HAASE AXEL; SCHUSSER BENJAMIN; AIGNER MAXIMILLIAN; LAPARIDOU MARIA,17201373 13.11.2017 EP,
WO2018112514,PCT/AU2017/051388,14.12.2017,WO/2018/112514,28.06.2018,WO,DEEP LEARNING SYSTEMS AND METHODS FOR USE IN COMPUTER VISION,"A method and system for generating a compressed machine learning model is provided. The method includes providing a first set of training images to a first machine learning model to generate a first set of outputs; providing a second set of training images to a second machine learning model to generate a second set of outputs, wherein the second set of training images corresponds to the first set of training images at a lower resolution; and updating the second machine learning model according to a difference between the first and second sets of outputs to generate the compressed machine learning model.",G06N 3/08; G06T 1/20,QUEENSLAND UNIVERSITY OF TECHNOLOGY,"MCCOOL, Chris",2016905352 23.12.2016 AU,
WO2019092267,PCT/EP2018/081030,13.11.2018,WO/2019/092267,16.05.2019,WO,AUTOMATED NONINVASIVE DETERMINING THE FERTILITY OF A BIRD'S EGG,"Shown herein is a method of automated noninvasive determining the fertility of a bird's egg (14), comprising the following steps: conveying a plurality of bird eggs (14) sequentially or in parallel into an NMR apparatus (18), subjecting the bird eggs (14) to an NMR measurement, such as to generate a 3-D NMR image of at least a part of each of said eggs (14), said 3-D NMR image having a spatial resolution in at least one dimension of 1.0 mm or less, preferably of 0.50 mm or less, wherein said part of the egg (14) includes the germinal disc of the respective egg (14), determining a prediction of the fertility according to at least one of the following two procedures: (i) deriving at least one feature from each of said 3-D NMR images, and employing said at least one feature in a feature-based classifier for determining a prediction of the fertility, and (ii) using a deep learning algorithm, and in particular a deep learning algorithm based on convolutional neural networks, generative adversarial networks, recurrent neural networks or long short-term memory networks.",G01N 33/08; G01N 24/08; G01R 33/483,TECHNISCHE UNIVERSITÄT MÜNCHEN; ORBEM GMBH,"GOMEZ, Pedro A.; MOLINA-ROMERO, Miguel; HAASE, Axel; SCHUSSER, Benjamin; AIGNER, Maximilian; LAPARIDOU, Maria",17201373.2 13.11.2017 EP; 17210164.4 22.12.2017 EP,EP-2018796987
EP242162066,17201373,13.11.2017,3483619,15.05.2019,EP,AUTOMATED NONINVASIVE DETERMINING THE SEX OF AN EMBRYO OF AND THE FERTILITY OF A BIRD'S EGG,"Disclosed herein is a method of automated noninvasive determining the sex of an embryo of a bird's egg (14) as well as a corresponding apparatus. The method comprises the following steps: conveying a plurality of bird eggs (14) sequentially or in parallel into an NMR apparatus (18), subjecting the bird eggs (14) to an NMR measurement, to thereby determine, for each of said eggs (14), one or more NMR parameters associated with the egg (14) selected from the group consisting of a T1 relaxation time, a T2 relaxation time and a diffusion coefficient, forwarding said one or more NMR parameters, or parameters derived therefrom, to a classification module (38), said classification module (38) configured for determining, based on said one or more NMR parameters or parameters derived therefrom, a prediction of the sex of the embryo of the associated egg (14), and conveying said plurality of bird eggs (14) out of said NMR apparatus (18) and sorting the eggs (14) according to the sex prediction provided by said classification module (38).",G01R 33/483; G01N 33/08; G01N 33/483,TECHNISCHE UNIV MUENCHEN,HAASE AXEL; SCHUSSER BENJAMIN MICHAEL; MOLINA-ROMERO MIGUEL; GOMÉZ PEDRO A; AIGNER MAXIMILIAN; HUBER STEPHAN; JOOS ALEXANDER,17201373 13.11.2017 EP,
WO2000007113,PCT/SG1999/000067,06.07.1999,WO/2000/007113,10.02.2000,WO,AUTOMATIC FREEWAY INCIDENT DETECTION SYSTEM USING ARTIFICIAL NEURAL NETWORKS AND GENETIC ALGORITHMS,Design of a neural network for automatic detection of incidents on a freeway is described. A neural network is trained using a combination of both back-propagation and genetic algorithm-based methods for optimizing the design of the neural network. The back-propagation and genetic algorithm work together in a collaborative manner in the neural network design. The training starts with incremental learning based on the instantaneous error and the global total error is accumulated for batch updating at the end of the training data being presented to the neural network. The genetic algorithm directly evaluates the performance of multiple sets of neural networks in parallel and then use the analyzed results to breed new neural networks that tend to be better suited to the problems at hand.,G06N 3/08,"CET TECHNOLOGIES PTE LTD.; NG, Yew, Liam; NG, Kim, Chwee","NG, Yew, Liam; NG, Kim, Chwee",9802830-1 31.07.1998 SG,CN-99809212.6; US-09743992
WO2019092265,PCT/EP2018/081019,13.11.2018,WO/2019/092265,16.05.2019,WO,AUTOMATED NONINVASIVE DETERMINING THE SEX OF AN EMBRYO OF AND THE FERTILITY OF A BIRD'S EGG,"Disclosed herein is a method of automated noninvasive determining the sex of an embryo of a bird's egg (14) as well as a corresponding apparatus. The method comprises the following steps: conveying a plurality of bird eggs (14) sequentially or in parallel into an NMR apparatus (18), subjecting the bird eggs (14) to an NMR measurement, to thereby determine, for each of said eggs (14), one or more NMR parameters associated with the egg (14) selected from the group consisting of a Ti relaxation time, a T2 relaxation time and a diffusion coefficient, forwarding said one or more NMR parameters, or parameters derived therefrom, to a classification module (38), said classification module (38) configured for determining, based on said one or more NMR parameters or parameters derived therefrom, a prediction of the sex of the embryo of the associated egg (14), and conveying said plurality of bird eggs (14) out of said NMR apparatus (18) and sorting the eggs (14) according to the sex prediction provided by said classification module (38).",G01R 33/483; G01N 33/08; G01N 33/483,TECHNISCHE UNIVERSITÄT MÜNCHEN,"HAASE, Axel; SCHUSSER, Benjamin Michael; MOLINA-ROMERO, Miguel; GOMÉZ, Pedro A.; AIGNER, Maximilian; HUBER, Stephan; JOOS, Alexander",17201373.2 13.11.2017 EP,EP-2018796984
WO2019033055,PCT/US2018/046348,10.08.2018,WO/2019/033055,14.02.2019,WO,DEVELOPMENT OF COMPLEX AGRICULTURAL SIMULATION MODELS FROM LIMITED DATASETS,"A multi-step iterative process for simulating complex agricultural situations where limited sets of data are available for such problems first predicts an outcome for each situation in a particular dataset, using initial assumptions of an applied primary model. The process then uses the errors across these situations to identify where opportunities exist among relevant predictive variables for the model to make changes to a response to such predictor variables to reduce the errors when averaged across all situations. The process then develops a correction model to identify adjustments based on combinations of the predictive variables, and applies the adjustments to the primary model to induce an altered outcome.",G06N 5/00; G06F 17/50; G06F 15/18; A01G 7/00; A01D 91/00; G01N 33/00,"CLEARAG, INC.","MEWES, John; SALENTINY, Dustin","62/543,638 10.08.2017 US",
WO2020028440,PCT/US2019/044250,30.07.2019,WO/2020/028440,06.02.2020,WO,DETERMINING SUITABILITY OF MACHINE LEARNING MODELS FOR DATASETS,"An automated machine learning (""ML"") method may include training a first machine learning model using a first machine learning algorithm and a training data set; validating the first machine learning model using a validation data set, wherein validating the first machine learning model comprises generating an error data set; training a second machine learning model to predict a suitability of the first machine learning model for analyzing an inference data set, wherein the second machine learning model is trained using a second machine learning algorithm and the error data set; and triggering a remedial action associated with the first or second machine learning model in response to a predicted suitability of the first machine learning model for analyzing the inference data set not satisfying a suitability threshold.",G06N 3/08; G06N 20/00,"DATAROBOT, INC.","GHANTA, Sindhu; ROSELLI, Drew; TALAGALA, Nisha; SRIDHAR, Vinay; SUNDARARAMAN, Swaminathan; AMAR, Lior; KHERMOSH, Lior; RAMSUNDAR, Bharath; SUBRAMANIAN, Sriram","16/049,647 30.07.2018 US",
EP289049998,18200732,16.10.2018,3614308,26.02.2020,EP,JOINT DEEP LEARNING FOR LAND COVER AND LAND USE CLASSIFICATION,"Land cover (LC) and land use (LU) have commonly been classified separately from remotely sensed imagery, without considering the intrinsically hierarchical and nested relationships between them. A novel joint deep learning framework is proposed and demonstrated for LC and LU classification. The proposed Joint Deep Learning (JDL) model incorporates a multilayer perceptron (MLP) and convolutional neutral network (CNN), and is implemented via a Markov process involving iterative updating. In the JDL, LU classification conducted by the CNN is made conditional upon the LC probabilities predicted by the MLP. In turn, those LU probabilities together with the original imagery are re-used as inputs to the MLP to strengthen the spatial and spectral feature representation. This process of updating the MLP and CNN forms a joint distribution, where both LC and LU are classified simultaneously through iteration.",G06K 9/62,ORDNANCE SURVEY LTD,SARGENT ISABEL; ZHANG CE; ATKINSON PETER M,18190861 24.08.2018 EP,
WO2019094843,PCT/US2018/060205,09.11.2018,WO/2019/094843,16.05.2019,WO,SYSTEMS AND METHODS FOR SAFE AND RELIABLE AUTONOMOUS VEHICLES,"Autonomous driving is one of the world's most challenging computational problems. Very large amounts of data from cameras, RADARs, LIDARs, and HD-Maps must be processed to generate commands to control the car safely and comfortably in real-time. This challenging task requires a dedicated supercomputer that is energy-efficient and low-power, complex high-performance software, and breakthroughs in deep learning Al algorithms. To meet this task, the present technology provides advanced systems and methods that facilitate autonomous driving functionality, including a platform for autonomous driving Levels 3, 4, and/or 5. In preferred embodiments, the technology provides an end-to-end platform with a flexible architecture, including an architecture for autonomous vehicles that leverages computer vision and known ADAS techniques, providing diversity and redundancy, and meeting functional safety standards. The technology provides for a faster, more reliable, safer, energy-efficient and space- efficient System-on-a-Chip, which may be integrated into a flexible, expandable platform that enables a wide-range of autonomous vehicles, including cars, taxis, trucks, and buses, as well as watercraft and aircraft.",G05D 1/02; G06N 3/00; G06N 3/04; G06F 15/16; G05D 1/00; B60W 30/00,NVIDIA CORPORATION,"DITTY, Mike; HICOK, Gary; SWEEDLER, Jonathan; FARABET, Clement; YOUSUF, Mohammed, Abdulla; CHAN, T.Y.; GANAPATHI, Ram; SRINIVASAN, Ashok; TRUOG, Mike; GREB, Karl; MATHIESON, John; NISTER, David; FLORY, Kevin; PERRIN, Daniel; HETTENA, Dan","62/584,549 10.11.2017 US",
WO2017129940,PCT/GB2017/000013,30.01.2017,WO/2017/129940,03.08.2017,WO,SYSTEM AND METHOD FOR EARTH OBSERVATION AND ANALYSIS,"A process for Earth observation and analysis by pre-processing remote sensing images which may be from sources including MODIS, Proba-V, Landsat and/or Sentinel or any other space-borne or airborne sensor. Filtering the images by applying a temporal signal processing filter to a time series of remote sensing images and extracting descriptive statistics from image pixels of the remote sensing images to create input X parameters for use in a machine learning process. Applying the machine learning process to create a model which determines how the input X-parameter values map to the range of possible Y-parameter values in a way that improves RAM allocation and parallelizing in the software and processors during the machine learning process. Applying the output from machine learning to a potentially new Area of Interest to determine or predict Y-values for the known X-values using data scoring. Generating calibrated output images corresponding to the specific regions defining the Areas of Interest.",G06T 1/20; G06K 9/00; G06T 1/60; G06T 7/11,GLOBAL SURFACE INTELLIGENCE LIMITED,"TYBURSKI, Matthew; DOUGLAS, Nigel Grant; MINES, Martin",1601660.2 29.01.2016 GB,EP-2017708871; US-16072689; AU-2017211495
EP14502209,05019965,14.09.2005,1638042,22.03.2006,EP,Mobile hybrid software router,"A hybrid router for dynamical control systems is described. The mobile hybrid software router (MHSR) combines distinctive computational and mathematical techniques, including evolutionary computation (EC), probabilistic simulations (PS), machine learning and artificial neural networks (A-NNs), in order to solve unique problems encountered in an unknown environment in real time. Embodied in intelligent mobile software agents (IMSAs), the MHSR operates within a multi-agent system (MAS) to continually optimize system operation. The MHSR is applied to several major complex system categories. In one embodiment of the system, the MHSR is implemented in hardware, including continuously programmable field programmable gate arrays (CP-FPGAs), for perpetually reconfigurable evolvable hardware operation. Whether in application-specific or multi-functional mode, the MHSR is useful to groups of agents in intelligent systems for adaptation to uncertain environments in order to perform self-organization capabilities.",G06N 3/08; G06N 5/00,SOLOMON NEAL E,SOLOMON NEAL E,05019965 14.09.2005 EP,
WO2019081979,PCT/IB2018/001318,18.10.2018,WO/2019/081979,02.05.2019,WO,SEQUENCE-TO-SEQUENCE PREDICTION USING A NEURAL NETWORK MODEL,"A method for sequence-to-sequence prediction using a neural network model includes a method for sequence-to-sequence prediction using a neural network model, generating an encoded representation based on an input sequence using an encoder of the neural network model, predicting a fertility sequence based on the input sequence, generating an output template based on the input sequence and the fertility sequence, and predicting an output sequence based on the encoded representation and the output template using a decoder of the neural network model. The neural network model includes a plurality of model parameters learned according to a machine learning process. Each item of the fertility sequence includes a fertility count associated with a corresponding item of the input sequence.",G06N 3/04; G06N 3/08; G06F 17/28,"SALESFORCE.COM, INC.","BRADBURY, James Edward Kahn; GU, Jiatao","62/578,375 27.10.2017 US; 15/885,576 31.01.2018 US",
WO2019068073,PCT/US2018/053710,01.10.2018,WO/2019/068073,04.04.2019,WO,AUTOMATED EVALUATION OF HUMAN EMBRYOS,"Systems and methods are provided for provided for automatic evaluation of a human embryo. An image of the embryo is obtained and provided to a neural network to generate a plurality of values representing the morphology of the embryo. The plurality of values representing the morphology of the embryo are evaluated at an expert system to provide an output class representing one of a current quality of the embryo, a future quality of the embryo, a likelihood that implantation of the embryo will be successful, and a likelihood that implantation of the embryo will result in a live birth.",G06F 19/26; G06T 7/00,"THE BRIGHAM AND WOMEN'S HOSPITAL, INC.","SHAFIEE, Hadi; BORMANN, Charles; KUMAR KANAKASABAPATHY, Manoj; THIRUMALARAJU, Prudhvi","62/565,237 29.09.2017 US; 62/651,658 02.04.2018 US",
WO2018222308,PCT/US2018/029678,27.04.2018,WO/2018/222308,06.12.2018,WO,TIME-BASED FEATURES AND MOVING WINDOWS SAMPLING FOR MACHINE LEARNING,"A technique for training a machine learning model can use time-series data sampled from a population. The training includes creating a training set comprising feature vectors and corresponding labels generated using the time-series data. In some embodiments, for example, the feature vectors can include time-based features generated from the time-series data that preserves time information contained in the time-series data. The labels can be generated using data within a fixed period of time in the time-series data relative to a cut-off date. In some embodiments, the data used to create the training set can use a moving window sampling of the population to account for seasonal effects in the time-series data, where the cut-off date for generating the label varies from one sample to the next.",G06N 99/00; G06N 5/00,"MICROSOFT TECHNOLOGY LICENSING, LLC","CAI, Yaxiong; QI, Xiaoguang; ZHUANG, Wei; YANG, Shan; MURDOCK, Vanessa; NANDURI, Jayaram N.M.","15/609,648 31.05.2017 US",
WO2018093931,PCT/US2017/061846,15.11.2017,WO/2018/093931,24.05.2018,WO,IDENTIFYING MANAGEMENT ZONES IN AGRICULTURAL FIELDS AND GENERATING PLANTING PLANS FOR THE ZONES,"In an embodiment, yield data representing yields of crops that have been harvested from an agricultural field and field characteristics data representing characteristics of the agricultural field is received and used to determine a plurality of management zone delineation options. Each option, of the plurality of management zone delineation options, comprises zone layout data for an option. The plurality of management zone delineation options is determined by: determining a plurality of count values for a management class count; generating, for each count value, a management delineation option by clustering the yield data from and the field characteristics data, assigning zones to clusters, and including the zones in a management zone delineation option. One or more options from the plurality of management zone delineation options are selected and used to determine one or more planting plans. A graphical representation of the options and the planting plans is displayed for a user.",G06Q 10/06; G06Q 50/02; G01N 33/02; G05B 15/02; G06K 9/00,THE CLIMATE CORPORATION,"HASSANZADEH, Anahita; CHEN, Ye; WIMBUSH, Alex; MISRA, Marlon; ROWAN, Emily","15/352,898 16.11.2016 US",EP-2017871031; CA-3044072; AU-2017362975
WO2005024782,PCT/US2004/027543,25.08.2004,WO/2005/024782,17.03.2005,WO,METHOD AND APPARATUS FOR AUTOMATICALLY IDENTIFYING ANIMAL SPECIES FROM THEIR VOCALIZATIONS,"Relatively powerful hand-held computing devices, Digital Signal Processors, Audio signal processing technology, voice recognition technology, expert systems, Hidden Markov Models, and/or neural networks are employed in a device capable of real-time automated species identification by listening to bird vocalizations in the field, analyzing their waveforms, and comparing these waveforms against known reference samples. An apparatus for identifying animal species from their vocalizations, comprises a source of digital signal representative of at least one animal candidate vocalization; a feature extractor that receives the digital signal, recognizes notes therein and extracts phrases including plural notes and that produces a parametric representation of the extracted phrases; and a comparison engine that receives the parametric representation of at least one of the digital signal and the extracted phrases, and produces an output signal representing information about the animal candidate based on a likely match between the animal candidate vocalization and known animal vocalizations. A computer-implemented method of identifying animal species, comprises: obtaining a digital signal representing a vocalization by a candidate animal; transforming the digital signal into a parametric representation thereof; extracting from the parametric representation a sequence of notes defining a phrase; comparing the phrase to phrases known to be produced by a plurality of possible animal species; and identifying a most likely match for the vocalization by the candidate animal based upon the comparison. The comparison engine or comparison function may use Hidden Markov Models, expert systems and/or neural networks.",A01K 29/00; A01K 45/00; G10L 17/00,"WILDLIFE ACOUSTICS, INC.; AGRANAT, Ian","AGRANAT, Ian","60/498,507 28.08.2003 US; 10/767,801 29.01.2004 US; 10/903,658 30.07.2004 US",EP-2004782104
WO2011163017,PCT/US2011/040384,14.06.2011,WO/2011/163017,29.12.2011,WO,DECISION SUPPORT SYSTEMS (DSS) AND ELECTRONIC HEALTH RECORDS (EHR),"Provided are methods of delivering decision support systems (DSSs) to healthcare providers, patients, and/or consumers with or without integrated electronic health records (EHRs) for reproductive care and other health conditions. The DSS platforms of the present invention include prediction models based upon de-identified data sets and customized algorithms that may be clinic specific, region specific, and/or population specific. The DSS platforms of the present invention also include methods of providing third party payments of an individual's medical bills, wherein the third party is not capable of viewing the personal health identifiers of the individual.",G06Q 50/00; G06N 5/04; G06Q 30/00,"UNIVFY, Inc.; YAO, Mylene","YAO, Mylene","61/356,646 20.06.2010 US",IN-10011/CHENP/2012; EP-2011798645; CN-201180030054.7; CA-2804293; CO-12224094; PE-002425-2012; MX-MX/a/2012/014718
WO2002059560,PCT/US2002/001633,23.01.2002,WO/2002/059560,01.08.2002,WO,"A METHOD AND SYSTEM FOR PREDICTING THE BIOLOGICAL ACTIVITY, INCLUDING TOXICOLOGY AND TOXICITY, OF SUBSTANCES",A method for assessing toxicity and toxicology of a substance is disclosed comprising: exposing a set of at least two genes to the substance; monitoring the response of each gene in the set of genes to the substances; analyzing the variance of the response to the substance for each gene using contrast analysis; constructing a summary score for each gene in the set of genes; performing a logistic regression analysis upon the summary scores; and using the results of the logistic regression analysis to provide a predictive model regarding the toxicity and toxicology of the substance.,G01N 33/53; G06F 19/20,"GENE LOGIC, INC.","CASTLE, Arthur, L.; ELASHOFF, Michael","60/263,161 23.01.2001 US",JP-null
