Time:,21.04.2020 10:43:13,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2020069517,PCT/US2019/053857,30.09.2019,WO/2020/069517,02.04.2020,WO,INTELLIGENT TRANSPORTATION SYSTEMS,"Transportation systems have artificial intelligence including neural networks for recognition and classification of objects and behavior including natural language processing and computer vision systems. The transportation systems involve sets of complex chemical processes, mechanical systems, and interactions with behaviors of operators. System-level interactions and behaviors are classified, predicted and optimized using neural networks and other artificial intelligence systems through selective deployment, as well as hybrids and combinations of the artificial intelligence systems, neural networks, expert systems, cognitive systems, genetic algorithms and deep learning.",B60W 30/14,"STRONG FORCE INTELLECTUAL CAPITAL, LLC","CELLA, Charles","62/739,335 30.09.2018 US",
WO2014031685,PCT/US2013/055859,20.08.2013,WO/2014/031685,27.02.2014,WO,MULTIPLE OUTPUT RELAXATION MACHINE LEARNING MODEL,"A multiple output relaxation (MOR) machine learning model. In one example embodiment, a method for employing an MOR machine learning model to predict multiple interdependent output components of a multiple output dependency (MOD) output decision may include training a classifier for each of multiple interdependent output components of an MOD output decision to predict the component based on an input and based on all of the other components. The method may also include initializing each possible value for each of the components to a predetermined output value. The method may further include running relaxation iterations on each of the classifiers to update the output value of each possible value for each of the components until a relaxation state reaches an equilibrium or a maximum number of relaxation iterations is reached. The method may also include retrieving an optimal component from each of the classifiers.",G06F 15/18,"INSIDESALES.COM, INC.","MARTINEZ, Tony, Ramon; ZENG, Xinchuan","13/590,028 20.08.2012 US",CA-2882701; JP-2015528605; EP-2013831802; AU-2013305924
WO2020013760,PCT/SG2019/050324,29.06.2019,WO/2020/013760,16.01.2020,WO,ANNOTATION SYSTEM FOR A NEURAL NETWORK,An annotation system for a neural network and a method thereof are disclosed in the present application. The annotation system comprises a memory and a processor operatively coupled to the memory. The memory is configured for storing instructions to cause the process to receive information comprising a first set of unlabeled instances from at least one source; set a learning target of the information; select a second set of unlabeled instances from the first set of unlabeled instances by executing a software algorithm; and annotate the second set of unlabeled instances for generating labeled data. The software algorithm increases an efficiency of annotation in training neural networks for deep-learning-based video analysis by combining semi-supervised learning and transfer learning via a data augmentation method. The software algorithm can increase the efficiency of annotation by reducing an amount of annotation by an order of one magnitude.,G06N 3/08; G06N 3/02; G06F 17/24,XJERA LABS PTE. LTD.,"DING, Lu; ZHANG, JunWu; CHU, XinQi",10201805864P 07.07.2018 SG,SG-11201908315V
WO2019113122,PCT/US2018/063928,04.12.2018,WO/2019/113122,13.06.2019,WO,SYSTEMS AND METHODS FOR IMPROVED MACHINE LEARNING FOR CONVERSATIONS,"Systems and methods for improvements in AI model learning and updating are provided. The model updating may reuse existing business conversations as the training data set. Features within the dataset may be defined and extracted. Models may be selected and parameters for the models defined. Within a distributed computing setting the parameters may be optimized, and the models deployed. The training data may be augmented over time to improve the models. Deep learning models may be employed to improve system accuracy, as can active learning techniques. The models developed and updated may be employed by a response system generally, or may function to enable specific types of AI systems. One such a system may be an AI assistant that is designed to take use cases and objectives, and execute tasks until the objectives are met. Another system capable of leveraging the models includes an automated question answering system utilizing approved answers. Yet another system for utilizing these various classification models is an intent based classification system for action determination. Lastly, it should be noted that any of the above systems may be further enhanced by enabling multiple language analysis.",G06F 15/18,"CONVERSICA, INC.","TERRY, George, Alexis; KOEPF, Werner; JONNALAGADDA, Siddhartha, Reddy; HARRIGER, James, D.; WEBB-PURKIS, William, Dominic; GAINOR, Macgregor, S.; FERGUSON, Collin, C.; SHANKAR, Ravi; SHANKAR, Shashi; MCCANN, Ian; GODFREY, Keith; LONG, Christopher, Allan; KAMINSKI, Brian, Matthew; SANSONE, John; KIRKLAND, Jennifer; GINSTROM, Ryan, Francis; BREDLOW, Caleb, Andrew; SARGENT, Kyle; FORDYCE, Alexander Carmelo, Reid","16/208,478 03.12.2018 US; 16/208,488 03.12.2018 US; 16/208,484 03.12.2018 US; 62/594,415 04.12.2017 US",
WO2018212711,PCT/SG2018/050234,15.05.2018,WO/2018/212711,22.11.2018,WO,PREDICTIVE ANALYSIS METHODS AND SYSTEMS,"Methods and systems for predictive analysis are disclosed, A predictive analysis method comprises: receiving a set of predictor variables as an input feature vector comprising a plurality of features; projecting each feature of the feature vector onto a dense vector representation to obtain a set of embedding vectors representing the input feature vector in an embedding space; converting the set of embedding vectors into a bi-interaction pooling vector that encodes second-order interactions between features of the feature vector in the embedding space; inputting the bi-interaction pooling vector into a hidden layer stack, the hidden layer stack comprising at least one hidden layer of neural network nodes; and transforming an output vector of the hidden layer stack into a prediction score.",G06N 3/02; G06F 15/18; G06N 7/00,NATIONAL UNIVERSITY OF SINGAPORE,"HE, Xiangnan; CHUA, Tat-Seng",10201704120Q 19.05.2017 SG,
WO2018005489,PCT/US2017/039499,27.06.2017,WO/2018/005489,04.01.2018,WO,DATA QUALITY DETECTION AND COMPENSATION FOR MACHINE LEARNING,"Apparatuses, systems, methods, and computer program products are disclosed for data quality detection and compensation for machine learning. A quality analysis module (202) electronically identifies one or more data quality issues in machine learning training data. A corrective action module (204) modifies training data by performing one or more corrective actions in response to one or more data quality issues. A predictive analytics module (206) creates a machine learning model that includes one or more learned functions based on modified training data.",G06F 3/048; G06F 15/18; G06F 17/00; G06F 17/50; G06N 5/04; G06N 99/00,"PUREPREDICTIVE, INC.","MAUGHAN, Jason; MCFALL, Timothy","62/355,233 27.06.2016 US",EP-2017821072
WO2009156978,PCT/IL2009/000360,05.04.2009,WO/2009/156978,30.12.2009,WO,SYSTEM AND METHOD FOR INTUITIVE USER INTERACTION,"The disclosed method and apparatus provide prediction and suggestion of proposed actions a user of an electronic device is likely to want to do, at certain circumstances. The actions take into account historical activities made by the user, as well as incoming events, environmental data, external data, or any other source of information. Proposing the actions may be done by one or more engines, each relating to one or more aspects of the device, actions, events, activities, preferences and the like. The actions proposed by all engines are merged and prioritized, and presented to a user. The options are presented to a user in a manner that enables activation of any of the options, with the relevant settings and parameters.",G06N 5/02,"INTUITIVE USER INTERFACES LTD; AHARONSON, Eran; RIEMER, Itay; DUKAS, Eran","AHARONSON, Eran; RIEMER, Itay; DUKAS, Eran","61/075,760 26.06.2008 US",US-12994152
WO2019217113,PCT/US2019/029532,27.04.2019,WO/2019/217113,14.11.2019,WO,SELECTING A NEURAL NETWORK ARCHITECTURE FOR A SUPERVISED MACHINE LEARNING PROBLEM,"Systems and methods for selecting a neural network for a machine learning problem are disclosed. A method includes accessing an input matrix. The method includes accessing a machine learning problem space associated with a machine learning problem and multiple untrained candidate neural networks for solving the machine learning problem. The method includes computing, for each untrained candidate neural network, at least one expressivity measure capturing an expressivity of the candidate neural network with respect to the machine learning problem. The method includes computing, for each untrained candidate neural network, at least one trainability measure capturing a trainability of the candidate neural network with respect to the machine learning problem. The method includes selecting, based on the at least one expressivity measure and the at least one trainability measure, at least one candidate neural network for solving the machine learning problem.",G06N 3/04; G06N 3/08; G06N 5/00,"MICROSOFT TECHNOLOGY LICENSING, LLC","AMIZADEH, Saeed; YANG, Ge; FUSI, Nicolo; CASALE, Francesco Paolo","15/976,514 10.05.2018 US",
WO2019099805,PCT/US2018/061487,16.11.2018,WO/2019/099805,23.05.2019,WO,MACHINE-LEANING MODELS BASED ON NON-LOCAL NEURAL NETWORKS,"In one embodiment, a method includes training a baseline machine-learning model based on a neural network comprising a plurality of stages, wherein each stage comprises a plurality of neural blocks, accessing a plurality of training samples comprising: a plurality of content objects, respectively, determining one or more non-local operations, wherein each non-local operation is based on one or more pairwise functions and one or more unary functions, generating one or more non-local blocks based, on the plurality of training samples and the one or more non-local operations, determining a stage from the plurality of stages of the neural network, and training a non-local machine-learning model by inserting each of the one or more non-local blocks in between at least two of the plurality of neural blocks in the determined stage of the neural network.",G06N 3/08; G06N 3/04,"FACEBOOK, INC.","HE, Kaiming; GIRSHICK, Ross; WANG, Xiaolong","62/587,884 17.11.2017 US; 16/192,649 15.11.2018 US",
WO2019006649,PCT/CN2017/091603,04.07.2017,WO/2019/006649,10.01.2019,WO,METHOD AND DEVICE FOR NETWORK FUNCTION CAPACITY AND SCALING MANAGEMENT,"A method and device for network function capacity and scaling management. A predictive based approach is provided by using data insights through machine learning techniques, instead of the current reactive based approach. Therefore, scaling needs may be predicted by machine learning in advance, and thus scaling decision and action can be made at just right time with just right resources.",H04L 29/08; H04L 12/24,"TELEFONAKTIEBOLAGET LM ERICSSON (PUBL); DONG, Huoming","DONG, Huoming; HUANG, Wei",,
WO2017116488,PCT/US2016/018367,18.02.2016,WO/2017/116488,06.07.2017,WO,IDENTIFYING ENTITIES USING A DEEP-LEARNING MODEL,"In one embodiment, a method includes accessing a first set of entities, with which a user has interacted, and a second set of entities in a social-networking system. A first set of vector representations of the first set of entities are determined using a deep-learning model. A target entity is selected from the first set of entities, and the vector representation of the target entity is removed from the first set. The remaining vector representations in the first set are combined to determine a vector representation of the user. A second set of vector representations of the second set of entities are determined using the deep-learning model. Similarity scores are computed between the user and each of the target entity and the entities in the second set of entities. Vector representations of entities in the second set of entities are updated based on the similarity scores using the deep-learning model.",G06N 99/00; G06N 3/08; G06Q 50/30,"FACEBOOK, INC.","WESTON, Jason E.; ADAMS, Keith; CHOPRA, Sumit","14/984,956 30.12.2015 US",KR-1020187021851; MX-MX/a/2018/008104; JP-2018534041; IL-260165; AU-2016380683; CA-3009157
WO2019069144,PCT/IB2018/050927,15.02.2018,WO/2019/069144,11.04.2019,WO,SYSTEMS AND METHODS FOR MANAGING INTERNET OF THINGS (IOT) DATA FOR A SMART CITY USING AN IOT DATAHUB,"Systems and methods for managing Internet of Things (IoT) data for a smart city using an IoT datahub. The traditional systems and methods provide for an IoT platform for smart cities but none of them provide for an integrated platform which facilitates abstracting, storing and sharing contextually enriched structured IoT data referring PAS 182 model standards. Embodiments of the present disclosure provide for managing Internet of Things (IoT) data for smart cities using the IoT datahub by obtaining data from devices or sensors connected to the IoT datahub, transforming the data, contextually correlating the data, enhancing value of the contextually correlated data, aggregating the contextually correlated data to generate a structured data by an unified Application programming Interface (API) to be accessed by users connected to the IoT datahub.",G06F 17/30,TATA CONSULTANCY SERVICES LIMITED,"VIJAYAKUMAR, Arun; VENKATACHARI, Srinivasa Raghavan; DHANASEKARAN, Harish Kumar",201721035551 06.10.2017 IN,
WO2015103520,PCT/US2015/010114,05.01.2015,WO/2015/103520,09.07.2015,WO,DISTRIBUTED TRAINING OF A MACHINE LEARNING MODEL TO DETECT NETWORK ATTACKS IN A COMPUTER NETWORK,"Training method to train machine learning model (e.g., neural network) used to identify attacks in a network (e.g., denial of service). A first data set is received by a network device that is indicative of the statuses of a plurality of network devices when a type of network attack is not present. A second data set is also received that is indicative of the statuses of the plurality of network devices when the type of network attack is present. At least one of the plurality simulates the type of network attack by operating as an attacking node. A machine learning model is trained using the first and second data set to identify the type of network attack. A real network attack is then identified using the trained machine learning model. Application in Low Power and Lossy Networks.",H04L 12/24; H04L 29/06,"CISCO TECHNOLGY, INC.","VASSEUR, Jean-Philippe; CRUZ MOTA, Javier; DI PIETRO, Andrea","61/923,847 06.01.2014 US; 14/164,446 27.01.2014 US",EP-2015700405
WO2014204970,PCT/US2014/042754,17.06.2014,WO/2014/204970,24.12.2014,WO,DATA INTELLIGENCE USING MACHINE LEARNING,"Apparatuses, systems, methods, and computer program products are presented for performing data analytics using machine learning 222. An unsupervised learning module 208 is configured to assemble an unstructured data set into multiple versions of an organized data set. A supervised learning module 206 is configured to generate one or more machine learning ensembles 222 based on each version of multiple versions of an organized data set and to determine which machine learning ensemble 222 exhibits a highest predictive performance.",G06F 17/27; G06N 5/02,"PUREPREDICTIVE, INC.","PHILLIPPS, Kelly D.; WELLMAN, Richard W.; RAHMAN, Sardar Monzurur; PHILLIPS, Matthew B.","61/836,135 17.06.2013 US; 14/266,119 30.04.2014 US",
WO2018081751,PCT/US2017/059119,30.10.2017,WO/2018/081751,03.05.2018,WO,VIDEO TAGGING SYSTEM AND METHOD,"An automatic video tagging system which learns from videos, their web context and comments shared on social networks is described. Massive multimedia collections are analyzed by Internet crawling and a knowledge base is maintained that updates in real time with no need of human supervision. As a result, each video is indexed with a rich set of labels and linked with other related contents. Practical applications of video recognition require a label scheme that is appealing to the end-user (i.e. obtained from social curation) and a training dataset that can be updated in real-time to be able to recognize new actions, scenes and people. To create this dataset that evolves in real-time and uses labels that are relevant to the users, a weakly-supervised deep learning approach is utilized combining both a machine-learning pre-processing stage together with a set of keywords obtained from the internet. The resulting tags combined with videos and summaries of videos are used with deep learning to train a neural network in an unsupervised manner that allows the tagging system to go from an image to a set of tags for the image and then to the visual representation of a tag.",G06E 1/00; G06F 17/30; G06N 5/02,"VILYNX, INC.","BOU BALUST, Elisenda; RIVEIRO INSUA, Juan Carlos; FERNANDEZ CAÑELLAS, Delia; ESPADALER RODÉS, Joan; ADURIZ BERASATEGI, Asier; VARAS GONZÁLEZ, David","62/414,308 28.10.2016 US; 62/552,369 30.08.2017 US",EP-2017866015
WO2019245327,PCT/KR2019/007513,21.06.2019,WO/2019/245327,26.12.2019,WO,MACHINE LEARNING BASED PACKET SERVICE CLASSIFICATION METHODS FOR EXPERIENCE-CENTRIC CELLULAR SCHEDULING,"The present disclosure relates to a communication method and system for converging a 5th-Generation (5G) communication system for supporting higher data rates beyond a 4th-Generation (4G) system with a technology for Internet of Things (IoT). The present disclosure may be applied to intelligent services based on the 5G communication technology and the IoT-related technology, such as smart home, smart building, smart city, smart car, connected car, health care, digital education, smart retail, security and safety services. And methods and apparatus for classifying a traffic packet service of a traffic flow to a client device, a state and/or video resolution of a streaming video player in a client device. The apparatus includes a memory, and a communication interface configured to obtain TCP/IP or UDP /IP headers of packets to a client device, at least one processor operably connected to the memory, the at least one processor configured to detect a start of a traffic flow, and buffer a first number of packets for the traffic flow, extract features from UDP/IP or TCP/IP headers of a second number of packets belonging to the detected traffic flow, and obtain a flow service classifier for classifying a service type of the traffic flow, and classify the service type of the traffic flow by applying the extracted features to the flow service classifier.",H04L 12/851; H04L 12/801; H04L 29/06; G06N 20/00,"SAMSUNG ELECTRONICS CO., LTD.","HENG, Yuqiang; ZHANG, Jianzhong; CHANDRASEKHAR, Vikram","62/688,452 22.06.2018 US; 62/703,253 25.07.2018 US; 62/732,244 17.09.2018 US; 62/732,259 17.09.2018 US; 16/221,292 14.12.2018 US",
WO2019105543,PCT/EP2017/080806,29.11.2017,WO/2019/105543,06.06.2019,WO,BYZANTINE TOLERANT GRADIENT DESCENT FOR DISTRIBUTED MACHINE LEARNING WITH ADVERSARIES,"The present application concerns a computer-implemented method for training a machine learning model in a distributed fashion, using Stochastic Gradient Descent, SGD, wherein the method is performed by a first computer in a distributed computing environment and comprises performing a learning round, comprising broadcasting a parameter vector to a plurality of worker computers in the distributed computing environment, receiving an estimate update vector (gradient) from all or a subset of the worker computers, wherein each received estimate vector is either an estimate of a gradient of a cost function, or an erroneous vector, and determining an updated parameter vector for use in a next learning round based only on a subset of the received estimate vectors. The method aggregates the gradients while guaranteeing resilience to up to half workers being compromised (malfunctioning, erroneous or modified by attackers).",G06N 3/08; G06N 3/04,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL),"BLANCHARD, Peva; EL MHAMDI, El Mahdi; GUERRAOUI, Rachid; STAINER, Julien",,
WO2019203872,PCT/US2018/045177,03.08.2018,WO/2019/203872,24.10.2019,WO,PROCESSING MULTIMODAL USER INPUT FOR ASSISTANT SYSTEMS,"In one embodiment, a method includes receiving from a client system associated with, a first user a user input based on one or more modalities, at least one of which is a visual modality, identifying one or more subjects associated with the user input based on the visual modality based on one or more machine-learning models, determining one or more attributes associated with the one or more subjects respectively based on the one or more machine-learning models, resolving one or more entities corresponding to the one or more subjects based on the determined one or more attributes, executing one or more tasks associated with the one or more resolved entities, and sending instructions for presenting a communication content including information associated with the executed one or more tasks responsive to user input to the client system associated with the first user.",G06F 16/00; G06N 3/08,"FACEBOOK, INC.","NATARAJAN, Vivek; MEI, Shawn, C.P.; ZUO, Zhengping","16/053,600 02.08.2018 US; 62/660,876 20.04.2018 US",
WO2017218437,PCT/US2017/037081,12.06.2017,WO/2017/218437,21.12.2017,WO,SITUATION FORECAST MECHANISMS FOR INTERNET OF THINGS INTEGRATION PLATFORM,"A method of consolidating Internet of Things (IoT) devices connected via an IoT network is disclosed. An IoT integration platform implemented by a computer system can collect data from one or more of IoT devices, IoT solution specific server systems, third-party server systems, general-purpose user computing devices, or any combination thereof. The IoT integration platform can label the data based on entity-specific context. The entity-specific context can correspond to a user account, a device, a location, or any combination thereof. The IoT integration platform can generate an entity-specific profile based on the labeled data. The IoT integration platform can generate, based on the entity-specific profile, a situation forecast associated with a target entity and with a timeframe yet to occur.",G06F 17/30; H04L 12/26,"NEURA, INC.","SHAASHUA, Triinu Magi; SHAASHUA, Ori","15/181,191 13.06.2016 US",EP-2017813884; CN-201780049737.4
WO2018212710,PCT/SG2018/050233,15.05.2018,WO/2018/212710,22.11.2018,WO,PREDICTIVE ANALYSIS METHODS AND SYSTEMS,"Methods and systems for predictive analysis are disclosed, A predictive analysis method comprises: receiving a set of predictor variables as an input feature vector comprising a plurality of features; projecting each feature of the input feature vector onto a dense vector representation to obtain a set of embedding vectors presenting the input feature vector in an embedding space; calculating a set of interacted vectors, each interacted vector being an element-wise product of two embedding vectors of the set of embedding vectors; performing a weight sum over the interacted vectors, the weighted sum being weighted by a plurality of attention scores each corresponding to an interaction between a pair of features of the feature vector; and projecting the weighed sum to obtain a prediction score.",G06F 15/18; G06N 7/00; G06N 3/02,NATIONAL UNIVERSITY OF SINGAPORE,"HE, Xiangnan; ZHANG, Hanwang; CHUA, Tat-Seng",10201704115T 19.05.2017 SG,
WO2015103514,PCT/US2015/010106,05.01.2015,WO/2015/103514,09.07.2015,WO,DISTRIBUTED TRAINING OF A MACHINE LEARNING MODEL USED TO DETECT NETWORK ATTACKS,"A machine learning model is to be trained by a plurality of devices in a network. A set of training devices are identified, with each of the training devices having a local set of training data. An instruction is then sent to each of the training devices that is configured to cause a training device to receive model parameters from a first training device in the set, use the parameters with at least a portion of the local set of training data to generate new model parameters, and forward the new model parameters to a second training device in the set. Model parameters from the training devices are also received that have been trained using a global set of training data that includes the local sets of training data on the training devices. Machine learning (e.g., artificial neural networks) is used to detect attacks on networks (e.g., DoS, Denial of service in Low Power and Lossy Network, LLN).",H04L 29/06; H04L 12/24,"CISCO TECHNOLOGY, INC.","CRUZ MOTA, Javier; VASSEUR, Jean-Philippe; DI PIETRO, Andrea","61/923,847 06.01.2014 US; 14/164,456 27.01.2014 US",EP-2015701265
EP77049469,12189113,18.10.2012,2584496,24.04.2013,EP,Creating and using multiple packet traffic profiling models to profile packet flows,"Methods and apparatus are provided based on hybrid packet traffic flow training and profiling technology. Packet headers are inspected to classify packet traffic flows using clustering models developed using unsupervised learning based on known packet traffic flows and one or more traffic classification models developed using supervised learning based on the known packet traffic flows. A method and apparatus for creating multiple packet traffic clustering models and multiple packet traffic classification models is provided using unsupervised learning algorithms to define traffic flow clustering models by processing the traffic flow features associated with each of known packet traffic flows, and using supervised learning algorithms to create traffic classification models based on the defined traffic flow clustering models, the traffic flow features, and traffic flow labels associated with each of the known packet traffic flows. A method and apparatus for profiling packet traffic flows is provided, which receive one or more unknown packet traffic flows and processes the corresponding traffic flow features for each of the unknown packet traffic flows using the one or more traffic clustering models and the one or more traffic classification models developed to determine a traffic type for each of the unknown packet traffic flows.",G06K 9/62,ERICSSON TELEFON AB L M,SZABO GEZA; PONGRACS GERGELY; TURANYI ZOLTAN RICHARD,201113277735 20.10.2011 US,
WO2019147682,PCT/US2019/014762,23.01.2019,WO/2019/147682,01.08.2019,WO,INTRUSION DETECTION MODEL FOR AN INTERNET-OF-THINGS OPERATIONS ENVIRONMENT,A trained model may be deployed to an Internet-of-Things (IOT) operational environment in order to ingest features and detect events extracted from network traffic. The model may be received and converted into a meta-language representation which is interpretable by a data plane engine. The converted model can then be deployed to the data plane and may extract features from network communications over the data plane. The extracted features may be fed to the deployed model in order to generate event classifications or device state classifications.,G06N 20/20; G06N 5/04; G06N 20/10; G06N 7/00,"CISCO TECHNOLOGY, INC.","CAM-WINGET, Nancy; PAUL, Subharthi; ANDERSON, Blake; ZARGAR, Sam Taghavi; BESSONOV, Oleg; ALBACH, Robert Frederick; AGARWAL, Sanjay Kumar; KNELLINGER, Mark Steven","62/622,558 26.01.2018 US; 16/135,756 19.09.2018 US",
EP200452759,16177148,30.06.2016,3188086,05.07.2017,EP,IDENTIFYING ENTITIES USING A DEEP-LEARNING MODEL,"In one embodiment, a method includes accessing a first set of entities, with which a user has interacted, and a second set of entities in a social-networking system. A first set of vector representations of the first set of entities are determined using a deep-learning model. A target entity is selected from the first set of entities, and the vector representation of the target entity is removed from the first set. The remaining vector representations in the first set are combined to determine a vector representation of the user. A second set of vector representations of the second set of entities are determined using the deep-learning model. Similarity scores are computed between the user and each of the target entity and the entities in the second set of entities. Vector representations of entities in the second set of entities are updated based on the similarity scores using the deep-learning model.",G06Q 50/00; G06N 3/04; G06N 3/08; G06Q 30/02,FACEBOOK INC,WESTON JASON E; ADAMS KEITH; CHOPRA SUMIT,201514984956 30.12.2015 US; 2016018367 18.02.2016 US,
WO2018004580,PCT/US2016/040259,30.06.2016,WO/2018/004580,04.01.2018,WO,DEVICE-BASED ANOMALY DETECTION USING RANDOM FOREST MODELS,"Training data generated at a particular device deployed in a machine-to-machine network is used to train a first plurality of decision trees for inclusion in a random forest model for use in anomaly detection. Copies of the trained first plurality of decision trees are sent to at least one other device deployed in the machine-to-machine network and copies of a second plurality of decision trees are received from the other device, which were trained at the other device using training data generated by the other device. The random forest model is generated to include the first and second plurality of decision trees. The random forest model is used by the particular device to detect anomalies in data generated by the particular device.",G06F 15/18; G06F 15/163; G06N 99/00; H04W 4/00,INTEL CORPORATION,"TSOU, Yu-Lin; YANG, Shao-Wen",,
WO2015160544,PCT/US2015/024417,06.04.2015,WO/2015/160544,22.10.2015,WO,CONTEXT-SENSITIVE SEARCH USING A DEEP LEARNING MODEL,"A search engine is described herein for providing search results based on a context in which a query has been submitted, as expressed by context information. The search engine operates by ranking a plurality of documents based on a consideration of the query, and based, in part, on a context concept vector and a plurality of document concept vectors, both generated using a deep learning model (such as a deep neural network). The context concept vector is formed by a projection of the context information into a semantic space using the deep learning model. Each document concept vector is formed by a projection of document information, associated with a particular document, into the same semantic space using the deep learning model. The ranking operates by favoring documents that are relevant to the context within the semantic space, and disfavoring documents that are not relevant to the context.",G06F 17/30,"MICROSOFT TECHNOLOGY LICENSING, LLC","GUO, Chenlei; GAO, Jianfeng; WANG, Ye-Yi; DENG, Li; HE, Xiaodong","14/252,703 14.04.2014 US",EP-2015719915
