Time:,21.04.2020 10:40:33,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2020037244,PCT/US2019/046884,16.08.2019,WO/2020/037244,20.02.2020,WO,USE OF MACHINE LEARNING MODELS FOR PREDICTION OF CLINICAL OUTCOMES,"The present disclosure describes methods and systems for predicting if a subject has an increased risk of having or developing one or more clinical outcomes, including prior to the detection of symptoms thereof and/or prior to onset of any detectable symptoms thereof. The present disclosure also describes a method of generating a model for predicting one or more clinical outcomes.",G06E 1/00,HENRY M. JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE; NAVAL MEDICAL RESEARCH CENTER; DUKE UNIVERSITY MEDICAL CENTER; EMORY UNIVERSITY,"SCHOBEL, Seth A.; KHATRI, Vivek; LISBOA, Felipe; BRADLEY, Matthew J.; DENTE, Christopher J.; BUCHMAN, Timothy; KIRK, Allan D.; FORSBERG, Jonathan A.; BRENNAN, Todd V.; ELSTER, Eric A.","62/764,963 17.08.2018 US",
WO2006014560,PCT/US2005/024139,06.07.2005,WO/2006/014560,09.02.2006,WO,REAL TIME CONTEXT LEARNING BY SOFTWARE AGENTS,"Providing dynamic learning for software agents (140) in a simulation. Software agents (140) with learners (165) are capable of learning from examples. When a non-player character (142) queries the learner (165), it can provide a next action similar to the player character (141). The game designer provides program code, from which compile-time steps determine a set of raw features (150). The code might identify a function (like computing distances). At compile-time steps, determining these raw features (150) in response to a scripting language, so the designer can specify which code should be referenced. A set of derived features (160), responsive to the raw features (150), might be relatively simple, more complex, or determined in response to a learner (165). The set of such raw (150) and derived features (160) form a context for a learner (165). Learners (165) might be responsive to (more basic) learners, to results of state machines, to calculated derived features (160), or to raw features (150). The learner (165) includes a machine learning technique.",G06N 5/00,AILIVE INC.,"FUNGE, John; MUSICK, Ron; DOBSON, Daniel; DUFFY, Nigel; MCNALLY, Michael; TU, Xiaoyuan; WRIGHT, Ian; YEN, Wei; CABRAL, Brian","10/885,495 06.07.2004 US",DE-null
WO2017004626,PCT/US2016/042631,15.07.2016,WO/2017/004626,05.01.2017,WO,SYSTEMS AND METHODS FOR PROVIDING REINFORCEMENT LEARNING IN A DEEP LEARNING SYSTEM,Systems and methods for providing reinforcement learning for a deep learning network are disclosed. A reinforcement learning process that provides deep exploration is provided by a bootstrap that applied to a sample of observed and artificial data to facilitate deep exploration via a Thompson sampling approach.,G06E 1/00,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,"OSBAND, Ian David, Moffat; VAN ROY, Benjamin","62/187,681 01.07.2015 US; 15/201,284 01.07.2016 US",
WO2020049182,PCT/EP2019/073911,08.09.2019,WO/2020/049182,12.03.2020,WO,COGNITIVE COMPUTING METHODS AND SYSTEMS BASED ON BIOLOGICAL NEURAL NETWORKS,"A Biological Neural Network (BNN) core unit comprising a neural cell culture, an input stimulation unit, an output readout unit may be controlled through its various life cycles to provide data processing functionality. An automation system comprising an environmental and chemical controller unit adapted to operate with the BNN stimulation and readout data interfaces facilitates the monitoring and adaptation of the BNN core unit parameters. Pre-processing and post-processing of the BNN interface signals may further facilitate the training and reinforcement learning by the BNN. Multiple BNN core units may also be assembled together as a stack. The proposed system provides a BNN Operating System as a core component for a wetware server to receive, process and transmit data for different client applications without exposing the BNN core unit components to the client user while requiring significantly less energy than conventional silicon-based hardware and software information processing for high-level cognitive computing tasks.",G06N 3/06; G06N 3/04; G06N 3/12; G06N 5/00,ALPVISION S.A.,"JORDAN, Frédéric; KUTTER, Martin; DELACRETAZ, Yves","62/728,765 08.09.2018 US",
WO2010019919,PCT/US2009/053943,14.08.2009,WO/2010/019919,18.02.2010,WO,MULTIFUNCTIONAL NEURAL NETWORK SYSTEM AND USES THEREOF FOR GLYCEMIC FORECASTING,A multifunctional neural network system for prediction which includes memory components to store previous values of data within a network. The memory components provide the system with the ability to learn relationships/patterns existent in the data over time.,G06F 17/00,"UNIVERSITY OF TOLEDO; CAMERON, Brent, D.; PAPPADA, Scott, M.","CAMERON, Brent, D.; PAPPADA, Scott, M.","61/088,958 14.08.2008 US",US-13058673
WO2018218155,PCT/US2018/034663,25.05.2018,WO/2018/218155,29.11.2018,WO,MACHINE-LEARNED MODEL SYSTEM,"Provided are methods, systems, devices, and tangible non-transitory computer readable media for providing data associated with a machine-learned model library. The disclosed technology can perform operations including providing a machine-learned model library that includes a plurality of machine-learned models trained to generate semantic observations based on sensor data associated with a vehicle. Each machine-learned model of the plurality of machine-learned models can be associated with one or more configurations supported by each machine-learned model. A request for a machine-learned model from the machine-learned model library can be received a remote computing device. Furthermore, based on the request, the machine-learned model can be provided to the remote computing device.",H04W 4/44; G05D 1/02; G06N 3/02,GOOGLE LLC,"MCGAVRAN, Christine; BUKOWSKI, Richard William; YACOBIAN, Abraham Jack; ASGHARBEYGI, Nima; SIMMONS, Matthew","62/511,526 26.05.2017 US",EP-2018734669
WO2019125653,PCT/US2018/060890,14.11.2018,WO/2019/125653,27.06.2019,WO,TRAINING A MACHINE LEARNING MODEL WITH DIGITAL AUDIO AND/OR VIDEO,Receive first context information (FCI) including entered in-field incident timeline information values from an in-field incident timeline application and a time associated with an entry of the FCI values. Access a mapping that maps in-field incident timeline information values to events having a pre-determined threshold confidence of occurring and identify an event associated with the received FCI. Determine a location associated with the entry of the FCI and a time period associated with the entry of the FCI. Access a camera location database and identify cameras that have a field of view including the location during the time period. Retrieve audio and/or video streams captured by the cameras during the time period. And provide the audio and/or video streams to machine learning training modules corresponding to machine learning models for detecting the event in and/or video streams for further training of the machine learning models.,G06N 3/08; G06N 20/20; G06N 20/00; G06K 9/00; G06K 9/62; G06F 16/78; G06N 7/00; H04N 7/18,"MOTOROLA SOLUTIONS, INC.","LAW, Daniel A.,; WICKRAMASURIYA, Jehan,","15/851,760 22.12.2017 US",
WO2014149827,PCT/US2014/021098,06.03.2014,WO/2014/149827,25.09.2014,WO,ARTIFICIAL NEURAL NETWORK INTERFACE AND METHODS OF TRAINING THE SAME FOR VARIOUS USE CASES,"An Artificial Neural Network Interface (ANNI) is disclosed along with use cases for the same. The ANNI utilizes one or more decision trees and/or probabilistic/combinatoric analysis to determine optimal responses to current conditions. The ANNI is also enabled to learn new conditions that are accepted as normal and, in response thereto, update the decision tree(s).",G06F 15/18,REMTCS INC.,"XAYPANYA, Tommy; MALINOWSKI, Richard, E.","61/794,430 15.03.2013 US; 61/794,547 15.03.2013 US; 61/794,472 15.03.2013 US; 61/794,505 15.03.2013 US; 61/897,745 30.10.2013 US; 61/891,598 16.10.2013 US; 61/901,269 07.11.2013 US",
WO2019213221,PCT/US2019/030149,01.05.2019,WO/2019/213221,07.11.2019,WO,MACHINE LEARNING-BASED DIAGNOSTIC CLASSIFIER,"Systems and methods for utilizing machine learning to generate a trans-diagnostic classifier that is operative to concurrently diagnose a plurality of different mental health disorders using a single trans-diagnostic questionnaire that includes a plurality of questions (e.g., 17 questions). Machine learning techniques are used to process labeled training data to build statistical models that include trans-diagnostic item-level questions as features to create a screen to classify groups of subjects as either healthy or as possibly having a mental health disorder. A subset of questions are selected from the multiple self-administered mental health questionnaires and used to autonomously screen subjects across multiple mental health disorders without physician involvement, optionally remotely and repeatedly, in a short amount of time.",A61B 5/00,"BLACKTHORN THERAPEUTICS, INC.","MELLEM, Monika, Sharma; LIU, Yuelu; AHAMMAD, Parvez; GONZALEZ CABEZAS, Humberto, Andres; MARTIN, William, J.; GERSBERG, Pablo, Christian","62/665,243 01.05.2018 US",
EP201048781,17152257,19.01.2017,3196788,26.07.2017,EP,COMPUTER SYSTEM FOR DETERMINING A STATE OF MIND AND PROVIDING A SENSORY-TYPE ANTIDOTE TO A SUBJECT,"Computer implemented method and system for achieving a preferred state of mind of a user are disclosed. In a first aspect, the method comprises detecting a biological marker (biomarker) of a user utilizing one or more sensors; and inferring a state of mind of the user based upon data received from the one or more sensors that are provided to computational hardware. Finally the method includes providing an antidote to the user if the inferred state of mind is different than the preferred state of mind utilizing an actuator. In a second aspect, the system comprises one or more sensors for detecting a biological marker (biomarker) of the user and computational hardware for inferring a state of mind of the user based upon data received from the one or more sensors. Finally the system includes an actuator for providing an antidote to the user if the inferred state of mind is different than a preferred state of mind.",G06F 19/00; A61M 21/00; A61M 21/02; G06F 17/30,SHERPA TRUNGRAM GYALTRUL R; CHEN DAVID H C,SHERPA TRUNGRAM GYALTRUL R; CHEN DAVID H C,201615003732 21.01.2016 US,
WO2018191192,PCT/US2018/026770,09.04.2018,WO/2018/191192,18.10.2018,WO,SYSTEM FOR PREDICTING MOVEMENTS OF AN OBJECT OF INTEREST WITH AN AUTOENCODER,"Described is a system for implicitly predicting movement of an object. In an aspect, the system includes one or more processors and a memory, the memory being a non- transitory computer-readable medium having executable instructions encoded thereon, such that upon execution of the instructions, the one or more processors perform operations of providing an image of a first trajectory to a predictive autoencoder, and using the predictive autoencoder, generating a predicted tactical response that comprises a second trajectory based on images of previous tactical responses that were used to train the predictive autoencoder, and controlling a device based on the predicted tactical response.",G06T 7/20; G06K 9/00,"HRL LABORATORIES, LLC","RAHIMI, Amir, M.; KOLOURI, Soheil; BHATTACHARYYA, Rajan","62/483,916 10.04.2017 US; 62/649,893 29.03.2018 US",CN-201880015120.5; EP-2018784088
WO2010030794,PCT/US2009/056531,10.09.2009,WO/2010/030794,18.03.2010,WO,MACHINE LEARNING METHODS AND SYSTEMS FOR IDENTIFYING PATTERNS IN DATA,"Methods for training machines to categorize data, and/or recognize patterns in data, and machines and systems so trained. Variations of the invention relates to methods for training machines that include providing one or more training data samples encompassing one or more data classes, identifying patterns in the one or more training data samples, providing one or more data samples representing one or more unknown classes of data, identifying patterns in the one or more of the data samples of unknown class(es), and predicting one or more classes to which the data samples of unknown class(es) belong by comparing patterns identified in said one or more data samples of unknown class with patterns identified in said one or more training data samples. Support vector machines (SVMs) are also provided in which methods, features, software and processors utilize specialized methods to analyze data.",G06F 15/18,"DIGITAL INFUZION, INC.; VIRKAR, Hemant; STARK, Karen; BORGMAN, Jacob","VIRKAR, Hemant; STARK, Karen; BORGMAN, Jacob","61/095,731 10.09.2008 US",
WO2015103520,PCT/US2015/010114,05.01.2015,WO/2015/103520,09.07.2015,WO,DISTRIBUTED TRAINING OF A MACHINE LEARNING MODEL TO DETECT NETWORK ATTACKS IN A COMPUTER NETWORK,"Training method to train machine learning model (e.g., neural network) used to identify attacks in a network (e.g., denial of service). A first data set is received by a network device that is indicative of the statuses of a plurality of network devices when a type of network attack is not present. A second data set is also received that is indicative of the statuses of the plurality of network devices when the type of network attack is present. At least one of the plurality simulates the type of network attack by operating as an attacking node. A machine learning model is trained using the first and second data set to identify the type of network attack. A real network attack is then identified using the trained machine learning model. Application in Low Power and Lossy Networks.",H04L 12/24; H04L 29/06,"CISCO TECHNOLGY, INC.","VASSEUR, Jean-Philippe; CRUZ MOTA, Javier; DI PIETRO, Andrea","61/923,847 06.01.2014 US; 14/164,446 27.01.2014 US",EP-2015700405
WO2014200991,PCT/US2014/041695,10.06.2014,WO/2014/200991,18.12.2014,WO,"SYSTEM, METHOD AND COMPUTER READABLE MEDIUM FOR RAPID DNA IDENTIFICATION","An extremely efficient method and system for identifying an unknown DNA sample based on probabilistic data structures and machine learning techniques. The method and system can quickly and accurately determine a sample's most likely species, sub-species, or strain. The method and system can identify unknown DNA samples with high accuracy and efficiency (reduced time and resources) without requiring alignment. As such, the method and system is suited to develop innovative applications for, but not limited thereto, many clinical, agricultural, environmental and military/forensic scenarios where the rapid classification of DNA may be of critical utility.",C04B 20/00; G01N 33/50,"UNIVERSITY OF VIRGINIA PATENT FOUNDATION; LAYER, Ryan; QUINLAN, Aaron","LAYER, Ryan; QUINLAN, Aaron","61/833,137 10.06.2013 US",US-14896702; EP-2014810645
WO2018187608,PCT/US2018/026311,05.04.2018,WO/2018/187608,11.10.2018,WO,METHOD FOR UNDERSTANDING MACHINE-LEARNING DECISIONS BASED ON CAMERA DATA,"Described is a system for understanding machine-learning decisions. In an unsupervised learning phase, the system extracts, from input data, concepts represented by a machine-learning (ML) model in an unsupervised manner by clustering patterns of activity of latent variables of the concepts, where the latent variables are hidden variables of the ML model. The extracted concepts are organized into a concept network by learning functional semantics among the extracted concepts. In an operational phase, a subnetwork of the concept network is generated. Nodes of the subnetwork are displayed as a set of visual images that are annotated by weights and labels, and the ML model per the weights and labels.",G06N 99/00,"HRL LABORATORIES, LLC","MARTIN, Charles, E.; KOLOURI, Soheil; HOFFMANN, Heiko","62/482,938 07.04.2017 US",EP-2018780444; CN-201880015891.4
WO2015103514,PCT/US2015/010106,05.01.2015,WO/2015/103514,09.07.2015,WO,DISTRIBUTED TRAINING OF A MACHINE LEARNING MODEL USED TO DETECT NETWORK ATTACKS,"A machine learning model is to be trained by a plurality of devices in a network. A set of training devices are identified, with each of the training devices having a local set of training data. An instruction is then sent to each of the training devices that is configured to cause a training device to receive model parameters from a first training device in the set, use the parameters with at least a portion of the local set of training data to generate new model parameters, and forward the new model parameters to a second training device in the set. Model parameters from the training devices are also received that have been trained using a global set of training data that includes the local sets of training data on the training devices. Machine learning (e.g., artificial neural networks) is used to detect attacks on networks (e.g., DoS, Denial of service in Low Power and Lossy Network, LLN).",H04L 29/06; H04L 12/24,"CISCO TECHNOLOGY, INC.","CRUZ MOTA, Javier; VASSEUR, Jean-Philippe; DI PIETRO, Andrea","61/923,847 06.01.2014 US; 14/164,456 27.01.2014 US",EP-2015701265
WO2013182915,PCT/IB2013/001986,30.05.2013,WO/2013/182915,12.12.2013,WO,TEMPORAL PREDICTIVE ANALYTICS,"A fuzzy complex event processing (CEP) system successfully processing noisy, incomplete, multi-source data in support of near real-time decision-making. The fuzzy CEP solution of the present invention supports decision-making by identifying and exploiting patterns hidden in complex data and can operate in a forensic mode against historical data, near real-time mode for proactive decision-making, or any combination thereof. Fusion algorithms and techniques are applied to observation data that may only partially satisfy an event description in time, space, or other relevant dimensions. Using context propagation, Bayesian reasoning, and spatiotemporal analysis, the present invention provides both predictive awareness of upcoming events and likelihood analysis for events that may have already occurred, but were not evident in the collected data, while at the same time minimizing false detections.",G06N 7/00; G06N 5/04,"INTELLIGENT SOFTWARE SOLUTIONS, INC.","GERKEN, Mark; PAVLIK, Rick; DALY, Kevin","61/655,407 04.06.2012 US; 13/906,101 30.05.2013 US",
WO2019152308,PCT/US2019/015389,28.01.2019,WO/2019/152308,08.08.2019,WO,SELF-ORGANIZING PARTIALLY ORDERED NETWORKS,"A system and method for controlling a nodal network. The method includes estimating an effect on the objective caused by the existence or non-existence of a direct connection between a pair of nodes and changing a structure of the nodal network based at least in part on the estimate of the effect. A nodal network includes a strict partially ordered set, a weighted directed acyclic graph, an artificial neural network, and/or a layered feed-forward neural network.",G06F 15/18; G06N 3/063,D5AI LLC,"BAKER, James, K.; BAKER, Bradley, J.","62/623,773 30.01.2018 US; 62/647,085 23.03.2018 US",
WO2019094843,PCT/US2018/060205,09.11.2018,WO/2019/094843,16.05.2019,WO,SYSTEMS AND METHODS FOR SAFE AND RELIABLE AUTONOMOUS VEHICLES,"Autonomous driving is one of the world's most challenging computational problems. Very large amounts of data from cameras, RADARs, LIDARs, and HD-Maps must be processed to generate commands to control the car safely and comfortably in real-time. This challenging task requires a dedicated supercomputer that is energy-efficient and low-power, complex high-performance software, and breakthroughs in deep learning Al algorithms. To meet this task, the present technology provides advanced systems and methods that facilitate autonomous driving functionality, including a platform for autonomous driving Levels 3, 4, and/or 5. In preferred embodiments, the technology provides an end-to-end platform with a flexible architecture, including an architecture for autonomous vehicles that leverages computer vision and known ADAS techniques, providing diversity and redundancy, and meeting functional safety standards. The technology provides for a faster, more reliable, safer, energy-efficient and space- efficient System-on-a-Chip, which may be integrated into a flexible, expandable platform that enables a wide-range of autonomous vehicles, including cars, taxis, trucks, and buses, as well as watercraft and aircraft.",G05D 1/02; G06N 3/00; G06N 3/04; G06F 15/16; G05D 1/00; B60W 30/00,NVIDIA CORPORATION,"DITTY, Mike; HICOK, Gary; SWEEDLER, Jonathan; FARABET, Clement; YOUSUF, Mohammed, Abdulla; CHAN, T.Y.; GANAPATHI, Ram; SRINIVASAN, Ashok; TRUOG, Mike; GREB, Karl; MATHIESON, John; NISTER, David; FLORY, Kevin; PERRIN, Daniel; HETTENA, Dan","62/584,549 10.11.2017 US",
EP14502209,05019965,14.09.2005,1638042,22.03.2006,EP,Mobile hybrid software router,"A hybrid router for dynamical control systems is described. The mobile hybrid software router (MHSR) combines distinctive computational and mathematical techniques, including evolutionary computation (EC), probabilistic simulations (PS), machine learning and artificial neural networks (A-NNs), in order to solve unique problems encountered in an unknown environment in real time. Embodied in intelligent mobile software agents (IMSAs), the MHSR operates within a multi-agent system (MAS) to continually optimize system operation. The MHSR is applied to several major complex system categories. In one embodiment of the system, the MHSR is implemented in hardware, including continuously programmable field programmable gate arrays (CP-FPGAs), for perpetually reconfigurable evolvable hardware operation. Whether in application-specific or multi-functional mode, the MHSR is useful to groups of agents in intelligent systems for adaptation to uncertain environments in order to perform self-organization capabilities.",G06N 3/08; G06N 5/00,SOLOMON NEAL E,SOLOMON NEAL E,05019965 14.09.2005 EP,
WO2009020482,PCT/US2008/005888,08.05.2008,WO/2009/020482,12.02.2009,WO,HIDDEN MARKOV MODEL ('HMM')-BASED USER AUTHENTICATION USING KEYSTROKE DYNAMICS,"Hidden Markov Models ('HMMs') are used to analyze keystroke dynamics measurements collected as a user types a predetermined string on a keyboard. A user enrolls by typing the predetermined string several times; the enrollment samples are used to train a HMM to identify the user. A candidate who claims to be the user provides a typing sample, and the HMM produces a probability to estimate the likelihood that the candidate is the user he claims to be. A computationally-efficient method for preparing HMMs to analyze certain types of processes is also described.",G10L 17/00; G06F 21/00; G06K 9/00,"LOUISIANA TECH UNIVERSITY RESEARCH FOUNDATION, A DIVISION OF THE LOUISIANA TECH UNIVERSITY FOUNDATION, INC.; THE PENN STATE RESEARCH FOUNDATION; PHOHA, Vir, V.; PHOHA, Shashi; RAY, Asok; JOSHI, Shrijit, Sudhakar; VUYYURU, Sampath, Kumar","PHOHA, Vir, V.; PHOHA, Shashi; RAY, Asok; JOSHI, Shrijit, Sudhakar; VUYYURU, Sampath, Kumar","60/938,001 15.05.2007 US; 12/116,142 06.05.2008 US",
WO2004018158,PCT/US2003/026764,21.08.2003,WO/2004/018158,04.03.2004,WO,ORGANIZING GROUPS OF SELF-CONFIGURABLE MOBILE ROBOTIC AGENTS,"A system of self-organizing mobile robotic agents (MRAs) (6) in a multi robotic system (MRS) (2). MRAs cooperate, learn and interact with the environment. The system uses various AI technologies including genetic algorithms, genetic programming and evolving artificial neural networks to develop emergent dynamic behaviors. The collective behaviors of autonomous intelligent robotic agents are applied to numerous applications. The system uses hybrid control architectures. The system also develops dynamic coalitions of groups of autonomous MRAs (2) for formation and reformation in order to perform complex tasks.",B64C 39/02; F41H 13/00; G05D 1/02; G05D 1/10,"SOLOMON, Neal","SOLOMON, Neal","60/404,945 21.08.2002 US; 60/404,946 21.08.2002 US",JP-2004531235; EP-2003793423
WO2016145423,PCT/US2016/022224,11.03.2016,WO/2016/145423,15.09.2016,WO,SYSTEMS AND METHODS FOR PREDICTING OUTCOMES USING A PREDICTION LEARNING MODEL,"A method comprises receiving a network of a plurality of nodes and a plurality of edges, each of the nodes comprising members representative of at least one subset of training data points, each of the edges connecting nodes that share at least one data point, grouping the data points into a plurality of groups, each data point being a member of at least one group, creating a first transformation data set, the first transformation data set including the training data set as well as a plurality of feature subsets associated with at least one group, values of a particular data point for a particular feature subset for a particular group being based on values of the particular data point if the particular data point is a member of the particular group, and applying a machine learning model to the first transformation data set to generate a prediction model.",G06F 15/18,"AYASDI, INC.","CARLSSON, Gunnar","62/131,767 11.03.2015 US",EP-2016762687
WO2019199438,PCT/US2019/023951,26.03.2019,WO/2019/199438,17.10.2019,WO,DEEP REINFORCEMENT LEARNING TECHNOLOGIES FOR DETECTING MALWARE,Technologies for detecting malware based on reinforcement learning model to detect whether a file is malicious or benign and to determine the best time to halt the file's execution in so detecting. The reinforcement learning model combined with an event classifier and a file classifier learns whether to halt execution after enough state information has been observed or to continue execution if more events are needed to make a highly confident determination. The algorithm disclosed allows the system to decide when to stop on a per file basis.,G06F 21/56; G06N 7/00; H04L 29/06; G06N 20/00; G06N 3/02,"MICROSOFT TECHNOLOGY LICENSING, LLC","WANG, Yu; STOKES, Jack, Wilson, III; MARINESCU, Adrian, Mihail","15/949,873 10.04.2018 US",
WO2018141061,PCT/CA2018/050116,01.02.2018,WO/2018/141061,09.08.2018,WO,SYSTEM AND METHOD FOR MEASURING PERCEPTUAL EXPERIENCES,"There is provided a method for determining perceptual experiences. The method comprises obtaining a plurality of signals acquired by a measurement device comprising a plurality of sensors positioned to measure brain activity of users being measured by the measurement device; providing the plurality of signals, without pre-processing, to a processing system comprising at least one deep learning module, the at least one deep learning module being configured to process the signals to generate at least one capability, wherein combinations of one or more of the at least one capability form the perceptual experiences; and providing an output corresponding to a combination of one or more of the at least one capability to an application utilizing the corresponding perceptual experience.",A61B 5/16; A61B 5/0476; G06F 15/18; G06F 3/01; G06N 3/02; G06N 3/08; G16H 50/20,CEREBIAN INC.,"AYYAD, Karim","62/453,022 01.02.2017 US",EP-2018747760; CN-201880023688.1
WO2019060468,PCT/US2018/051827,19.09.2018,WO/2019/060468,28.03.2019,WO,SYSTEMS AND METHODS FOR NATURAL LANGUAGE PROCESSING AND CLASSIFICATION,"Systems and methods for natural language processing and classification are provided. In some embodiments, the systems and methods include a communication editor dashboard which receives the message, performs natural language processing to divide the message into component parts. The system displays the message in a first pane with each of the component parts overlaid with a different color, and displaying in a second pane the insights, the confidence scores associated with each insight, the sentiment and the actions. In another embodiment, the systems and methods include combining outputs from multiple machine learned AI models into a unified output. In another embodiment, the systems and methods include responding to simple question using natural language processing.",G06Q 30/02; G06N 99/00,"CONVERSICA, INC.","TERRY, George Alexis; KOEPF, Werner; HARRIGER, James D.; WEBB-PURKIS, William Dominic; SILVERBEARS, Joseph, M.; GAINOR, Macgregor, S.; GINSTROM, Ryan Francis; JONNALAGADDA, Siddhartha, Reddy","16/019,382 26.06.2018 US; 16/129,722 12.09.2018 US; 62/561,194 20.09.2017 US; 16/129,729 12.09.2018 US",
