Time:,21.04.2020 00:24:13,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2019222289,PCT/US2019/032313,14.05.2019,WO/2019/222289,21.11.2019,WO,A GENERALIZABLE AND INTERPRETABLE DEEP LEARNING FRAMEWORK FOR PREDICTING MSI FROM HISTOPATHOLOGY SLIDE IMAGES,"A generalizable and interpretable deep learning model for predicting microsatellite instability from histopathology slide images is provided. Microsatellite instability (MSI) is an important genomic phenotype that can direct clinical treatment decisions, especially in the context of cancer immunotherapies. A deep learning framework is provided to predict MSI from histopathology images, to improve the generalizability of the predictive model using adversarial training to new domains, such as on new data sources or tumor types, and to provide techniques to visually interpret the topological and morphological features that influence the MSI predictions.",G06T 7/00; G06N 3/08; G06N 20/10,"TEMPUS LABS, INC.","KHAN, Aly, Azeem","62/671,300 14.05.2018 US",
WO2019164850,PCT/US2019/018617,19.02.2019,WO/2019/164850,29.08.2019,WO,THREE-DIMENSIONAL CELL AND TISSUE IMAGE ANALYSIS FOR CELLULAR AND SUB-CELLULAR MORPHOLOGICAL MODELING AND CLASSIFICATION,"The ability to automate the processes of specimen collection, image acquisition, data pre-processing, computation of derived biomarkers, modeling, classification and analysis can significantly impact clinical decision-making and fundamental investigation of cell deformation. This disclosure combine 3D cell nuclear shape modeling by robust smooth surface reconstruction and extraction of shape morphometry measure into a highly parallel pipeline workflow protocol for end-to-end morphological analysis of thousands of nuclei and nucleoli in 3D. This approach allows efficient and informative evaluation of cell shapes in the imaging data and represents a reproducible technique that can be validated, modified, and repurposed by the biomedical community. This facilitates result reproducibility, collaborative method validation, and broad knowledge dissemination.",G06T 17/20; G06T 7/11; G06T 3/40; G16B 45/00,THE REGENTS OF THE UNIVERSITY OF MICHIGAN,"DINOV, Ivaylo; ATHEY, Brian D.; DILWORTH, David S.; ALLYN-FEUER, Ari; KALININ, Alexandr; ADE, Alex S.","62/632,663 20.02.2018 US; 16/277,128 15.02.2019 US",
EP14284139,02756018,28.05.2002,1508861,23.02.2005,EP,METHOD FOR SYNTHESISING A SELF-LEARNING SYSTEM FOR KNOWLEDGE ACQUISITION FOR TEXT-RETRIEVAL SYSTEMS,"The invention relates to computer science, information-search and intelligent systems, and can be used in developing information-search and other information and intelligent systems that operate on the basis of Internet. The invention provides the possibility of automatic creation of knowledge by extraction of knowledge from textual documents in electronic form in different languages; intelligent processing of textual information and users' requests to extract knowledge in any foreign language. The claimed method provides a mechanism of self-learning in the form of a stochastically indexed system of artifical intelligence, providing automatic instruction of the system in rules of grammatical and semantic analysis. The method includes creating databases of stochastically indexed dictionaries, tables of indices of linguistic texts and knowledge bases of morphological analysis; performing morphological and syntactical analysis, and also stochastic indexing of textual documents in respect to a given theme from the search system in a given language, and creating knowledge base of syntactical analysis. Stochastically indexed textual documents pertaining to the given theme are subjected to semantic analysis, and knowledge bases of semantic analysis. A user's request is compiled and transformed, in the stochastically indexed form, into a plurality of new requests that are equivalent to the original request; and stochastically indexed fragments of textual documents that comprise all word combinations of the transformed request are selected. A stochastically indexed structure is generated from the selected documents and basing on said structure by means of logical conclusion a brief reply of the system is generated. Relevancy of the obtained brief reply is checked by generating an interrogative sentence based on said reply, and by comparing said sentence with the request. When the user's request is identical to the obtained interrogative sentence, the decision is made that the brief reply of the system is identical to the request, and the reply is submitted to the user. <IMAGE>",G09B 19/00; G06F 17/30; G06F 15/18; G06F 17/00; G06F 17/27; G06F 17/28; G06F 17/30; G06N 5/02; G09B 19/00,NASYPNY VLADIMIR VLADIMIROVICH; NASYPNAYA GALINA ANATOLIEVNA,NASYPNY VLADIMIR VLADIMIROVICH; NASYPNAYA GALINA ANATOLIEVNA,0200258 28.05.2002 RU,
WO2019051358,PCT/US2018/050176,10.09.2018,WO/2019/051358,14.03.2019,WO,PATIENT RISK STRATIFICATION BASED ON BODY COMPOSITION DERIVED FROM COMPUTED TOMOGRAPHY IMAGES USING MACHINE LEARNING,"A system and method for determining patient risk stratification is provided based on body composition derived from computed tomography images using segmentation with machine learning. The system may enable real-time segmentation for facilitating clinical application of body morphological analysis sets. A fully-automated deep learning system may be used for the segmentation of skeletal muscle cross sectional area (CSA). Whole-body volumetric analysis may also be performed. The fully-automated deep segmentation model may be derived from an extended implementation of a Fully Convolutional Network with weight initialization of a pre-trained model, followed by post processing to eliminate intramuscular fat for a more accurate analysis.",G06F 19/00,THE GENERAL HOSPITAL CORPORATION,"DO, Synho; FINTELMANN, Florian; LEE, Hyunkwang","62/555,771 08.09.2017 US",
WO2008065432,PCT/GB2007/004617,30.11.2007,WO/2008/065432,05.06.2008,WO,BIOMEDICAL SIGNAL MORPHOLOGY ANALYSIS METHOD,"A way of quantifying the shape of an ECG waveform is disclosed by detecting the JT segment using two Hidden Markov Models and calculating the analytic signal of the JT segment. Parameters calculated from the analytic signal are used as shape descriptors for the JT segment. The shape descriptors may be displayed in a dimensionality-reduced mapping. Templates representing characteristic shapes can be produced by finding cluster centres in the shape descriptor space, and the novelty of new waveforms can be quantified by comparing the position in shape descriptor space of new shape descriptors to a predefined normal training set or to previously encountered waveforms. Novel shape descriptors can be used to retrieve the corresponding waveforms, and templates of such novel shapes can be created by averaging such waveforms, using dynamic time warping to allow for variations in heart rate. The templates can be manually segmented and the manual segmentation propagated back into other waveforms having similar shape descriptors.",A61B 5/04,"OXFORD BIOSIGNALS LIMITED; TARASSENKO, Lionel; PATTERSON, Alan; STRACHAN, Iain, Guy","TARASSENKO, Lionel; PATTERSON, Alan; STRACHAN, Iain, Guy",0624085.7 01.12.2006 GB,JP-2009538789; US-12517136; EP-2007824775
WO2012145782,PCT/AU2011/000483,27.04.2011,WO/2012/145782,01.11.2012,WO,GENERIC SYSTEM FOR LINGUISTIC ANALYSIS AND TRANSFORMATION,"A system providing a set of natural language processing functionalities, such as named entity extraction, domain extraction, sense disambiguation, automatic translation between different natural languages, morphological analysis, tokenization, via a unified process of analysis and transformation, using underlying linguistic database. The invention can accept text input and can be used to translate text, find out the correct sense of a word, obtain the main subject of a text, obtain the grammatical attributes of a word, paraphrase a text, and search for specific entities within the input text.",G06F 17/28; G06F 17/21; G06F 17/27,"BERMAN, Vadim; DIGITAL SONATA PTY LTD","BERMAN, Vadim",,EP-2011864378
WO2018187548,PCT/US2018/026223,05.04.2018,WO/2018/187548,11.10.2018,WO,ANTIMICROBIAL SUSCEPTIBILITY TESTING WITH LARGE-VOLUME LIGHT SCATTERING IMAGING AND DEEP LEARNING VIDEO MICROSCOPY,"A method for deep learning video microscopy-based antimicrobial susceptibility testing of a bacterial strain in a sample by acquiring image sequences of individual bacterial cells of the bacterial strain in a subject sample before, during, and after exposure to each antibiotic at different concentrations. The image sequences are compressed into static images while preserving essential phenotypic features. Data representing the static images is input into a pre-trained deep learning (DL) model which generates output data; and antimicrobial susceptibility for the bacterial strain is determined from the output data.",C12Q 1/04; C12M 1/34; G01N 33/569; G06N 3/02,ARIZONA BOARD OF REGENTS ON BEHALF OF ARIZONA STATE UNIVERSITY,"TAO, Nongjian; WANG, Shaopeng; YU, Hui","62/482,099 05.04.2017 US",
EP162065870,14813194,15.05.2014,3012746,27.04.2016,EP,"TEXT MATCHING DEVICE AND METHOD, AND TEXT CLASSIFICATION DEVICE AND METHOD","[Object] To provide a system for automatically and reliably collecting information belonging to a given category, and matching the information appropriately in a timely manner.  [Solution] A text classifying device 30 analyzes dependency of collected texts by a morpheme analyzing unit 52 and a dependency analyzing unit 54. A problem report collecting unit 64 specifies a core consisting of noun + predicate in a text based on dependency relation of the text, and using a combination of noun classification (trouble/non-trouble) and predicate classification (excitatory/inhibitory), classifies the text to a problem report or the rest, by a method referred to as core-based matrix. Support information collecting device 66 and request message collecting device 68 collect support information and request messages in the similar manner. A matching device 76 matches problem reports and support information collected by problem report collecting unit 64 and support information collecting device 66 by a method referred to as co-occurrence core matrix, and thus associates problem information (support information) with appropriate support information (problem information).",G06F 17/30,NAT INST INF & COMM TECH,SANO MOTOKI; VARGA ISTVAN; TORISAWA KENTARO; HASHIMOTO CHIKARA; OOTAKE KIYONORI; KAWAI TAKAO; OH JONGHOON; DE SAEGER STIJN,2013128454 19.06.2013 JP; 2014062912 15.05.2014 JP,
WO2018140014,PCT/US2017/014982,25.01.2017,WO/2018/140014,02.08.2018,WO,CLASSIFYING BIOLOGICAL SAMPLES USING AUTOMATED IMAGE ANALYSIS,"A system for imaging biological samples and analyzing images of the biological samples is provided. The system can automatically analyze images of biological samples to classify cells of interest using machine learning techniques. Some implementations can diagnose diseases associated with specific cell types. Devices, methods, and computer program product for imaging and analyzing biological samples are also provided.",G06K 9/00; G06N 3/02; G06K 9/62; G06K 9/46,"ATHELAS, INC.","TANDON, Tanay; BODAPATI, Deepika; TANDON, Utkarsh",,
EP14309108,04026896,12.11.2004,1531400,18.05.2005,EP,Method and apparatus for processing natural language using MTA intersection,"Operations for weighted and non-weighted multi-tape automata are described for use in natural language processing tasks such as morphological analysis, disambiguation, and entity extraction.",G06F 17/27; G10L 15/193,XEROX CORP,KEMPE ANDRE; GUINGNE FRANCK; NICART FLORENT,48163903 14.11.2003 US; 84991804 21.05.2004 US; 84991904 21.05.2004 US,
WO2014035394,PCT/US2012/053061,30.08.2012,WO/2014/035394,06.03.2014,WO,METHOD AND SYSTEM FOR PREDICTING SPEECH RECOGNITION PERFORMANCE USING ACCURACY SCORES,"A system and method are presented for predicting speech recognition performance using accuracy scores in speech recognition systems within the speech analytics field. A keyword set is selected. Figure of Merit (FOM) is computed for the keyword set. Relevant features that describe the word individually and in relation to other words in the language are computed. A mapping from these features to FOM is learned. This mapping can be generalized via a suitable machine learning algorithm and be used to predict FOM for a new keyword. In at least embodiment, the predicted FOM may be used to adjust internals of speech recognition engine to achieve a consistent behavior for all inputs for various settings of confidence values.",G10L 15/14,"INTERACTIVE INTELLIGENCE, INC.; GANAPATHIRAJU, Aravind; TAN, Yingyi; WYSS, Felix, Immanuel; RANDAL, Scott, Allen","GANAPATHIRAJU, Aravind; TAN, Yingyi; WYSS, Felix, Immanuel; RANDAL, Scott, Allen",,CA-2883076; JP-2015529768; AU-2012388796; CL-2015-447; EP-2012883743
EP76901656,11181107,13.09.2011,2570974,20.03.2013,EP,Automatic crowd sourcing for machine learning in information extraction,"The present document relates to the field of machine learning and information extraction. In particular, the present document relates to a method and system for machine learning and information extraction using data to which the system does not have direct access to, in order to extract named entities or other information from that data in a flexible and adaptive way. A method for enabling machine learning from unstructured documents is described. The method comprises analyzing, at an electronic device (401), one or more structured databases, thereby providing a mapping (101) between a plurality of referenced character strings and a corresponding plurality of type labels; providing (102), at the electronic device (401), a first unstructured document comprising a plurality of unstructured character strings; analyzing the first unstructured document to identify (103) a first character string of the plurality of unstructured character strings which is associated with a first referenced character string of the plurality of referenced character strings; associating (104), within the first unstructured document, a first type label which is mapped to the first referenced character string to the first character string; and determining a training set for machine learning from the first unstructured document comprising the association to the first type label.",G06N 99/00; G06N 5/00; H04L 12/58,EXB ASSET MAN GMBH,ASSADOLLAHI RAMIN; BORDAG STEFAN,11181107 13.09.2011 EP,
EP95057961,11848486,28.11.2011,2653981,23.10.2013,EP,"NATURAL LANGUAGE PROCESSING DEVICE, METHOD, AND PROGRAM","A natural language processing apparatus (10) includes a result acquisition unit (11) that acquires a plurality of analysis results indicating parts of speech of morphemes contained in one or more common sentences, the analysis results obtained by analyzing the one or more common sentences using a plurality of types of morphological analyzers A1, A2 and A3, a pattern acquisition unit (12) that detects a common segmentation point in the plurality of analysis results, extracts one or more parts of speech corresponding to a character string segmented at the common segmentation point from each of the analysis results, and acquires a set of the extracted one or more parts of speech as a part-of-speech differing pattern, a storage unit (13) that stores the acquired part-of-speech differing pattern together with the number of appearances of the part-of-speech differing pattern, and a candidate specifying unit (14) that extracts the part-of-speech differing pattern with the number of appearances being equal to or less than a predetermined threshold from the storage unit (13) and specifies the character string corresponding to the extracted part-of-speech differing pattern as a character string containing a candidate for an unknown word.",G06F 17/27; G06F 40/00,RAKUTEN INC,SEKINE SATOSHI; WAKAHARA HAJIME,2011077418 28.11.2011 JP; 201061424283 17.12.2010 US,
WO2020051249,PCT/US2019/049599,04.09.2019,WO/2020/051249,12.03.2020,WO,"METHODS AND SYSTEMS FOR USING MACHINE-LEARNING EXTRACTS AND SEMANTIC GRAPHS TO CREATE STRUCTURED DATA TO DRIVE SEARCH, RECOMMENDATION, AND DISCOVERY","Methods and systems for using a combination of semantic graphs and machine learning to automatically generate structured data, recognize important entities/keywords, and create weighted connections for more relevant search results and recommendations. For example, by inferring relevant entities, metadata results are richer and more meaningful, enabling faster decision-making for the consumer and stronger viewership for the content owner.",H04N 21/466; H04N 21/8405; H04N 21/482; G06F 16/33; G06F 17/27,"ROVI GUIDES, INC.","CHUNGAPALLI, Lijin; PERAMBATTU, Venkata Babji","201841033185 04.09.2018 IN; 16/289,573 28.02.2019 US; 16/289,575 28.02.2019 US",
WO2020028313,PCT/US2019/044056,30.07.2019,WO/2020/028313,06.02.2020,WO,SYSTEMS AND METHODS FOR APPLYING MACHINE LEARNING TO ANALYZE MICROCOPY IMAGES IN HIGH-THROUGHPUT SYSTEMS,"The current invention describes systems, methods and apparatus for the combination of high-throughput flow imaging microscopy coupled with convolutional neural networks to analyze particles, such as aggregated biomolecules, and cells for use in in a variety of diagnostic, therapeutic and industrial applications.",G01N 15/14; G02B 21/00; G06N 3/067; G06N 3/08; G06T 1/00; G06T 3/40; G06T 7/00,"THE REGENTS OF THE UNIVERSITY OF COLORADO A BODY CORPORATE; URSA ANALYTICS, INC","RANDOLPH, Theodore, W.; DANIELS, Austin, Lewis; CALDERON, Christopher, P.","62/712,970 31.07.2018 US",
EP198313353,16169778,16.05.2016,3176708,07.06.2017,EP,METHOD AND SYSTEM FOR CONSTRUCTING NATURAL LANGUAGE PROCESSING SCHEMA AND KNOWLEDGE DATABASE THEREOF,"Disclosed is a method and system constructing a natural language processing schema for a text based on identification information and relation information by identifying words included in a text, by associating the identification information, which includes position information related to each word, with each of the identified words, and by identifying the relation information indicating dependency between words included in the text.",G06F 16/36; G06F 17/27,KOREA ADVANCED INST SCI & TECH,CHOI KEY-SUN; HAHM YOUNG GYUN; NAM SANGHA; CHOI GYUHYEON,20150171222 03.12.2015 KR; 20160010591 28.01.2016 KR,
WO2020026033,PCT/IB2019/000926,01.08.2019,WO/2020/026033,06.02.2020,WO,SYSTEMS AND METHODS FOR IMPROVED ANALYSIS AND GENERATION OF MEDICAL IMAGING REPORTS,"Systems and methods for the improved analysis and generation of medical imaging reports are disclosed. In particular, the present disclosure provides systems and methods that may be used for the automated analysis of radiological information, such as medical images and related text statements for discrepancy analysis, accuracy analysis and quality assurance. Systems and methods may include receiving medical images and textual data, generating enhanced medical image data by applying an artificial intelligence module to the received medical images, generating structured text data by applying a natural language processing module to the received textual data, and generating improved medical image reports and/or alerts based on the generated enhanced medical image data and the generated structured text data.",G06K 9/00,IMEDIS AI LTD,"GLOTTMANN, Tomer; PFERRER, Shmuel, Yitzhak; BLUMENFELD, Aviel","62/713,557 02.08.2018 US",
WO2015166606,PCT/JP2014/082428,08.12.2014,WO/2015/166606,05.11.2015,WO,"NATURAL LANGUAGE PROCESSING SYSTEM, NATURAL LANGUAGE PROCESSING METHOD, AND NATURAL LANGUAGE PROCESSING PROGRAM","A natural language processing system according to an embodiment is provided with an analysis unit and a correction unit. The analysis unit, by executing a morphological analysis with respect to a single sentence by using a division model, sets a tag to each divided element obtained by dividing the single sentence. The division model includes an output feature score indicating the correspondence between the divided element and the tag, and a transition feature score indicating a combination of two tags corresponding to continuous two divided elements. The correction unit compares the tag indicated by an analysis result obtained by the analysis unit with correct data indicating a correct tag of the single sentence, and corrects the division model used in the morphological analysis of the next sentence by the analysis unit by increasing the score of a feature related to the correct tag corresponding to an incorrect tag while decreasing the score of a feature related to the incorrect tag.",G06F 17/27,"RAKUTEN, INC.; 楽天株式会社",HAGIWARA Masato; 萩原　正人,61/985615 29.04.2014 US,KR-1020167028427; JP-2015512822
WO2008045815,PCT/US2007/080663,07.10.2007,WO/2008/045815,17.04.2008,WO,METHOD AND SYSTEM FOR NATURAL-LANGUAGE SENTENCE GENERATION FROM LANGUAGE-INDEPENDENT SEMANTIC STRUCTURES,"A method and computer system for translating sentences between languages from an intermediate language-independent semantic representation is provided. On the basis of comprehensive understanding about languages and semantics, exhaustive linguistic descriptions are used to analyze sentences, to build syntactic structures and language independent semantic structures and representations, and to synthesize one or more sentences in a natural or artificial language. A computer system is also provided to analyze and synthesize various linguistic structures and to perform translation of a wide spectrum of various sentence types. As result, a generalized data structure, such as a semantic structure, is generated from a sentence of an input language and can be transformed into a natural sentence expressing its meaning correctly in an output language. The method and computer system can be applied to in automated abstracting, machine translation, natural language processing, control systems, Internet information retrieval, etc.",G06F 17/27; G06F 17/28,"ABBYY SOFTWARE LTD; ANISIMOVICH, Konstantin; SELEGEY, Vladimir; ZUEV, Konstantin","ANISIMOVICH, Konstantin; SELEGEY, Vladimir; ZUEV, Konstantin","11/548,214 10.10.2006 US; 11/690,099 22.03.2007 US",
WO1991020048,PCT/US1991/004410,21.06.1991,WO/1991/020048,26.12.1991,WO,CELLULAR ANALYSIS UTILIZING VIDEO PROCESSING AND NEURAL NETWORK,"A system for microscopic analysis and classification includes a plurality of vision systems (VS1 - VSn) and a host computer (40). The vision system assigns vectors representing a color characteristic of a stained cell on a slide (10). These vectors represent hue, saturation and intensity histograms of a cell and/or the nucleus of the cell. Other cell features such as area, area of the nucleus and area of the cell cytoplasm can also be used as vectors. The vectors are fed into a neural network (fig. 14) which performs the classification.",G06F 19/00; G06N 3/04,"APPLIED ELECTRONIC VISION, INC.","ESPENHAHN, Eric, T.; PEREIRA, Jamie","541,705 21.06.1990 US",
WO2013037119,PCT/CN2011/079710,16.09.2011,WO/2013/037119,21.03.2013,WO,DEVICE AND METHOD FOR ERYTHROCYTE MORPHOLOGY ANALYSIS,"Disclosed is a device and method for erythrocyte morphology analysis. The method includes: samples are placed under an automatic microscope and amplified, then morphology images of the cells in the samples are taken by CCD, and after such images are digitized with an image digitizer, image segmentation and location and extraction of target feature parameters are performed; the morphology feature parameters of the erythrocytes are isolated by a classifier established on the basis of neural networks, and the data from the morphology feature parameters of each kind of erythrocyte is normalized by a feature fusion device established on the basis of fuzzy clustering, and each class of normalized parameters obtained is subjected to statistical analysis, respectively, or comprehensive statistical analysis according to several classes of parameters, and is represented as graphs or numerical tables. On this basis it is determined whether the morphology of the erythrocytes is normal or not, and the source and nature of the erythrocytes can be identified by detection of each kind of erythrocyte with abnormal morphology.",G01N 33/49; G06N 3/02,"AVE SCIENCE & TECHNOLOGY CO., LTD.; 爱威科技股份有限公司; DING, Jianwen; 丁建文; ZHOU, Fengliang; 周丰良; LIANG, Guangming; 梁光明","DING, Jianwen; 丁建文; ZHOU, Fengliang; 周丰良; LIANG, Guangming; 梁光明",,EP-2011872496; US-13880593; TR-2013/15380
EP14507559,04447212,27.09.2004,1640968,29.03.2006,EP,Method and device for speech synthesis,"The present invention is related to a method to synthesise speech, comprising the steps of  applying a linguistic analysis to a sentence to be transformed into a speech signal, whereby the analysis yields phonemes to be pronounced and, associated to each phoneme, a list of linguistic features,  selecting candidate speech units, based on selected linguistic features,  forming the speech signal by concatenating speech units selected among the candidate speech units.",G10L 13/06; G10L 13/08,MULTITEL ASBL,BEAUFORT RICHARD; COLOTTE VINCENT,04447212 27.09.2004 EP,
EP14407546,05447078,08.04.2005,1589524,26.10.2005,EP,Method and device for speech synthesis,"The present invention is related to a method to synthesise speech, comprising the steps of  applying a linguistic analysis to a sentence to be transformed into a speech signal, whereby the analysis yields phonemes to be pronounced and, associated to each phoneme, a list of linguistic features, selecting candidate speech units, based on selected linguistic features, forming the speech signal by concatenating speech units selected among the candidate speech units.  <IMAGE>",G10L 13/06; G10L 13/10,MULTITEL ASBL,COLOTTE VINCENT; BEAUFORT RICHARD,04447212 27.09.2004 EP; 05447078 08.04.2005 EP; 56238204 15.04.2004 US,
WO1995030193,PCT/US1995/003492,21.03.1995,WO/1995/030193,09.11.1995,WO,A METHOD AND APPARATUS FOR CONVERTING TEXT INTO AUDIBLE SIGNALS USING A NEURAL NETWORK,"Text may be converted to audible signals, such as speech, by first training a neural network using recorded audio messages (204). To begin the training, the recorded audio messages are converted into a series of audio frames (205) having a fixed duration (213). Then, each audio frame is assigned a phonetic representation (203) and a target acoustic representation, where the phonetic representation (203) is a binary word that represents the phone and articulation characteristics of the audio frame, while the target acoustic representation is a vector of audio information such as pitch and energy. After training, the neural network is used in conversion of text into speech. First, text that is to be converted is translated to a series of phonetic frames of the same form as the phonetic representations (203) and having the fixed duration (213). Then the neural network produces acoustic representations in response to context descriptions (207) that include some of the phonetic frames. The acoustic representations are then converted into a speech wave form by a synthesizer.",G10L 13/08,MOTOROLA INC.,"KARAALI, Orhan; CORRIGAN, Gerald, Edward; GERSON, Ira, Alan","08/234,330 28.04.1994 US",EP-1995913782; CN-95190349.7; CA-2161540; FI-955608
WO2001035391,PCT/US2000/030918,10.11.2000,WO/2001/035391,17.05.2001,WO,DISTRIBUTED REAL TIME SPEECH RECOGNITION SYSTEM,"A real-time system (100) incorporating speech recognition and linguistic processing for recognizing a spoken query by a user and distributed between client (150) and server (180), is disclosed. The system (100) accepts user's queries in the form of speech at the client (150) where minimal processing extracts a sufficient number of acoustic speech vectors representing the utterance. These vectors are sent via a communications channel (160A) to the server (180) where additional acoustic vectors are derived. Using Hidden Markov Models (HMMs), and appropriate grammars and dictionaries conditioned by the selections made by the user, the speech representing the user's query is fully decoded into text (or some other suitable form) at the server (180). The text corresponding to the user's query is then simultaneously sent to a natural language engine (190) and a database processor (186) where optimized SQL statements are constructed for a full-text search from a database (188) for a record set of several stored questions that best matches the user's query. Further processing in the natural language engine (190) narrows the search to a single stored question. The answer corresponding to this single stored question is next retrieved from the file path and sent to the client (150) in compressed form. At the client (150), the answer to the user's query is articulated to the user using a text-to-speech engine (159) in his or her native natural language. The system (100) requires no training and can operate in several natural languages.",G06F 17/30; G09B 7/02; G10L 15/14; G10L 15/18; G10L 15/28,"PHOENIX SOLUTIONS, INC.; BENNETT, Ian, M.; BABU, Bandi, Ramesh; MORKHANDIKAR, Kishor; GURURAJ, Pallaki","BENNETT, Ian, M.; BABU, Bandi, Ramesh; MORKHANDIKAR, Kishor; GURURAJ, Pallaki","09/439,145 12.11.1999 US",JP-2001537046; EP-2000977144
WO2019084697,PCT/CA2018/051400,06.11.2018,WO/2019/084697,09.05.2019,WO,"PLATFORM, DEVICE AND PROCESS FOR ANNOTATION AND CLASSIFICATION OF TISSUE SPECIMENS USING CONVOLUTIONAL NEURAL NETWORK","Embodiments described herein provide a platform, device and process for digital pathology that enable multi-level annotation and visualization of histopathologic slides using a modular arrangement of deep convolutional neural networks (CNNs). The CNNs can be trained using pathology images (e.g., in some cases increasing the base of data by breaking larger fields of view into smaller ones) to learn features consistent with certain pathologies. The platform can use the CNNs to visually annotate pathology slides at an interface tool of a display device. The platform can automate the process of selection, as well as provide an opportunity for the pathologist to see a depiction of predicted results. The platform can use the CNNs to identify regions of interest on pathology slides. The interface tool can enable a predicted region of interest (ROI) type to be visually presented on a surface map showing the basis of the prediction. If the ROI primarily lands in part of the hyperdimensional space not occupied by any training set, then the interface tool is capable of marking it as an ROI of unknown type.",G06K 9/62; A61B 90/00; G06N 3/02,UNIVERSITY HEALTH NETWORK,"FAUST, Kevin; VOLYNSKAYA, Zoya; DJURIC, Ugljesa; DIAMANDIS, Phedias","62/582,068 06.11.2017 US",
