Time:,21.04.2020 00:12:15,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2019164818,PCT/US2019/018530,19.02.2019,WO/2019/164818,29.08.2019,WO,QUESTION ANSWERING FROM MINIMAL CONTEXT OVER DOCUMENTS,"A natural language processing system that includes a sentence selector and a question answering module. The sentence selector includes a first neural network having an encoder and a decoder. The question answering module includes a second neural network. The sentence selector receives a question and sentences that are associated with a context. For a question and each sentence, the sentence selector determines a score. A score represents whether the question is answerable with the sentence. Sentence selector then generates a minimum set of sentences from the scores associated with the question and sentences using the encoder and decoder. The question answering module generates an answer for the question from the minimum set of sentences using the second neural network.",G06N 3/04; G06N 5/04,"SALESFORCE.COM, INC.","MIN, Sewon; ZHONG, Victor; XIONG, Caiming; SOCHER, Richard","62/634,151 22.02.2018 US; 15/980,207 15.05.2018 US",
WO2014075108,PCT/US2013/069762,12.11.2013,WO/2014/075108,15.05.2014,WO,FORECASTING SYSTEM USING MACHINE LEARNING AND ENSEMBLE METHODS,"Techniques for determining forecast information for a resource using learning algorithms are disclosed. The techniques can include an ensemble of machine learning algorithms. The techniques can also use latent states to generate training data. The techniques can identify actions for managing the resource based on the forecast information. The resource can include energy usage in buildings, distribution facilities, and resources such as Electric Delivery Vehicles. The resource can also include forecasting package volume for businesses.",G06N 5/02,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,"ANDERSON, Roger, N.; BOULANGER, Albert; WU, Leon, L.; BHANDARI, Viabhav; SARKER, Somnath; GAGNEJA, Ashish","61/724,714 09.11.2012 US; 61/755,885 23.01.2013 US",
EP291472780,18207992,23.11.2018,3627398,25.03.2020,EP,"METHOD, SYSTEM, AND COMPUTER PROGRAM FOR ARTIFICIAL INTELLIGENCE ANSWER",Provided is an artificial intelligence (Al) answering system including a user question receiver configured to receive a user question from a user terminal; a first question extender configured to generate a question template by analyzing the user question and determine whether the user question and the generated question template match; a second question extender configured to generate a similar question template by using a natural language processing and a deep learning model when the user question and the generated question template do not match; a training data builder configured to generate training data for training the second question extender by using an neural machine translation (NMT) engine; and a question answering unit configured to transmit a user question result derived through the first question extender or the second question extender to the user terminal.,G06N 3/04; G06N 3/08; G06N 5/04,42 MARU INC,KIM DONG HWAN,20180112488 19.09.2018 KR,
WO2018208813,PCT/US2018/031645,08.05.2018,WO/2018/208813,15.11.2018,WO,DEEP ADAPTIVE SEMANTIC LOGIC NETWORK,"An artificial intelligence engine that has two or more modules cooperating with each other in order to create one or more machine learning models that use an adaptive semantic learning for knowledge representations and reasoning. The modules cause encoding the representations and reasoning from one or more sources in a particular field with terminology used by one or more human sources in that field into a set of rules that act as constraints and that are graphed into a neural network understandable by a first machine learning model, and then ii) adapting an interpretation of that set of encoded rules. The understanding of that set of encoded rules is adapted by i) allowing for semantically similar terms and ii) by conclusions derived from training data, to create an understanding of that set of encoded rules utilized by the machine learning model and the Al engine.",G06F 15/18,SRI INTERNATIONAL,"BYRNES, John; ROHWER, Richard","62/503,809 09.05.2017 US",EP-2018798256
WO2018226492,PCT/US2018/035275,31.05.2018,WO/2018/226492,13.12.2018,WO,ASYNCHRONOUS AGENTS WITH LEARNING COACHES AND STRUCTURALLY MODIFYING DEEP NEURAL NETWORKS WITHOUT PERFORMANCE DEGRADATION,"Methods and computer systems improve a trained base deep neural network by structurally changing the base deep neural network to create an updated deep neural network, such that the updated deep neural network has no degradation in performance relative to the base deep neural network on the training data. The updated deep neural network is subsequently training. Also, an asynchronous agent for use in a machine learning system comprises a second machine learning system ML2 that is to be trained to perform some machine learning task. The asynchronous agent further comprises a learning coach LC and an optional data selector machine learning system DS. The purpose of the data selection machine learning system DS is to make the second stage machine learning system ML2 more efficient in its learning (by selecting a set of training data that is smaller but sufficient) and/or more effective (by selecting a set of training data that is focused on an important task). The learning coach LC is a machine learning system that assists the learning of the DS and ML2. Multiple asynchronous agents could also be in communication with each others, each trained and grown asynchronously under the guidance of their respective learning coaches to perform different tasks.",G06N 3/02; G06N 3/08; G06F 15/18; G06F 17/30,D5AI LLC,"BAKER, James K.","62/515,142 05.06.2017 US",EP-2018813951
WO2018094496,PCT/CA2016/000288,23.11.2016,WO/2018/094496,31.05.2018,WO,SYSTEM AND METHOD FOR USING A KNOWLEDGE REPRESENTATION WITH A MACHINE LEARNING CLASSIFIER,Systems and methods are provided for generating training data for a machine-learning classifier. A knowledge representation synthesized based on an object of interest is used to assign labels to content items. The labeled content items can be used as training data for training a machine learning classifier. The labeled content items can also be used as validation data for the classifier.,G06F 15/18; G06N 5/02,PRIMAL FUSION INC.,"WILSON, Mathew Whitney; ILYAS, lhab; SWEENEY, Peter J.",,CA-3044530; CN-201680091990.1; EP-2016922104
WO2014204970,PCT/US2014/042754,17.06.2014,WO/2014/204970,24.12.2014,WO,DATA INTELLIGENCE USING MACHINE LEARNING,"Apparatuses, systems, methods, and computer program products are presented for performing data analytics using machine learning 222. An unsupervised learning module 208 is configured to assemble an unstructured data set into multiple versions of an organized data set. A supervised learning module 206 is configured to generate one or more machine learning ensembles 222 based on each version of multiple versions of an organized data set and to determine which machine learning ensemble 222 exhibits a highest predictive performance.",G06F 17/27; G06N 5/02,"PUREPREDICTIVE, INC.","PHILLIPPS, Kelly D.; WELLMAN, Richard W.; RAHMAN, Sardar Monzurur; PHILLIPS, Matthew B.","61/836,135 17.06.2013 US; 14/266,119 30.04.2014 US",
WO2018213763,PCT/US2018/033487,18.05.2018,WO/2018/213763,22.11.2018,WO,NATURAL LANGUAGE PROCESSING USING CONTEXT-SPECIFIC WORD VECTORS,"A system is provided for natural language processing. In some embodiments, the system includes an encoder for generating context-specific word vectors for at least one input sequence of words. The encoder is pre-trained using training data for performing a first natural language processing task. A neural network performs a second natural language processing task on the at least one input sequence of words using the context-specific word vectors. The first natural language process task is different from the second natural language processing task and the neural network is separately trained from the encoder. In some embodiments, the first natural processing task can be machine translation, and the second natural processing task can be one of sentiment analysis, question classification, entailment classification, and question answering.",G06N 3/04; G06F 17/28,"SALESFORCE.COM, INC.","MCCANN, Bryan; XIONG, Caiming; SOCHER, Richard","62/508,977 19.05.2017 US; 62/536,959 25.07.2017 US; 15/982,841 17.05.2018 US",CN-201880033016.9; CA-3062891; DE-112018002601
WO2018162945,PCT/IB2017/051276,05.03.2017,WO/2018/162945,13.09.2018,WO,INVESTMENT ANALYSIS USING EVENT DETECTION ON ALTERNATIVE DATA,"This research project represents a very unique way of performing investment analysis. The idea is to identify different types of market, financial, geo-political, social and economic events that could help identify the reasons behind speculations that lead to stock market fluctuations. The proposed framework is broken down into 3 phases. The first phase is responsible for data extraction from e-newspapers likes the economic times and business insider using information extraction techniques of web scraping, crawling and harvesting. It then involves knowledge representation and reasoning using methods like bag-of-words and TF-IDFs to store semantic data. The second phase is responsible for event detection using Topic Modeling algorithms like Latent Semantic Analysis (LSA) & Latent Dirichlet Allocation (LDA) and Entity Extraction and Chunking methods like Name Entity Recognition (NER). It then involves correlation and causation analytics to identify trends among events and stock markets by focusing on company portfolios. The third phase is real time visualization using interactive graphs that demonstrates the effects of trending events on stock markets.",G06Q 40/06; G06F 17/30,"SANYAL, Aniket","SANYAL, Aniket",PCT/IB2017/050317 05.03.2017 IB,
WO2019217113,PCT/US2019/029532,27.04.2019,WO/2019/217113,14.11.2019,WO,SELECTING A NEURAL NETWORK ARCHITECTURE FOR A SUPERVISED MACHINE LEARNING PROBLEM,"Systems and methods for selecting a neural network for a machine learning problem are disclosed. A method includes accessing an input matrix. The method includes accessing a machine learning problem space associated with a machine learning problem and multiple untrained candidate neural networks for solving the machine learning problem. The method includes computing, for each untrained candidate neural network, at least one expressivity measure capturing an expressivity of the candidate neural network with respect to the machine learning problem. The method includes computing, for each untrained candidate neural network, at least one trainability measure capturing a trainability of the candidate neural network with respect to the machine learning problem. The method includes selecting, based on the at least one expressivity measure and the at least one trainability measure, at least one candidate neural network for solving the machine learning problem.",G06N 3/04; G06N 3/08; G06N 5/00,"MICROSOFT TECHNOLOGY LICENSING, LLC","AMIZADEH, Saeed; YANG, Ge; FUSI, Nicolo; CASALE, Francesco Paolo","15/976,514 10.05.2018 US",
WO2018195875,PCT/CN2017/082253,27.04.2017,WO/2018/195875,01.11.2018,WO,GENERATING QUESTION-ANSWER PAIRS FOR AUTOMATED CHATTING,The present disclosure provides method and apparatus for generating question-answer (QA) pairs for automated chatting. A plain text may be obtained. A question may be determined based on the plain text through a deep learning model. A QA pair may be formed based on the question and the plain text.,G06F 17/30,"MICROSOFT TECHNOLOGY LICENSING, LLC; WU, Xianchao","WU, Xianchao",,CN-201780049767.5; EP-2017906889
WO2019083519,PCT/US2017/058229,25.10.2017,WO/2019/083519,02.05.2019,WO,NATURAL LANGUAGE PROCESSING WITH AN N-GRAM MACHINE,"The present disclosure provides systems and a method that perform machine-learned natural language processing. A computing system includes a machine-learned natural language processing model that includes an encoder model trained to receive a natural language text body and output a knowledge graph and a programmer model trained to receive a natural language question and output a program. The computing system includes a computer-readable medium storing instructions that, when executed, cause the processor to perform operations. The operations include obtaining the natural language text body, inputting the natural language text body into the encoder model, receiving, as an output of the encoder model, the knowledge graph, obtaining the natural language question, inputting the natural language question into the programmer model, receiving the program as an output of the programmer model, and executing the program on the knowledge graph to produce an answer to the natural language question.",G06F 17/27; G06F 17/30; G06N 3/02,GOOGLE LLC,"LAO, Ni; NIE, Jiazhong; YANG, Fan",,EP-2017795150
EP205081796,17163780,30.03.2017,3229157,11.10.2017,EP,IMAGE ANALYTICS QUESTION ANSWERING,A computer-implemented method for predicting answers to questions concerning medical image analytics reports includes splitting a medical image analytics report into a plurality of sentences and generating a plurality of sentence embedding vectors by applying a natural language processing framework to the plurality of sentences. A question related to subject matter included in the medical image analytics report is received and a question embedding vector is generated by applying the natural language processing framework to the question. A subset of the sentence embedding vectors most similar to the question embedding vector is identified by applying a similarity matching process to the sentence embedding vectors and the question embedding vector. A trained recurrent neural network (RNN) is used to determine a predicted answer to the question based on the subset of the sentence embedding vectors.,G06F 19/00; G06F 17/30,SIEMENS HEALTHCARE GMBH,LIU WEN; MODI ASHUTOSH; GEORGESCU BOGDAN; PEREIRA FRANCISCO,201662319572 07.04.2016 US; 201715455591 10.03.2017 US,
WO2018081751,PCT/US2017/059119,30.10.2017,WO/2018/081751,03.05.2018,WO,VIDEO TAGGING SYSTEM AND METHOD,"An automatic video tagging system which learns from videos, their web context and comments shared on social networks is described. Massive multimedia collections are analyzed by Internet crawling and a knowledge base is maintained that updates in real time with no need of human supervision. As a result, each video is indexed with a rich set of labels and linked with other related contents. Practical applications of video recognition require a label scheme that is appealing to the end-user (i.e. obtained from social curation) and a training dataset that can be updated in real-time to be able to recognize new actions, scenes and people. To create this dataset that evolves in real-time and uses labels that are relevant to the users, a weakly-supervised deep learning approach is utilized combining both a machine-learning pre-processing stage together with a set of keywords obtained from the internet. The resulting tags combined with videos and summaries of videos are used with deep learning to train a neural network in an unsupervised manner that allows the tagging system to go from an image to a set of tags for the image and then to the visual representation of a tag.",G06E 1/00; G06F 17/30; G06N 5/02,"VILYNX, INC.","BOU BALUST, Elisenda; RIVEIRO INSUA, Juan Carlos; FERNANDEZ CAÑELLAS, Delia; ESPADALER RODÉS, Joan; ADURIZ BERASATEGI, Asier; VARAS GONZÁLEZ, David","62/414,308 28.10.2016 US; 62/552,369 30.08.2017 US",EP-2017866015
WO2018212710,PCT/SG2018/050233,15.05.2018,WO/2018/212710,22.11.2018,WO,PREDICTIVE ANALYSIS METHODS AND SYSTEMS,"Methods and systems for predictive analysis are disclosed, A predictive analysis method comprises: receiving a set of predictor variables as an input feature vector comprising a plurality of features; projecting each feature of the input feature vector onto a dense vector representation to obtain a set of embedding vectors presenting the input feature vector in an embedding space; calculating a set of interacted vectors, each interacted vector being an element-wise product of two embedding vectors of the set of embedding vectors; performing a weight sum over the interacted vectors, the weighted sum being weighted by a plurality of attention scores each corresponding to an interaction between a pair of features of the feature vector; and projecting the weighed sum to obtain a prediction score.",G06F 15/18; G06N 7/00; G06N 3/02,NATIONAL UNIVERSITY OF SINGAPORE,"HE, Xiangnan; ZHANG, Hanwang; CHUA, Tat-Seng",10201704115T 19.05.2017 SG,
WO2020006495,PCT/US2019/039955,28.06.2019,WO/2020/006495,02.01.2020,WO,DEEP LEARNING-BASED DIAGNOSIS AND REFERRAL OF DISEASES AND DISORDERS USING NATURAL LANGUAGE PROCESSING,Disclosed herein are methods and systems for Artificial Intelligence (AI)-based methods for performing medical diagnosis of diseases and conditions. An automated natural language processing (NLP) system performs deep learning techniques to extract clinically relevant information from electronic health records (EHRs). This framework provides a high diagnostic accuracy that demonstrates a successful AI-based method for systematic disease diagnosis and management.,G06F 17/28; G16H 50/70,AI TECHNOLOGIES INC.; THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,"ZHANG, Kang; LI, Zhihuan; ZHENG, Lianghong","62/692,572 29.06.2018 US; 62/749,612 23.10.2018 US; 62/783,962 21.12.2018 US",
WO2020050987,PCT/US2019/047669,22.08.2019,WO/2020/050987,12.03.2020,WO,MACHINE LEARNING SYSTEMS AND METHODS FOR ASSESSING MEDICAL INTERVENTIONS FOR UTILIZATION REVIEW,"Systems and methods are disclosed for determining the appropriateness of medical interventions. In one embodiment, a machine learning system for determining the appropriateness of a selected medical intervention includes health-related data sources, the health-related data sources providing at least one data file of a first type, and a second data file of a second type. A machine learning module is configured to receive the first and second data files, perform a normalization procedure on at least one of the first and second data files, and apply at least one previously trained machine learning model to the normalized data files to produce a prediction output. The prediction output may include a confidence level associated with an appropriateness of the selected medical intervention.",G16H 50/20; G16H 30/40; G06N 5/04; G06N 99/00,"LIEBERMAN, Daniel, M.","LIEBERMAN, Daniel, M.","16/122,100 05.09.2018 US",
WO2020046366,PCT/US2018/049065,31.08.2018,WO/2020/046366,05.03.2020,WO,DRILL BIT REPAIR TYPE PREDICTION USING MACHINE LEARNING,"The subject disclosure provides for a mechanism implemented with neural networks through machine learning to predict wear and relative performance metrics for performing repairs on drill bits in a next repair cycle, which can improve decision making by drill bit repair model engines, drill bit design, and help reduce the cost of drill bit repairs. The machine learning mechanism includes obtaining drill bit data from different data sources and integrating the drill bit data from each of the data sources into an integrated dataset. The integrated dataset is pre-processed to filter out outliers. The filtered dataset is applied to a neural network to build a machine learning based model and extract features that indicate significant parameters affecting wear. A repair type prediction is determined with the applied machine learning based model and is provided as a signal for facilitating a drill bit operation on a cutter of the drill bit.",E21B 41/00; G06N 99/00; G06N 5/04,LANDMARK GRAPHICS CORPORATION,"SINGH, Ajay Pratap; NIELSEN, Roxana; PRIYADARSHY, Satyam; DEV, Ashwani; NAIR, Geetha Gopakumar; VENUGOPAL, Suresh",,
WO2019083812,PCT/US2018/056493,18.10.2018,WO/2019/083812,02.05.2019,WO,GENERATING DUAL SEQUENCE INFERENCES USING A NEURAL NETWORK MODEL,"A computer-implemented method for dual sequence inference using a neural network model includes generating a codependent representation based on a first input representation of a first sequence and a second input representation of a second sequence using an encoder of the neural network model and generating an inference based on the codependent representation using a decoder of the neural network model. The neural network model includes a plurality of model parameters learned according to a machine learning process. The encoder includes a plurality of coattention layers arranged sequentially, each coattention layer being configured to receive a pair of layer input representations and generate one or more summary representations, and an output layer configured to receive the one or more summary representations from a last layer among the plurality of coattention layers and generate the codependent representation.",G06N 3/04; G06N 5/04,"SALESFORCE.COM, INC.","ZHONG, Victor; XIONG, Caiming; SOCHER, Richard","62/578,380 27.10.2017 US; 15/881,582 26.01.2018 US",
WO2020049182,PCT/EP2019/073911,08.09.2019,WO/2020/049182,12.03.2020,WO,COGNITIVE COMPUTING METHODS AND SYSTEMS BASED ON BIOLOGICAL NEURAL NETWORKS,"A Biological Neural Network (BNN) core unit comprising a neural cell culture, an input stimulation unit, an output readout unit may be controlled through its various life cycles to provide data processing functionality. An automation system comprising an environmental and chemical controller unit adapted to operate with the BNN stimulation and readout data interfaces facilitates the monitoring and adaptation of the BNN core unit parameters. Pre-processing and post-processing of the BNN interface signals may further facilitate the training and reinforcement learning by the BNN. Multiple BNN core units may also be assembled together as a stack. The proposed system provides a BNN Operating System as a core component for a wetware server to receive, process and transmit data for different client applications without exposing the BNN core unit components to the client user while requiring significantly less energy than conventional silicon-based hardware and software information processing for high-level cognitive computing tasks.",G06N 3/06; G06N 3/04; G06N 3/12; G06N 5/00,ALPVISION S.A.,"JORDAN, Frédéric; KUTTER, Martin; DELACRETAZ, Yves","62/728,765 08.09.2018 US",
EP291472781,19162879,14.03.2019,3627399,25.03.2020,EP,SYSTEMS AND METHODS FOR REAL TIME CONFIGURABLE RECOMMENDATION USING USER DATA,"Business to Consumer (B2C) systems face a challenge of engaging users since offers are created using static rules generated using clustering on large transactional data generated over a period of time. Moreover, the offer creation and assignment engine is disjoint to the transactional system which led to significant gap between history used to create offers and current activity of users. Systems and methods of the present disclosure provide a meta-model based configurable auto-tunable recommendation model generated by ensembling optimized machine learning and deep learning models to predict a user's likelihood to take an offer and deployed in real time. Furthermore, the offer given to the user is based on a current context derived from the user's recent behavior that makes the offer relevant and increases probability of conversion of the offer to a sale. The system achieves low recommendation latency and scalable high throughput by virtue of the architecture used.",G06N 3/04; G06N 3/08; G06N 5/02; G06N 5/04; G06N 20/20,TATA CONSULTANCY SERVICES LTD,SINGHAL REKHA; SHROFF GAUTAM; TEWARI VARTIKA; KADARKAR SANKET; VERMA SIDDHARTH; CHOUDHURY SHAROD ROY; VIG LOVEKESH; VIRK RUPINDER,201821035355 19.09.2018 IN,
WO2020030913,PCT/GB2019/052222,07.08.2019,WO/2020/030913,13.02.2020,WO,METHODS AND APPARATUS FOR MANAGEMENT OF A MACHINE-LEARNING MODEL TO ADAPT TO CHANGES IN LANDSCAPE OF POTENTIALLY MALICIOUS ARTIFACTS,"In some embodiments, an apparatus includes a memory and a processor. The processor can be configured to train a machine-learning(ML)model to output an identification of whether an artifact is malicious and (2) a confidence value associated with the identification of whether the artifact is malicious. The processor can further be configured to receive a set of artifacts during a set of time periods, and provide a representation of each artifact from the set of artifacts to obtain as an output of the MLmodel including an indication of whether that artifact is malicious and a confidence value associated with the indication. The processor can be further configured to calculate a confidence metric for each time period based on the confidence value associated with each artifact, and send an indication to retrain the MLmodel based on the confidence metric for at least one time period meeting a retraining criterion.",G06N 3/04; G06N 5/00; G06N 20/20; G06N 5/04,SOPHOS LIMITED,"HARANG, Richard; DUCAU, Felipe","62/715,762 07.08.2018 US",
WO2018022251,PCT/US2017/040191,30.06.2017,WO/2018/022251,01.02.2018,WO,METHOD AND SYSTEM FOR IMPROVING CONTENT SEARCHING IN A QUESTION AND ANSWER CUSTOMER SUPPORT SYSTEM BY USING A CROWD-MACHINE LEARNING HYBRID PREDICTIVE MODEL,"A method and system improves content searching in a question and answer customer support system by using a crowd-machine learning hybrid predictive model, according to one embodiment. The question and answer customer support system determines which customer support content to provide to users by using the hybrid predictive model, according to one embodiment. The question and answer customer support system receives a search query from a user and applies the search query (or a representation of the search query) to the hybrid predictive model, according to one embodiment. The hybrid predictive model generates a likelihood that particular customer support content is relevant to a user's search query, according to one embodiment. The question and answer customer support system acquires user feedback from users and updates/trains the hybrid predictive model based on the user feedback, according to one embodiment.",G06F 17/30; G06N 99/00,INTUIT INC.,"PODGORNY, Igor A.; INDYK, Benjamin; CANNON, Matthew; GUIDRY, Jonathan; MA, Irene F.","15/220,677 27.07.2016 US",
WO2019200410,PCT/US2019/027565,15.04.2019,WO/2019/200410,17.10.2019,WO,MACHINE LEARNING IMPLEMENTATION FOR MULTI-ANALYTE ASSAY OF BIOLOGICAL SAMPLES,"Systems and methods that analyze blood-based cancer diagnostic tests using multiple classes of molecules are described. The system uses machine learning (ML) to analyze multiple analytes, for example cell-free DNA, cell-free microRNA, and circulating proteins, from a biological sample. The system can use multiple assays, e.g., whole-genome sequencing, whole-genome bisulfite sequencing or EM-seq, small-RNA sequencing, and quantitative immunoassay. This can increase the sensitivity and specificity of diagnostics by exploiting independent information between signals. During operation, the system receives a biological sample, and separates a plurality of molecule classes from the sample. For a plurality of assays, the system identifies feature sets to input to a machine learning model. The system performs an assay on each molecule class and forms a feature vector from the measured values. The system inputs the feature vector into the machine learning model and obtains an output classification of whether the sample has a specified property.",G06N 5/04; G06N 20/10,"FREENOME HOLDINGS, INC.","DRAKE, Adam; DELUBAC, Daniel; NIEHAUS, Katherine; ARIAZI, Eric; HAQUE, Imran; LIU, Tzu-Yu; WAN, Nathan; KANNAN, Ajay; WHITE, Brandon","62/657,602 13.04.2018 US; 62/679,587 01.06.2018 US; 62/679,641 01.06.2018 US; 62/731,557 14.09.2018 US; 62/742,799 08.10.2018 US; 62/749,955 24.10.2018 US; 62/767,435 14.11.2018 US; 62/767,369 14.11.2018 US; 62/804,614 12.02.2019 US; 62/824,709 27.03.2019 US",
WO2017156044,PCT/US2017/021221,07.03.2017,WO/2017/156044,14.09.2017,WO,SYSTEM AND METHOD FOR INTELLIGENT SALES ENGAGEMENT,"A system for automatically automatic workflow triggering using real-time analytics, comprising an analytics server that receives and analyzes interaction information and a workflow server that produces workflow events based on the analysis, sends workflow events to handlers for processing, retrieves workflow-related data, and produces workflow reports for review, and a method for automatically automatic workflow triggering using real-time analytics.",G06Q 30/02; G06N 5/00; G06N 7/00,NEWVOICEMEDIA US INC.,"McCORD, Alan; UNITT, Ashley; FELLOWES, Mark; CARSON, Andrew; ARDELEAN, Selma","62/304,926 07.03.2016 US; 15/393,978 29.12.2016 US; 15/193,055 25.06.2016 US",EP-2017763939
WO2017155920,PCT/US2017/021053,07.03.2017,WO/2017/155920,14.09.2017,WO,COMPUTERIZED SYSTEM AND METHOD OF OPEN ACCOUNT PROCESSING,"A computerized system and method for health care facilities to reduce manual handling of at least some open account issues. The system provides healthcare facilities with the ability to resolve current open patient account issues by utilizing the data patterns from a facility's historical patient account transaction activity, to create a machine learning model that can predict resolutions to the open accounts. These patterns are then applied to a facility's current transaction data providing next step resolution to each patient account.",G06N 5/00,CROWE LLP,"JARRETT, Kevin; BOGGS, Eric; HERENDEEN, Cory","62/304,634 07.03.2016 US; 15/450,419 06.03.2017 US",CA-3016069; AU-2017229204; MX-MX/a/2018/010736
