Time:,21.04.2020 00:16:50,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2018005489,PCT/US2017/039499,27.06.2017,WO/2018/005489,04.01.2018,WO,DATA QUALITY DETECTION AND COMPENSATION FOR MACHINE LEARNING,"Apparatuses, systems, methods, and computer program products are disclosed for data quality detection and compensation for machine learning. A quality analysis module (202) electronically identifies one or more data quality issues in machine learning training data. A corrective action module (204) modifies training data by performing one or more corrective actions in response to one or more data quality issues. A predictive analytics module (206) creates a machine learning model that includes one or more learned functions based on modified training data.",G06F 3/048; G06F 15/18; G06F 17/00; G06F 17/50; G06N 5/04; G06N 99/00,"PUREPREDICTIVE, INC.","MAUGHAN, Jason; MCFALL, Timothy","62/355,233 27.06.2016 US",EP-2017821072
WO2010004358,PCT/IB2008/002245,29.08.2008,WO/2010/004358,14.01.2010,WO,AUTOMATIC DATA MINING PROCESS CONTROL,A data mining system includes a planning and learning module which receives as input a knowledge model and a set of goals and automatically produces as output a plurality of plans. The system includes a data mining processing unit which receives the plans as instructions and automatically creates results which are provided back to the planning and learning module as feedback. A method for data mining includes the steps of receiving as input at a planning and learning module a knowledge model and a set of goals. There is the step of automatically producing as output of the planning and learning module a plurality of plans from the input. There is the step of receiving by a data mining processing unit the plans as instructions. There is the step of automatically creating results by the data mining processing unit. There is the step of providing back to the planning and learning module the results as feedback.,G06N 5/02,"TELEFONAKTIEBOLAGET L M ERICSSON (PUBL); RENERO QUINTERO, Jesus; AGÚNDEZ DOMINGUEZ, José, Luis","RENERO QUINTERO, Jesus; AGÚNDEZ DOMINGUEZ, José, Luis","61/061,757 16.06.2008 US",US-12999396; EP-2008806947
WO2018174873,PCT/US2017/023652,22.03.2017,WO/2018/174873,27.09.2018,WO,PRIVACY-PRESERVING MACHINE LEARNING,"New and efficient protocols are provided for privacy-preserving machine learning training (e.g., for linear regression, logistic regression and neural network using the stochastic gradient descent method). A protocols can use the two-server model, where data owners distribute their private data among two non-colluding servers, which train various models on the joint data using secure two-party computation (2PC). New techniques support secure arithmetic operations on shared decimal numbers, and propose MPC-friendly alternatives to non-linear functions, such as sigmoid and softmax.",G06N 99/00; G06F 21/62,VISA INTERNATIONAL SERVICE ASSOCIATION,"MOHASSEL, Payman; ZHANG, Yupeng",,CN-201780089839.9; EP-2017901848
WO2019006115,PCT/US2018/039997,28.06.2018,WO/2019/006115,03.01.2019,WO,SYSTEMS AND METHODS FOR EXTRACTING FUNDER INFORMATION FROM TEXT,"Systems and methods of extracting funding information from text are disclosed herein. The method includes receiving a text document, extracting paragraphs from the text document using a natural language processing model or a machine learning model, and classifying, using a machine learning classifier, the paragraphs as having funding information or not having funding information. The method further includes labeling, using a first annotator, potential entities within the paragraphs classified as having funding information, and labeling, using a second annotator, potential entities within the paragraphs classified as having funding information, where the first annotator implements a first named-entity recognition model and the second annotator implements a second named-entity recognition model that is different from the first named-entity recognition model. The method further includes extracting the potential entities from the paragraphs classified as having funding information and determining, using an ensemble mechanism, funding information from the potential entities.",G06K 9/00; G06K 9/46; G06N 99/00,"ELSEVIER, INC.","GREGORY, Michelle; KAYAL, Subhradeep; TSATSARONIS, Georgios; AFZAL, Zubair","16/020,408 27.06.2018 US; 62/527,435 30.06.2017 US",
WO2003075182,PCT/KR2003/000407,03.03.2003,WO/2003/075182,12.09.2003,WO,APPARATUS AND METHOD FOR SELECTING AN OPTIMAL DECISION TREE FOR DATA MINING,"The apparatus for selecting an optimal decision tree for data mining, comprising; input means through which multidimensional data Dn and a plurality of nested decision trees Ti created by using the multidimensional data are inputted; calculating means for calculating a probability Pr(Dn|Ti) of each of the multidimensional data for a given tree by using the multidimensional data and the plurality of nested decision trees inputted through the input means; a prior probability calculating means for calculating a prior probability Pr(Ti) for the given tree; posterior probability calculating means for calculating a posterior probability Pr(Ti|Dn) based on Bayesian theorem by using the probability Pr(Dn|Ti) of each of the multidimensional data for the given tree and the prior probability Pr(Ti) for the given tree; and decision tree selecting means for selecting a decision tree with a largest posterior probability as a single optimal decision tree.",G06F 17/30; G06K 9/62,"BL SYSTEMS INC.; JEON, Jong-Woo; KIM, Yong-Dai","JEON, Jong-Woo; KIM, Yong-Dai",10-2002-0011207 02.03.2002 KR,JP-null
WO2002073531,PCT/US2002/006247,01.03.2002,WO/2002/073531,19.09.2002,WO,ONE-STEP DATA MINING WITH NATURAL LANGUAGE SPECIFICATION AND RESULTS,"A method and apparatus in various embodiments for controlling a data mining operation by specifying the goal of data mining in natural language, processing the data mining operation without any further input beyond the problem specification, and displaying key performance results of a data mining operation in natural language. One embodiment includes provides a user interface having a control for receiving natural language input describing the goal of the data mining operation from the control on the user interface (130). A second embodiment identifies key performance results, providing a user interface having a control for communicating information, and communicating a natural language description of the key performance results using the control on the user interface (910). In a third embodiment input data determining a data mining operation goal is the only input required by the data mining application (410).",G06N 5/00; G06N 5/02,"ROCKWELL SCIENTIFIC COMPANY, LLC","KIL, David; FERTIG, Williams, K.","60/274,008 07.03.2001 US; 09/945,530 30.08.2001 US; 09/942,435 16.11.2001 US",JP-null
WO2014204970,PCT/US2014/042754,17.06.2014,WO/2014/204970,24.12.2014,WO,DATA INTELLIGENCE USING MACHINE LEARNING,"Apparatuses, systems, methods, and computer program products are presented for performing data analytics using machine learning 222. An unsupervised learning module 208 is configured to assemble an unstructured data set into multiple versions of an organized data set. A supervised learning module 206 is configured to generate one or more machine learning ensembles 222 based on each version of multiple versions of an organized data set and to determine which machine learning ensemble 222 exhibits a highest predictive performance.",G06F 17/27; G06N 5/02,"PUREPREDICTIVE, INC.","PHILLIPPS, Kelly D.; WELLMAN, Richard W.; RAHMAN, Sardar Monzurur; PHILLIPS, Matthew B.","61/836,135 17.06.2013 US; 14/266,119 30.04.2014 US",
WO2004072780,PCT/US2004/003198,05.01.2004,WO/2004/072780,26.08.2004,WO,METHOD FOR AUTOMATIC AND SEMI-AUTOMATIC CLASSIFICATION AND CLUSTERING OF NON-DETERMINISTIC TEXTS,"Non-deterministic text with average word recognition precision below 50 % is processed utilizing non-textual differences between words or sequences of words in the text to provide more useful information to users by resolving more than two decision options. One or more indexes that indicate non-textual differences between n-word sequences, where n is a positive integer, may be generated for use in data mining that considers the non-textual differences. Alternatively, multiple indexes may be generated using different data mining techniques that may or may not utilize non-textual differences and then the results produced by the different data mining techniques may be merged to identify non-textual differences. These techniques may be used in classifying, labeling, categorizing, filtering, clustering, or retrieving documents, or in discovering salient terms in a set of documents.",G06F 17/30; G06K 9/00; G10L 15/18; G10L 15/26,"VERINT SYSTEMS, INC.","ARIEL, Assaf; BRAND, Michael; HOROWITZ, Itsik; SHOCHET, Ofer; STAUBER, Itzik; ZIV, Dror, Daniel","60/444,982 05.02.2003 US",IL-170064; EP-2004700238
WO2007147166,PCT/US2007/071488,18.06.2007,WO/2007/147166,21.12.2007,WO,CONSILENCE OF DATA-MINING,"The present invention relates to an integrated framework providing dynamic discovery of knowledge (106), construction of predictive models (105), and decision support services (107). The framework can efficiently exploit dynamically changing data from distributed sources, and is scaleable over local and distributed processor environments. A priori background knowledge (101) is included to gain learning efficiency and to apply logical constraints to the learned models. Extended graphical models are generated by single or iterative uses of the framework, supporting a concentration of the most useful model components (105), and the development of multiple layers of model abstraction. Constructed virtual models can act as proxies for the data they represent, and can be used to build subsequent models on data that is not typically available as an integrated body. The system exploits information about cross-domain models to find information unifying relationships.",G05B 13/02; G06F 17/00; G06N 7/00; G06N 7/08,"QUANTUM LEAP RESEARCH, INC.; VAIDYANATHAN, Akhileswar Ganesh; FAULKNER, Eli T.; PERRY, Benjamin B.; ANGELINE, Peter J.; KALRA, Gunjan; KALLURKAR, Srikanth V.; SHEPHERD, David C.; HOLNESS, Gary F.; JOHNSON, Apperson H.","VAIDYANATHAN, Akhileswar Ganesh; FAULKNER, Eli T.; PERRY, Benjamin B.; ANGELINE, Peter J.; KALRA, Gunjan; KALLURKAR, Srikanth V.; SHEPHERD, David C.; HOLNESS, Gary F.; JOHNSON, Apperson H.","60/814,425 16.06.2006 US; 60/892,846 03.03.2007 US",
WO2015066564,PCT/US2014/063594,31.10.2014,WO/2015/066564,07.05.2015,WO,METHODS OF IDENTIFICATION AND DIAGNOSIS OF LUNG DISEASES USING CLASSIFICATION SYSTEMS AND KITS THEREOF,"The invention provides biomarkers and combinations of biomarkers useful in diagnosing lung diseases such as non-small cell lung cancer or reactive airway disease. Measurements of these biomarkers are inputted into a classification system such as a support vector machine or AdaBoost to assist in determining the likelihood that an individual has a lung disease. Kits comprising agents for detecting the biomarkers and combination of biomarkers, as well as systems that assist in diagnosing lung diseases are also provided.",G01N 33/48; C40B 30/04,"CANCER PREVENTION AND CURE, LTD.; SZUSTKIEWICZ, Christopher, P.; GOEBEL, Cherylle","SZUSTKIEWICZ, Christopher, P.; GOEBEL, Cherylle; LONG, Thomas, C.; LOUDEN, Chris; MICHALEK, Joel","61/898,306 31.10.2013 US",
WO2018212710,PCT/SG2018/050233,15.05.2018,WO/2018/212710,22.11.2018,WO,PREDICTIVE ANALYSIS METHODS AND SYSTEMS,"Methods and systems for predictive analysis are disclosed, A predictive analysis method comprises: receiving a set of predictor variables as an input feature vector comprising a plurality of features; projecting each feature of the input feature vector onto a dense vector representation to obtain a set of embedding vectors presenting the input feature vector in an embedding space; calculating a set of interacted vectors, each interacted vector being an element-wise product of two embedding vectors of the set of embedding vectors; performing a weight sum over the interacted vectors, the weighted sum being weighted by a plurality of attention scores each corresponding to an interaction between a pair of features of the feature vector; and projecting the weighed sum to obtain a prediction score.",G06F 15/18; G06N 7/00; G06N 3/02,NATIONAL UNIVERSITY OF SINGAPORE,"HE, Xiangnan; ZHANG, Hanwang; CHUA, Tat-Seng",10201704115T 19.05.2017 SG,
WO2019105543,PCT/EP2017/080806,29.11.2017,WO/2019/105543,06.06.2019,WO,BYZANTINE TOLERANT GRADIENT DESCENT FOR DISTRIBUTED MACHINE LEARNING WITH ADVERSARIES,"The present application concerns a computer-implemented method for training a machine learning model in a distributed fashion, using Stochastic Gradient Descent, SGD, wherein the method is performed by a first computer in a distributed computing environment and comprises performing a learning round, comprising broadcasting a parameter vector to a plurality of worker computers in the distributed computing environment, receiving an estimate update vector (gradient) from all or a subset of the worker computers, wherein each received estimate vector is either an estimate of a gradient of a cost function, or an erroneous vector, and determining an updated parameter vector for use in a next learning round based only on a subset of the received estimate vectors. The method aggregates the gradients while guaranteeing resilience to up to half workers being compromised (malfunctioning, erroneous or modified by attackers).",G06N 3/08; G06N 3/04,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL),"BLANCHARD, Peva; EL MHAMDI, El Mahdi; GUERRAOUI, Rachid; STAINER, Julien",,
WO2002073446,PCT/US2002/005726,26.02.2002,WO/2002/073446,19.09.2002,WO,DATA MINING APPLICATION WITH IMPROVED DATA MINING ALGORITHM SELECTION,"A training database (including data mining algorithm descriptions and meafeatures characterizing probability density functions of features) in the memory and computer readable program code (1) to extract features that classify data, (ii) to calculate metafeatures describing the case probability density function, and (iii) to select a data mining algorithm by using the training database to map the calculated metafeatures describing the case probability density funciton to the selected data mining algorithm. The frequeny of the occurrence of features with respect to datum in teh data defuing a case probability density function.",G06F 7/00; G06F 15/18; G06F 17/00; G06F 17/30,ROCKWELL SCIENCE CENTER,"KIL, David","60/274,008 07.03.2001 US; 09/992,435 16.11.2001 US",JP-null
WO2012045496,PCT/EP2011/062076,14.07.2011,WO/2012/045496,12.04.2012,WO,PROBABILISTIC DATA MINING MODEL COMPARISON ENGINE,"Comparison engine for comparing a first data mining model and a second data mining model is disclosed. A first data mining model M1 represents results of a first data mining task on a first data set D1 and provides a set of first prediction values. A second data mining model M2 represents results of a second data mining task on a second data set D2 and provides a set of second prediction values. A relation R is determined between said sets of prediction values. For at least a first record of an input data set, a first and second probability distribution is created based on the first and second data mining models applied to the first record, said probability distributions associating probabilities with said sets of prediction values.A distance measure d is calculated for said first record using the first and second probability distributions and the relation. At least one region of interest is determined based on said distance measure d.",G06F 17/18; G06K 9/62,"INTERNATIONAL BUSINESS MACHINES CORPORATION; LINGENFELDER, Christoph; WURST, Michael; POMPEY, Pascal","LINGENFELDER, Christoph; WURST, Michael; POMPEY, Pascal",10186540.0 05.10.2010 EP,EP-2011732453
WO2006096162,PCT/US2005/007009,04.03.2005,WO/2006/096162,14.09.2006,WO,METHOD FOR CONTENT DRIVEN IMAGE COMPRESSION,"A method with related structures and computational components and modules for modeling data, particularly audio and video signals. The modeling method can be applied to different solutions such as 2-dimensional image/video compression, 3-dimensional image/video compression, 2-dimensional image/video understanding, knowledge discovery and mining, 3-dimensional image/video understanding, knowledge discovery and mining, pattern recognition, object meshing/tessellation, audio compression, audio understanding, etc. Data representing audio or video signals is subject to filtration and modeling by a first filter that tessellates data having a lower dynamic range. A second filter then further tessellates, if needed, and analyzes and models the remaining parts of data, not analyzable by first filter, having a higher dynamic range. A third filter collects in a generally lossless manner the overhead or residual data not modeled by the first and second filters. A variety of techniques including computational geometry, artificial intelligence, machine learning and data mining may be used to better achieve modeling in the first and second filters.",G06F 15/18; G06K 9/00; G06K 9/36,"YADEGAR, Jacob; YADEGAR, Joseph","YADEGAR, Jacob; YADEGAR, Joseph",,RU-null; EP-5724533
WO2008042264,PCT/US2007/020938,28.09.2007,WO/2008/042264,10.04.2008,WO,DISTRIBUTED METHOD FOR INTEGRATING DATA MINING AND TEXT CATEGORIZATION TECHNIQUES,"A method for prediction analysis using text categorization is provided. The method includes the steps of: grouping a plurality of text documents into a plurality of classes; selecting a top m most discriminatory terms for each class of documents using statistical based measures; determining for each document the presence or absence of each of the discriminatory terms, learning rule-based models of each class of documents using a rule learning algorithm; determining, for at least a portion of the plurality of documents, if a given learned rule has been satisfied by each respective document; creating a database of the rules associated with documents satisfying the rules; and performing distributed data mining to form a predictive result based on at least a portion of the plurality of documents.",G06E 1/00,"INFERX CORPORATION; HADJARIAN, Ali","HADJARIAN, Ali","60/848,092 29.09.2006 US",
EP13625464,00204282,04.12.2000,1150226,31.10.2001,EP,Data mining techniques for enhancing shelf-space management,"A computer method for enhancing shelf-space management. The method includes the steps of providing a shelf-space-requirements database comprising a compendium of individual shelf-space-requirements history; providing a shelf-space-availability database comprising a compendium of at least one of shelf-space management solutions, shelf-space information, and shelf-space diagnostics; and, employing a data mining technique for interrogating the shelf-space-requirements and shelf-space-availability databases for generating an output data stream, the output data stream correlating shelf-space-requirements problem with shelf-space-availability solution. <IMAGE>",G06F 17/60; G06Q 50/00; G06F 17/30; G06F 19/00; G06N 3/00; G06Q 10/00,IBM,KURTZBERG JEROME M; LEVANONI MENACHEM,55937900 27.04.2000 US,
WO2002073530,PCT/US2002/006248,01.03.2002,WO/2002/073530,19.09.2002,WO,DATA MINING APPARATUS AND METHOD WITH USER INTERFACE BASED GROUND-TRUTH TOOL AND USER ALGORITHMS,"Various modes and embodiment of a method, apparatus, user interface, article of manufacture including a computer readable medium, computer data signals embodied on a carrier wave, and computer system for a GUI-based ground truth tool (155) and insertion of user algorithm written in multiple programming languages. One embodiment comprises user interface for inseting a custom algorithm in a data-mining application (250). Another embodiment comprises a ground truth toll (155) in a data-mining-application (250). A third embodiment comproses seamless inseriton of custom algorithms in a data-mining application using tap points (920).",G06N 5/00; G06N 5/02,"ROCKWELL SCIENTIFIC COMPANY, LLC","KIL, David; BRADLEY, Andrew","60/274,008 07.03.2001 US; 09/945,530 30.08.2001 US; 09/942,435 16.11.2001 US",JP-null
WO2005109244,PCT/CA2005/000723,11.05.2005,WO/2005/109244,17.11.2005,WO,A METHOD AND SYSTEM FOR INTERACTIVE DECISION TREE MODIFICATION AND VISUALIZATION,"A method in a server coupled to at least one client for modifying a data mining model for display to a user of the client, the data mining model maintained by the server, the method comprising: receiving a request message from the client to modify the data mining model; generating change definitions from the request message to modify the data mining model; storing the change definitions in a document; and, transmitting the document to the client, the client being adapted to generate a modified data mining model for display to the user from the change definitions.",G06F 17/30; H04L 12/02; H04L 12/16,"ANGOSS SOFTWARE CORPORATION; ONO, Ken; FRANCEY, Matthew; RUGINETS, Roman","ONO, Ken; FRANCEY, Matthew; RUGINETS, Roman","60/569,619 11.05.2004 US",DE-null; EP-2005746801
WO2019083559,PCT/US2018/018902,21.02.2018,WO/2019/083559,02.05.2019,WO,DEEP CONVOLUTIONAL NEURAL NETWORK WITH SELF-TRANSFER LEARNING,"Systems and techniques for facilitating a deep convolutional neural network with self-transfer learning are presented. In one example, a system includes a machine learning component, a medical imaging diagnosis component and a visualization component. The machine learning component generates learned medical imaging output regarding an anatomical region based on a convolutional neural network that receives medical imaging data. The machine learning component also performs a plurality of sequential downsampling and upsampling of the medical imaging data associated with convolutional layers of the convolutional neural network. The medical imaging diagnosis component determines a classification and an associated localization for a portion of the anatomical region based on the learned medical imaging output associated with the convolutional neural network. The visualization component generates a multi-dimensional visualization associated with the classification and the localization for the portion of the anatomical region.",G06K 9/62; G06T 7/00; G06N 3/04,GENERAL ELECTRIC COMPANY,"ZHANG, Min; AVINASH, Gopal Biligeri","15/792,698 24.10.2017 US",
WO2020006495,PCT/US2019/039955,28.06.2019,WO/2020/006495,02.01.2020,WO,DEEP LEARNING-BASED DIAGNOSIS AND REFERRAL OF DISEASES AND DISORDERS USING NATURAL LANGUAGE PROCESSING,Disclosed herein are methods and systems for Artificial Intelligence (AI)-based methods for performing medical diagnosis of diseases and conditions. An automated natural language processing (NLP) system performs deep learning techniques to extract clinically relevant information from electronic health records (EHRs). This framework provides a high diagnostic accuracy that demonstrates a successful AI-based method for systematic disease diagnosis and management.,G06F 17/28; G16H 50/70,AI TECHNOLOGIES INC.; THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,"ZHANG, Kang; LI, Zhihuan; ZHENG, Lianghong","62/692,572 29.06.2018 US; 62/749,612 23.10.2018 US; 62/783,962 21.12.2018 US",
WO2004038602,PCT/US2003/026346,22.08.2003,WO/2004/038602,06.05.2004,WO,"INTEGRATED SPECTRAL DATA PROCESSING, DATA MINING, AND MODELING SYSTEM FOR USE IN DIVERSE SCREENING AND BIOMARKER DISCOVERY APPLICATIONS","An integrated, modular, automated computer software based system and method for drug discovery, biomarker discovery and drug screening, and other diverse application, including proteomics and metabonomics. The system provides for automated processing of raw spectral data (10), data standardization, reduction to data to modeling form (14), and unsupervised and supervised model building, visualization, analysis and prediction (15). The system incorporates data visualization tools and enables the user to perform visual data mining, statistical analysis and features extraction. The system fully integrates with other laboratory computer systems that may be present in the laboratory, including instrumentaion control and raw data storage systems, laboratory information management systems, and off-the-shelf third party modeling and statistical analysis software (17).",G06F 17/10,"WARNER-LAMBERT COMPANY, LLC; BAKER, J., David","BAKER, J., David","60/421,306 24.10.2002 US",JP-null
WO2015160544,PCT/US2015/024417,06.04.2015,WO/2015/160544,22.10.2015,WO,CONTEXT-SENSITIVE SEARCH USING A DEEP LEARNING MODEL,"A search engine is described herein for providing search results based on a context in which a query has been submitted, as expressed by context information. The search engine operates by ranking a plurality of documents based on a consideration of the query, and based, in part, on a context concept vector and a plurality of document concept vectors, both generated using a deep learning model (such as a deep neural network). The context concept vector is formed by a projection of the context information into a semantic space using the deep learning model. Each document concept vector is formed by a projection of document information, associated with a particular document, into the same semantic space using the deep learning model. The ranking operates by favoring documents that are relevant to the context within the semantic space, and disfavoring documents that are not relevant to the context.",G06F 17/30,"MICROSOFT TECHNOLOGY LICENSING, LLC","GUO, Chenlei; GAO, Jianfeng; WANG, Ye-Yi; DENG, Li; HE, Xiaodong","14/252,703 14.04.2014 US",EP-2015719915
