Time:,08.05.2020 10:09:33,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
EP176116713,16154406,05.02.2016,3054403,10.08.2016,EP,RECURRENT NEURAL NETWORKS FOR DATA ITEM GENERATION,"Methods, and systems, including computer programs encoded on computer storage media for generating data items. A method includes reading a glimpse from a data item using a decoder hidden state vector of a decoder for a preceding time step, providing, as input to a encoder, the glimpse and decoder hidden state vector for the preceding time step for processing, receiving, as output from the encoder, a generated encoder hidden state vector for the time step, generating a decoder input from the generated encoder hidden state vector, providing the decoder input to the decoder for processing, receiving, as output from the decoder, a generated a decoder hidden state vector for the time step, generating a neural network output update from the decoder hidden state vector for the time step, and combining the neural network output update with a current neural network output to generate an updated neural network output.",G06N 3/04; G10L 13/02; G10L 25/30,GOOGLE LLC,GREGOR KAROL; DANIHELKA IVO,201562113338 06.02.2015 US,
WO2018081089,PCT/US2017/058046,24.10.2017,WO/2018/081089,03.05.2018,WO,PROCESSING TEXT SEQUENCES USING NEURAL NETWORKS,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for neural machine translation. In one aspect, a system is configured to receive an input sequence of source embeddings representing a source sequence of words in a source natural language and to generate an output sequence of target embeddings representing a target sequence of words that is a translation of the source sequence into a target natural language, the system comprising: a dilated convolutional neural network configured to process the input sequence of source embeddings to generate an encoded representation of the source sequence, and a masked dilated convolutional neural network configured to process the encoded representation of the source sequence to generate the output sequence of target embeddings.",G06N 3/04; G06F 17/20,DEEPMIND TECHNOLOGIES LIMITED,"KALCHBRENNER, Nal Emmerich; SIMONYAN, Karen; ESPEHOLT, Lasse","62/413,366 26.10.2016 US",KR-1020197013231; EP-2017794596; JP-2019522499; CN-201780073530.0
WO2018023356,PCT/CN2016/092762,01.08.2016,WO/2018/023356,08.02.2018,WO,MACHINE TRANSLATION METHOD AND APPARATUS,"A neural network based translation method, wherein the method includes: mapping a source sentence to a semantic space predefined by a knowledge base by using a first machine learning module, to extract key information of the source sentence (910); and generating a target sentence by using a second machine learning module based on the extracted key information (920).",G06F 17/28,"MICROSOFT TECHNOLOGY LICENSING, LLC; LI, Mu; ZHOU, Ming; LIU, Shujie","LI, Mu; ZHOU, Ming; LIU, Shujie",,
WO2007068123,PCT/CA2006/002056,18.12.2006,WO/2007/068123,21.06.2007,WO,METHOD AND SYSTEM FOR TRAINING AND APPLYING A DISTORTION COMPONENT TO MACHINE TRANSLATION,"Machine translation is the translation by a machine of sentences in one human language (the source language) into sentences in a second human language, (the target language). However, once words in a sentence have been translated, the target-language words that have been found must often be reordered to reflect the characteristics of the target language. Thus, a 'distortion' component is desirable to assess the extent that each reordering reflects a correct translation. Since rules for word order vary from language to language, the system provides a distortion component which assigns a distortion score to individual translation hypothesizes. The distortion component is derived through a supervised learning system from a source sentence and a distorted source sentence originating from a bilingual sentence pair. The distortion component is based on multiple features; the features can be position based features, a word based feature and or a syntax based features.",G06F 17/28; G06F 15/18,"NATIONAL RESEARCH COUNCIL OF CANADA; KUHN, Roland; FOSTER, George; SIMARD, Michel; JOANIS, Eric","KUHN, Roland; FOSTER, George; SIMARD, Michel; JOANIS, Eric","60/750,828 16.12.2005 US",DE-null
WO2019083812,PCT/US2018/056493,18.10.2018,WO/2019/083812,02.05.2019,WO,GENERATING DUAL SEQUENCE INFERENCES USING A NEURAL NETWORK MODEL,"A computer-implemented method for dual sequence inference using a neural network model includes generating a codependent representation based on a first input representation of a first sequence and a second input representation of a second sequence using an encoder of the neural network model and generating an inference based on the codependent representation using a decoder of the neural network model. The neural network model includes a plurality of model parameters learned according to a machine learning process. The encoder includes a plurality of coattention layers arranged sequentially, each coattention layer being configured to receive a pair of layer input representations and generate one or more summary representations, and an output layer configured to receive the one or more summary representations from a last layer among the plurality of coattention layers and generate the codependent representation.",G06N 3/04; G06N 5/04,"SALESFORCE.COM, INC.","ZHONG, Victor; XIONG, Caiming; SOCHER, Richard","62/578,380 27.10.2017 US; 15/881,582 26.01.2018 US",
EP232832040,18167866,17.04.2018,3399471,07.11.2018,EP,EFFICIENT LEARNING AND USING OF TOPOLOGIES OF NEURAL NETWORKS IN MACHINE LEARNING,"A mechanism is described for facilitating learning and application of neural network topologies in machine learning at autonomous machines. A method of embodiments, as described herein, includes monitoring and detecting structure learning of neural networks relating to machine learning operations at a computing device having a processor, and generating a recursive generative model based on one or more topologies of one or more of the neural networks. The method may further include converting the generative model into a discriminative model.",G06N 7/00; G06N 3/04,INTEL CORP,YEHEZKEL ROHEKAR RAANAN YONATAN; KOREN GUY; NISIMOV SHAMI; NOVIK GAL,201715659853 26.07.2017 US; 201762501794 05.05.2017 US,
WO2019226954,PCT/US2019/033849,23.05.2019,WO/2019/226954,28.11.2019,WO,TRAINING SEQUENCE GENERATION NEURAL NETWORKS USING QUALITY SCORES,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for training a sequence generation neural network. One of the methods includes obtaining a batch of training examples; for each of the training examples: processing the training network input in the training example using the neural network to generate an output sequence; for each particular output position in the output sequence: identifying a prefix that includes the system outputs at positions before the particular output position in the output sequence, for each possible system output in the vocabulary, determining a highest quality score that can be assigned to any candidate output sequence that includes the prefix followed by the possible system output, and determining an update to the current values of the network parameters that increases a likelihood that the neural network generates a system output at the position that has a high quality score.",G06N 3/04; G06N 3/08; G06N 5/00,GOOGLE LLC,"NOROUZI, Mohammad; CHAN, William; AGHDAM, Sara Sabour Rouh","62/675,733 23.05.2018 US",
WO2019040197,PCT/US2018/041837,12.07.2018,WO/2019/040197,28.02.2019,WO,NETWORK-BASED LEARNING MODELS FOR NATURAL LANGUAGE PROCESSING,"Systems and methods of network-based learning models for natural language processing are provided. Information may be stored information in memory regarding user interaction with network content. Further, a digital recording of a vocal utterance made by a user may be captured. The vocal utterance may be interpreted based on the stored user interaction information. An intent of the user may be identified based on the interpretation, and a prediction may be made based on the identified intent. The prediction may further correspond to a selected workflow.",G06F 17/27; G06F 17/28,SONY INTERACTIVE ENTERTAINMENT LLC,"YONG, Stephen","15/682,381 21.08.2017 US",
WO2018195875,PCT/CN2017/082253,27.04.2017,WO/2018/195875,01.11.2018,WO,GENERATING QUESTION-ANSWER PAIRS FOR AUTOMATED CHATTING,The present disclosure provides method and apparatus for generating question-answer (QA) pairs for automated chatting. A plain text may be obtained. A question may be determined based on the plain text through a deep learning model. A QA pair may be formed based on the question and the plain text.,G06F 17/30,"MICROSOFT TECHNOLOGY LICENSING, LLC; WU, Xianchao","WU, Xianchao",,CN-201780049767.5; EP-2017906889
WO2018213205,PCT/US2018/032607,14.05.2018,WO/2018/213205,22.11.2018,WO,"SYSTEMS AND METHODS FOR RAPIDLY BUILDING, MANAGING, AND SHARING MACHINE LEARNING MODELS","In some aspects, systems and methods for rapidly building, managing, and sharing machine learning models are provided. Managing the lifecycle of machine learning models can include: receiving a set of unannotated data; requesting annotations of samples of the unannotated data to produce an annotated set of data; building a machine learning model based on the annotated set of data; deploying the machine learning model to a client system, wherein production annotations are generated; collecting the generated production annotations and generating a new machine learning model incorporating the production annotations; and selecting one of the machine learning model built based on the annotated set of data or the new machine learning model.",G06F 9/44; G06F 17/00; G06F 17/24,"DIGITAL REASONING SYSTEMS, INC.","HUGHES, Cory; ESTES, Timothy; LIU, John; CARL, Brandon; KAMATH, Uday","62/505,936 14.05.2017 US",EP-2018803094; AU-2018269941; CA-3063738; SG-11201910380S
WO2020005634,PCT/US2019/037583,18.06.2019,WO/2020/005634,02.01.2020,WO,NEURAL TREES,"A predictor has a memory which stores at least one example for which an associated outcome is not known. The memory stores at least one decision tree comprising a plurality of nodes connected by edges, the nodes comprising a root node, internal nodes and leaf nodes. Individual ones of the nodes and individual ones of the edges each have an assigned module, comprising parameterized, differentiable operations, such that for each of the internal nodes the module computes a binary outcome for selecting a child node of the internal node. The predictor has a processor configured to compute the prediction by processing the example using a plurality of the differentiable operations selected according to a path through the tree from the root node to a leaf node.",G06N 3/04; G06N 3/08,"MICROSOFT TECHNOLOGY LICENSING, LLC","NORI, Aditya Vithal; CRIMINISI, Antonio; TANNO, Ryutaro","1810736.7 29.06.2018 GB; 16/043,131 23.07.2018 US",
