Time:,21.04.2020 00:10:45,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2018081569,PCT/US2017/058774,27.10.2017,WO/2018/081569,03.05.2018,WO,SYSTEMS AND METHODS FOR A HYBRID BRAIN INTERFACE FOR ROBOTIC SWARMS USING EEG SIGNALS AND AN INPUT DEVICE,"A system and a method for hybrid brain computer interface for controlling a robotic swarm are disclosed. The system comprises: a control interface for defining a plurality of electrodes configured for accessing a plurality of brain signals associated with a plurality of channels located over a sensorimotor cortex; a processor, in operative communication with the control interface, configured to: train a machine learning model to associate a brain state with data defining a brain signal, decode a control signal of the plurality of brain signals to generate control data, apply the control data to the machine learning model to identify the brain state, and transmit instructions to a plurality of robotic devices to modify a density of the plurality of robotic devices based on the brain state; and an input device, in operable communication with the processor, for generating input data, the input data utilized by the processor to modify a position of the plurality of robotic devices.",G06F 3/01; B25J 13/06; G06N 99/00,"ARTEMIADIS, Panagiotis; KARAVAS, Georgios Konstantinos","ARTEMIADIS, Panagiotis; KARAVAS, Georgios Konstantinos","62/413,756 27.10.2016 US",
WO2019033381,PCT/CN2017/097979,18.08.2017,WO/2019/033381,21.02.2019,WO,EFFICIENT NEURAL NETWORKS WITH ELABORATE MATRIX STRUCTURES IN MACHINE LEARNING ENVIRONMENTS,"A mechanism is described for facilitating efficient neural networks with elaborate matrix structures in machine learning environments. A method of embodiments, as described herein, includes facilitating selection of one or more paths associated with one or more matrix structures for a neural network associated with deep learning processes performed by a processor of a computing device. The method further includes training the neural network based on the one or more paths and the corresponding one or more matrix structure to facilitate customization of the deep learning processes.",G06N 3/02; G06N 3/08,"INTEL CORPORATION; CHEN, Yurong; LI, Jianguo; NI, Renkun","CHEN, Yurong; LI, Jianguo; NI, Renkun",,
WO2019226686,PCT/US2019/033373,21.05.2019,WO/2019/226686,28.11.2019,WO,DEEP LEARNING SYSTEM,"A machine learning system is provided to enhance various aspects of machine learning models. In some aspects, a substantially photorealistic three-dimensional (3D) graphical model of an object is accessed and a set of training images of the 3D graphical mode are generated, the set of training images generated to add imperfections and degrade photorealistic quality of the training images. The set of training images are provided as training data to train an artificial neural network.",G06N 3/08; G06N 20/00; G06T 17/10; G06T 19/00,MOVIDIUS LTD.,"MOLONEY, David Macdara; BUCKLEY, Léonie Raideen; RODRIGUEZ MARTÍN DE LA SIERRA, Luis M.; MÁRQUEZ RODRÍGUEZ-PERAL, Carlos; BRICK, Cormac M.; BYRNE, Jonathan David; XU, Xiaofan; PEÑA CARRILLO, Dexmont Alejandro; PARK, Mi Sun; PALLA, Alessandro","62/675,601 23.05.2018 US",
EP13270230,98937920,12.03.1998,0976039,02.02.2000,EP,APPARATUS AND METHOD FOR COMMUNICATING BETWEEN AN INTELLIGENT AGENT AND CLIENT COMPUTER PROCESS USING DISGUISED MESSAGES,"An intelligent agent (42) and its client (10) communicate using a selector known by both parties to generate and interpret messages and thereby effectively disguise confidential information transmitted in the messages from third parties. Moreover, a neural network is used to implement the decision logic and/or the message disguising functions of an agent (42) such that the logic employed in such functions is not readily reverse compiled or scanned by third parties.",G06F 9/46; G06F 15/16; G06F 9/44; G06F 9/50; G06F 15/18; G06N 3/00; H04L 9/28; H04L 29/06; H04L 29/08,IBM,BIGUS JOSEPH PHILLIP; CRAGUN BRIAN JOHN; DELP HELEN ROXLO,82211997 21.03.1997 US; 9804876 12.03.1998 US,
WO1998043190,PCT/US1998/004942,12.03.1998,WO/1998/043190,01.10.1998,WO,MULTIPLE INTELLIGENT AGENTS HAVING VARIED DEGREES OF DOMAIN KNOWLEDGE,"The performance of a given computer task is optimized by utilizing a plurality of intelligent agents (42) suited to perform the computer task but having varied degrees of domain knowledge. Based upon an objective criteria that may be determined for a given situation, one of the plurality of intelligent agents (42) may be selected and dispatched to perform the task, thereby optimizing the performance of the computer task for a wide variety of situations.",G06N 5/04,INTERNATIONAL BUSINESS MACHINES CORPORATION,"BIGUS, Joseph, Phillip; GRAGUN, Brian, John; DELP, Helen, Roxlo","08/826,107 21.03.1997 US",KR-1019997008175; EP-1998911624; JP-1998545751; CA-2281724
EP232832040,18167866,17.04.2018,3399471,07.11.2018,EP,EFFICIENT LEARNING AND USING OF TOPOLOGIES OF NEURAL NETWORKS IN MACHINE LEARNING,"A mechanism is described for facilitating learning and application of neural network topologies in machine learning at autonomous machines. A method of embodiments, as described herein, includes monitoring and detecting structure learning of neural networks relating to machine learning operations at a computing device having a processor, and generating a recursive generative model based on one or more topologies of one or more of the neural networks. The method may further include converting the generative model into a discriminative model.",G06N 7/00; G06N 3/04,INTEL CORP,YEHEZKEL ROHEKAR RAANAN YONATAN; KOREN GUY; NISIMOV SHAMI; NOVIK GAL,201715659853 26.07.2017 US; 201762501794 05.05.2017 US,
WO2017177128,PCT/US2017/026585,07.04.2017,WO/2017/177128,12.10.2017,WO,SYSTEMS AND METHODS FOR DEEP REINFORCEMENT LEARNING USING A BRAIN-ARTIFICIAL INTELLIGENCE INTERFACE,"The present disclosure relates to systems and methods for providing a hybrid brain-computer-interface (hBCI) that can detect an individual's reinforcement signals (e.g., level of interest, arousal, emotional reactivity, cognitive fatigue, cognitive state, or the like) in and/or response to objects, events, and/or actions in an environment by generating reinforcement signals for improving an AI agent controlling the environment, such as an autonomous vehicle. Although the disclosed subject matter is discussed within the context of an autonomous vehicle virtual reality game in the exemplary embodiments of the present disclosure, the disclosed system can be applicable to any other environment in which the human user's sensory input is to be used to influence actions within the environment. Furthermore, the systems and methods disclosed can use neural, physiological, or behavioral signatures to inform deep reinforcement learning based AI systems to enhance user comfort and trust in automation.",B25J 13/00; G05B 13/02; G06F 15/18; G06N 3/00; G06N 3/08; G06N 3/12,"THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK; SAJDA, Paul; SAPROO, Sameer; SHIH, Victor; ROY, Sonakshi, Bose; JANGRAW, David","SAJDA, Paul; SAPROO, Sameer; SHIH, Victor; ROY, Sonakshi, Bose; JANGRAW, David","62/463,276 24.02.2017 US; 62/320,137 08.04.2016 US",
WO1998047059,PCT/US1998/004913,12.03.1998,WO/1998/047059,22.10.1998,WO,OPTIMIZING COMPUTER TASKS USING INTELLIGENT AGENT WITH MULTIPLE PROGRAM MODULES HAVING VARIED DEGREES OF DOMAIN KNOWLEDGE,"The performance of a given task is optimized by utilizing an intelligent agent (42) having a plurality of program modules (42') suited to perform the computer task but having varied degrees of domain knowledge. Based upon an objective criteria that may be determined for a given situation, one or more of the program modules (42') in the intelligent agent (42) may be selected to perform the task, thereby optimizing the performance of the computer task for a wide variety of situations.",G06N 5/04,INTERNATIONAL BUSINESS MACHINES CORPORATION,"BIGUS, Joseph, Phillip; CRAGUN, Brian, John; DELP, Helen, Roxlo","08/822,993 21.03.1997 US",EP-1998937921; CA-2282765; JP-1998543893; KR-1019997008176
WO2018017399,PCT/US2017/042041,14.07.2017,WO/2018/017399,25.01.2018,WO,METHOD AND SYSTEM FOR 3D HAND SKELETON TRACKING,"A tracking system is disclosed. The system may comprise a processor and a non-transitory computer-readable storage medium coupled to the processor and storing instructions that, when executed by the processor, cause the system to perform a method. The method may comprise training a detection model and an extraction model, capturing one or more images of at least a portion of an object, detecting the portion of the object in each of the one or more images through the trained detection model, tracking the detected portion of the object in real-time, obtaining 2D positions of one or more locations on the tracked portion of the object through the trained extraction model, and obtaining 3D positions of the one or more locations on the tracked portion of the object based at least in part on the obtained 2D positions.",G06F 3/01; G06F 3/03; G06K 9/00; G06K 9/62; G06T 7/00; G06T 7/20,"USENS, INC.","MAO, Wentao; ZHANG, Xu; MA, Gengyu; FEI, Yue","62/364,783 20.07.2016 US",EP-2017831592
WO2020014477,PCT/US2019/041395,11.07.2019,WO/2020/014477,16.01.2020,WO,"METHODS, SYSTEMS, AND COMPUTER READABLE MEDIA FOR IMAGE ANALYSIS WITH DEEP LEARNING TO PREDICT BREAST CANCER CLASSES","A method for image analysis using deep learning to predict breast cancer classes, includes receiving a test image. The method further includes generating test image instances from the test image. The method further includes inputting the test image instances into a convolutional neural network (CNN), which extracts features from each of the test image instances. The method further includes applying an instance support vector machine (SVM) to the features to predict breast cancer classes for each of the instances. The method further includes aggregating outputs from the instance SVM to predict breast cancer classes for the test image.",G16H 50/70; G16H 50/20; G16H 30/40; A61B 5/00,THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL; CITY OF HOPE,"PEROU, Charles, Maurice; COUTURE, Heather Dunlop; WILLIAMS, Lindsay Almquist; NYANTE, Sarah; MARRON, James Stephen; TROESTER, Melissa; NIETHAMMER, Marc; GERADTS, Joseph; BUTLER, Ebonee","62/696,464 11.07.2018 US; 62/757,746 08.11.2018 US",
EP14992204,07425109,01.03.2007,1964650,03.09.2008,EP,Integrated optical microsystem for communication and sensing in microrobots operating in multi-agent systems or swarms and mass-fabrication method therefor,"An integrated optical microsystem for communication and sensing to be applied into autonomous mobile microrobots belonging to multi-agent systems or swarms, comprising of a substrate (7) suitable to be mounted on the microrobot, a plurality of sensing units (8, 9) electrically controlled and arranged along the borders of the substrate and reflective surfaces (11) arranged on the substrate in correspondence of each sensing unit and aimed to deflect towards these units the input signals and to deflect out the signal emitted by these units. A method to mass produce the optical microsystem is described.",B25J 9/16,SCUOLA SUPERIORE DI STUDI UNI,CORRADI PAOLO; MENCIASSI ARIANNA; DARIO PAOLO,07425109 01.03.2007 EP,
WO2019241145,PCT/US2019/036368,10.06.2019,WO/2019/241145,19.12.2019,WO,ARTIFICIAL INTELLIGENCE APPLICATIONS FOR COMPUTER-AIDED DISPATCH SYSTEMS,"Exemplary embodiments of the present invention provide a virtual dispatch assist system in which various types of Intelligent Agents are deployed (e.g., as part of a new CAD system architecture or as add-ons to existing CAD systems) to analyze vast amounts of historic operational data and provide various types of dispatch assist notifications and recommendations that can be used by a dispatcher or by the CAD system itself (e.g., autonomously) to make dispatch decisions.",G06N 5/04; G06N 3/00; G06N 3/08; G06N 7/00,INTERGRAPH CORPORATION,"WILLIAMS, Jackie, Paul; COLE, Michael, Thomas; DEBONI, Jose Eduardo, Zindel","62/683,754 12.06.2018 US",
WO2019219969,PCT/EP2019/062943,20.05.2019,WO/2019/219969,21.11.2019,WO,GRAPH NEURAL NETWORK SYSTEMS FOR BEHAVIOR PREDICTION AND REINFORCEMENT LEARNING IN MULTPLE AGENT ENVIRONMENTS,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for predicting the actions of, or influences on, agents in environments with multiple agents, in particular for reinforcement learning. In one aspect, a relational forward model (RFM) system receives agent data representing agent actions for each of multiple agents and implements: an encoder graph neural network subsystem to process the agent data as graph data to provide encoded graph data, a recurrent graph neural network subsystem to process the encoded graph data to provide processed graph data, a decoder graph neural network subsystem to decode the processed graph data to provide decoded graph data and an output to provide representation data for node and/or edge attributes of the decoded graph data relating to a predicted action of one or more of the agents. A reinforcement learning system includes the RFM system.",G06N 3/04; G06N 3/08,DEEPMIND TECHNOLOGIES LIMITED,"SONG, Hasuk; TACCHETTI, Andrea; BATTAGLIA, Peter William; ZAMBALDI, Vinicius","62/673,812 18.05.2018 US",
WO2020070519,PCT/GB2019/052819,07.10.2019,WO/2020/070519,09.04.2020,WO,METHOD FOR DETECTING ADVERSE CARDIAC EVENTS,"A method (1) is described for training a machine learning model (2) to receive as input a time-resolved three-dimensional model (4) of a heart or a portion of a heart, and to output (3) a predicted time-to-event or a measure of risk for an adverse cardiac event. The method includes receiving a training set (5). The training set (5) includes a number of time-resolved three-dimensional models (41,..., 4N) of a heart or a portion of a heart. The training set (5) also includes, for each time-resolved three-dimensional model (41,..., 4N), corresponding outcome data (71,..., 7N) associated with the time- resolved three-dimensional model (41,..., 4N). The method (1) of training a machine learning model (2) also includes, using the training set (5) as input, training the machine learning model (2) to recognise latent representations (12) of cardiac motion which are predictive of an adverse cardiac event. The method (1) of training a machine learning model (2) also includes storing the trained machine learning model (2).",G16H 50/20; G16H 30/40; G06N 3/04; G06N 3/08; G06N 20/00,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","BELLO, Ghalib A.; BIFFI, Carlo; DUAN, Jinming; DAWES, Timothy J.W.; RUECKERT, Daniel; O'REGAN, Declan P.",1816281.8 05.10.2018 GB,
WO2019033380,PCT/CN2017/097977,18.08.2017,WO/2019/033380,21.02.2019,WO,SLIMMING OF NEURAL NETWORKS IN MACHINE LEARNING ENVIRONMENTS,"A mechanism is described for facilitating slimming of neural networks in machine learning environments. A method of embodiments, as described herein, includes learning a first neural network associated with machine learning processes to be performed by a processor of a computing device, where learning includes analyzing a plurality of channels associated with one or more layers of the first neural network. The method may further include computing a plurality of scaling factors to be associated with the plurality of channels such that each channel is assigned a scaling factor, wherein each scaling factor to indicate relevance of a corresponding channel within the first neural network. The method may further include pruning the first neural network into a second neural network by removing one or more channels of the plurality of channels having low relevance as indicated by one or more scaling factors of the plurality of scaling factors assigned to the one or more channels.",G06N 3/08,"INTEL CORPORATION; YAN, Shoumeng; LI, Jianguo; LIU, Zhuang","YAN, Shoumeng; LI, Jianguo; LIU, Zhuang",,
WO2019113502,PCT/US2018/064557,07.12.2018,WO/2019/113502,13.06.2019,WO,ADDING DEEP LEARNING BASED AI CONTROL,An encoded artificial intelligence (AI) behavior specification is received. A data generation configuration specification is received. And a deep neural network configuration specification is received. A training data set based on the data generation configuration specification is generated. An AI behavior deep neural network that conforms to the deep neural network configuration specification is trained using at least a subset of the generated training data. The trained AI behavior deep neural network is provided from a remote AI add-in service to a development environment.,G06N 3/04; G06N 99/00,ALBRAIN CORPORATION,"KOVACS, Daniel, Laszlo; LEE, Jinhwal; KANG, Taejun; YANG, Sichang; KIM, Hankyul; SHINN, Hong Shik","16/212,161 06.12.2018 US; 15/956,636 18.04.2018 US; 62/596,496 08.12.2017 US; 15/956,396 18.04.2018 US",
WO2008006267,PCT/CN2007/000496,13.02.2007,WO/2008/006267,17.01.2008,WO,INTELLIGENT AGENT BASED DEVELOPMENT PLATFORM,"An intelligent agent technology (IAT) based development platform comprises a first module which can provide full artificial intelligence and intelligent agent technology (IATology) based application interface for constructing various intelligent agent application and a second module for data storage and analyzing data intelligently as well as providing the analyzed results to the first module. An intelligent agent system with real sense, analysis and logical illation capability is provided. In addition an intelligent ontological agent based development environment (IATo) is provided to be the basic frame and development platform of the future intelligent E business.",G06F 17/40; G06Q 20/00; G06Q 30/00,"LEE, Shu Tak, Raymond","LEE, Shu Tak, Raymond",200610061542.5 05.07.2006 CN,
