Time:,21.04.2020 00:39:24,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13
WO2020056060,PCT/US2019/050697,11.09.2019,WO/2020/056060,19.03.2020,WO,MULTI-STAGE MACHINE-LEARNING MODELS TO CONTROL PATH-DEPENDENT PROCESSES,"Provided is a process, including: obtaining a first training dataset of subject-entity records; training a first machine-learning model on the first training dataset; forming virtual subject-entity records by appending members of a set of candidate action sequences to time-series of at least some of the subject-entity records; forming a second training dataset by labeling the virtual subject-entity records with predictions of the first machine-learning model; and training a second machine-learning model on the second training dataset.",G06N 3/08; G06N 3/04,CEREBRI AI INC.,"SILBERMAN, Gabriel M.; BRIANÇON, Alain; KLOSE, Gregory; WEGAN, Michael; HARPER, Lee; KRAEMER, Andrew; PRAKASH, Arun","16/127,933 11.09.2018 US",
WO2019126323,PCT/US2018/066501,19.12.2018,WO/2019/126323,27.06.2019,WO,ROBOT INTERACTION WITH OBJECTS BASED ON SEMANTIC INFORMATION ASSOCIATED WITH EMBEDDING SPACES,"Techniques described herein relate to using reduced-dimensionality embeddings generated from robot sensor data to identify predetermined semantic labels that guide robot interaction with objects. In various implementations, obtaining, from one or more sensors of a robot, sensor data that includes data indicative of an object observed in an environment in which the robot operates. The sensor data may be processed utilizing a first trained machine learning model to generate a first embedded feature vector that maps the data indicative of the object to an embedding space. Nearest neighbor(s) of the first embedded feature vector may be identified in the embedding space. Semantic label(s) may be identified based on the nearest neighbor(s). A given grasp option may be selected from enumerated grasp options previously associated with the semantic label(s). The robot may be operated to interact with the object based on the pose and using the given grasp option.",B25J 9/16,X DEVELOPMENT LLC,"NAGARAJAN, Umashankar","15/851,622 21.12.2017 US",
EP232545771,18382345,21.05.2018,3396598,31.10.2018,EP,METHOD AND USER INTERFACE FOR MANAGING AND CONTROLLING POWER IN MODULAR ROBOTS AND APPARATUS THEREFOR,"A method for managing the power consumption of a modular robot is disclosed, being the overall power consumption of the robot the result of the individual power consumption of all its components following from certain power routines and inference techniques; a method that allows for an automatic inference and instant determination of the overall power consumption required by a modular robot is provided, such method also extended to the determination of the power consumption of a modular robot over a period of time; a method for training the behavior of a modular robot in a power-conscious manner according to a power inference source and a desired power consumption or a desired energy profile, using for that purpose Reinforcement and Imitation Learning techniques, is also disclosed; a method for monitoring and controlling the power consumption of the modular robot through a user interface conceived to that end is likewise disclosed; lastly, the robot apparatus therefor, a modular robot whose components own the electronics needed for the deployment of the disclosed method, is provided.",G06N 3/00; B25J 9/08; B25J 9/16; G05B 19/00; G06F 17/50; G06N 99/00,ERLE ROBOTICS S L,MAYORAL VILCHES VÍCTOR; MUÑIZ ROSAS ADAY; BILBAO CALVO ASIER; MUGURUZA GOENAGA IÑIGO; ZAMALLOA UGARTE IRATI,18382345 21.05.2018 EP,
WO2019182974,PCT/US2019/022753,18.03.2019,WO/2019/182974,26.09.2019,WO,STEREO DEPTH ESTIMATION USING DEEP NEURAL NETWORKS,"Various examples of the present disclosure include a stereoscopic deep neural network (DNN) that produces accurate and reliable results in real-time. Both LIDAR data (supervised training) and photometric error (unsupervised training) may be used to train the DNN in a semi-supervised manner. The stereoscopic DNN may use an exponential linear unit (ELU) activation function to increase processing speeds, as well as a machine learned argmax function that may include a plurality of convolutional layers having trainable parameters to account for context. The stereoscopic DNN may further include layers having an encoder/decoder architecture, where the encoder portion of the layers may include a combination of three-dimensional convolutional layers followed by two-dimensional convolutional layers.",G06N 3/04; G06N 3/063; G06N 3/08; G01S 17/02; G06T 7/593,NVIDIA CORPORATION,"SMOLYANSKIY, Nikolai; KAMENEV, Alexey; BIRCHFIELD, Stan","62/646,148 21.03.2018 US; 16/356,439 18.03.2019 US",
WO2019113074,PCT/US2018/063851,04.12.2018,WO/2019/113074,13.06.2019,WO,LEARNING AND APPLYING EMPIRICAL KNOWLEDGE OF ENVIRONMENTS BY ROBOTS,"Techniques described herein relate to generating a posteriori knowledge about where objects are typically located within environments to improve object location. In various implementations, output from vision sensor(s) of a robot may include visual frame(s) that capture at least a portion of an environment in which a robot operates/will operate. The visual frame(s) may be applied as input across a machine learning model to generate output that identifies potential location(s) of an object of interest. The robot's position/pose may be altered based on the output to relocate one or more of the vision sensors. One or more subsequent visual frames that capture at least a not-previously-captured portion of the environment may be applied as input across the machine learning model to generate subsequent output identifying the object of interest. The robot may perform task(s) that relate to the object of interest.",B25J 9/16; G05B 13/02; G06N 3/02; G06N 3/08,X DEVELOPMENT LLC,"GREENBERG, Alexa","15/832,705 05.12.2017 US",
WO2019105543,PCT/EP2017/080806,29.11.2017,WO/2019/105543,06.06.2019,WO,BYZANTINE TOLERANT GRADIENT DESCENT FOR DISTRIBUTED MACHINE LEARNING WITH ADVERSARIES,"The present application concerns a computer-implemented method for training a machine learning model in a distributed fashion, using Stochastic Gradient Descent, SGD, wherein the method is performed by a first computer in a distributed computing environment and comprises performing a learning round, comprising broadcasting a parameter vector to a plurality of worker computers in the distributed computing environment, receiving an estimate update vector (gradient) from all or a subset of the worker computers, wherein each received estimate vector is either an estimate of a gradient of a cost function, or an erroneous vector, and determining an updated parameter vector for use in a next learning round based only on a subset of the received estimate vectors. The method aggregates the gradients while guaranteeing resilience to up to half workers being compromised (malfunctioning, erroneous or modified by attackers).",G06N 3/08; G06N 3/04,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL),"BLANCHARD, Peva; EL MHAMDI, El Mahdi; GUERRAOUI, Rachid; STAINER, Julien",,
WO2011156001,PCT/US2011/001051,07.06.2011,WO/2011/156001,15.12.2011,WO,"VERSATILE VIDEO INTERPRETATION,VISUALIZATION, AND MANAGEMENT SYSTEM","A process and device for detecting colon cancer by classifying and annotating clinical features in video data containing colonoscopic features by applying a probabilistic analysis to intra-frame and inter-frame relationships between colonoscopic features in spatially and temporally neighboring portions of video frames, and classifying and annotating as clinical features any of the colonoscopic features that satisfy the probabilistic analysis as clinical features. Preferably the probabilistic analysis is Hidden Markove Model analysis, and the process is carried out by a computer trained using semi supervised learning from labeled and unlabeled examples of clinical features in video containing colonoscopic features.",G06K 9/00; A61B 1/06,"STI MEDICAL SYSTEMS, LLC; PARK, Sun, Young; SARGENT, Dustin; GUSTAFSSON, Ulf, Peter; LI, Wenjing; WOLTERS, Rolf; FLEISCHER, Stephen","PARK, Sun, Young; SARGENT, Dustin; GUSTAFSSON, Ulf, Peter; LI, Wenjing; WOLTERS, Rolf; FLEISCHER, Stephen","61/397,169 07.06.2010 US",
WO2017132289,PCT/US2017/014991,25.01.2017,WO/2017/132289,03.08.2017,WO,REINFORCEMENT LEARNING USING A PARTITIONED INPUT STATE SPACE,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for reinforcement learning using a partitioned reinforcement learning input state space (RL input state space). One of the methods includes maintaining data defining a plurality of partitions of a space of reinforcement learning (RL) input states, each partition corresponding to a respective supervised learning model; obtaining a current state representation that represents a current state of the environment; for the current state representation and for each action in the set of actions, identifying a respective partition and processing the action and the current state representation using the supervised learning model that corresponds to the respective partition to generate a respective current value function estimate; and selecting an action to be performed by the computer-implemented agent in response to the current state representation using the respective current value function estimates.",G06N 3/08,"OSARO, INC.","AREL, Itamar; KAHANE, Michael; ROHANIMANESH, Khashayar","62/286,856 25.01.2016 US",
WO2017191648,PCT/IN2017/000096,28.04.2017,WO/2017/191648,09.11.2017,WO,AN UNIVERSAL CLASSIFIER FOR LEARNING AND CLASSIFICATION OF DATA WITH USES IN MACHINE LEARNING,"The present invention discloses a new methododlogy which can be used to classify specific problems and describes a product such as the ""classification engine"" which is implementable in hardware for specific problems. The specific problem could be such as face Recognition Systems, Disease diagnostic systems, Robotic inspection systems for use in the factory shop floor etc. The system and method given in this invention examines any form of data for the purposes of learning and classification so that any Machine such as a robot or machine will be able to handle the data and classify the data for automatic decision making. While analyzing the data it performs, basically THREE main steps (I) The Partition Process and (II) The Reduction of Dimension (of data ) Process, (III) The Cluster Discovery Process and (IV) The classification Process.",G06N 3/00; G06N 99/00; G06F 15/18; G06F 17/30,"ESWARAN, Kumar","ESWARAN, Kumar",201641015775 05.05.2016 IN,
EP20645801,09171957,01.10.2009,2309487,13.04.2011,EP,Automatic speech recognition system integrating multiple sequence alignment for model bootstrapping,"The invention proposes a method for training an automatic speech recognition system (which can be used e.g. for robots, hearing aids, speech-controlled machines, ...), the automatic speech recognition system using Hidden Markov Models (HMMs) trained by training data, 
the HMMs being initialized by applying a bootstrapping method on a reduced set of training data, 
wherein the bootstrapping method transforms an ergodic HMM topology to a Bakis topology for word-level HMM initialization, the method comprising the following steps: 
a. Calculation of a cost matrix assigning different costs to the permutation of state transitions as observed in the state sequences resulting from the decoding of the training data, 
b. Calculation of a similarity measure for all sequences based on the cost matrix, and 
c. Merging of all sequences based on their similarity measure until only one sequence is left.",G10L 15/14,HONDA RES INST EUROPE GMBH,AYLLON CLEMENTE IRENE; HECKMANN MARTIN DR,09170062 11.09.2009 EP; 09171957 01.10.2009 EP,
WO2020033898,PCT/US2019/046011,09.08.2019,WO/2020/033898,13.02.2020,WO,"SYSTEMS AND METHODS FOR PROVIDING FLEXIBLE, MULTI-CAPACITY MODELS FOR USE OF DEEP NEURAL NETWORKS IN MOBILE DEVICES","Systems and methods are disclosed which allow mobile devices, and other resource constrained applications, to more efficiently and effectively utilize deep learning neural networks using only (or primarily) local resources. These systems and methods take the dynamics of runtime resources into account to enable resource-aware, multi-tenant on-device deep learning for artificial intelligence functions for use in tasks like mobile vision systems. The multi-capacity framework enables deep learning models to offer flexible resource-accuracy trade-offs and other similar balancing of performance and resources consumed. At runtime, various systems disclosed herein may dynamically select the optimal resource-accuracy trade-off for each deep learning model to fit the model's resource demand to the system's available runtime resources and the needs of the task being performed by the model. In doing so, systems and methods disclosed herein can efficiently utilize the limited resources in mobile systems to maximize performance of multiple concurrently running neural network-based applications.",G06F 13/28; G06N 3/04; G06N 3/08; G06N 7/02; G16H 50/20; G16H 50/50; G16H 50/70,BOARD OF TRUSTEES OF MICHIGAN STATE UNIVERSITY,"ZHANG, Mi; FANG, Biyi; ZENG, Xiao","62/716,812 09.08.2018 US",
EP242633176,18207432,21.11.2018,3489886,29.05.2019,EP,UTILIZING A MACHINE LEARNING MODEL TO IDENTIFY ACTIVITIES AND DEVIATIONS FROM THE ACTIVITIES BY AN INDIVIDUAL,,G06Q 50/22; A61B 5/00,ACCENTURE GLOBAL SOLUTIONS LTD,ERIKSSON LAETITIA CAILLETEAU; CHAN KAR LOK; VALLI FAISAL AHMED; ASHLEY CHRISTOPHER PAUL,201762590077 22.11.2017 US; 201816191363 14.11.2018 US,
EP242162263,17200577,08.11.2017,3483794,15.05.2019,EP,CLOUD-BASED STORAGE FOR HETEROGENEOUS CLOUD ROBOTICS,"Methods and apparatus, including computer program products, are provided for cloud-based storage for heterogeneous robots. In some example embodiments, there may be provided a method that includes receiving, by a cloud server including a machine learning model in a training phase, training data; storing, by the cloud server, a configuration of the machine learning model; receiving, by the cloud server including the trained machine learning model in an operations phase, a request, from at least one apparatus, for the model training data; creating, by the trained machine learning model in the operations phase, the model training data; and providing, by the cloud server including the trained machine learning model in the operations phase, the response including the model training data to the at least one apparatus. Related systems, methods, and articles of manufacture are also described.",G06N 3/08; G06N 99/00,NOKIA TECHNOLOGIES OY,JORDAN SANDOR; NEMES CSABA,17200577 08.11.2017 EP,
WO2017201511,PCT/US2017/033703,19.05.2017,WO/2017/201511,23.11.2017,WO,TRAINING MACHINE LEARNING MODELS,"Methods, systems, and apparatus, including computer programs encoded on computer storage media for training machine learning models. One method includes obtaining a machine learning model, wherein the machine learning model comprises one or more model parameters, and the machine learning model is trained using gradient descent techniques to optimize an objective function; determining an update rule for the model parameters using a recurrent neural network (RNN); and applying a determined update rule for a final time step in a sequence of multiple time steps to the model parameters.",G06N 3/04; G06N 3/08,DEEPMIND TECHNOLOGIES LIMITED,"DENIL, Misha Man Ray; SCHAUL, Tom; ANDRYCHOWICZ, Marcin; DE FREITAS, Joao Ferdinando Gomes; COLMENAREJO, Sergio Gomez; HOFFMAN, Matthew, William; PFAU, David, Benjamin","62/339,785 20.05.2016 US",EP-2017728328; CN-201780030921.4
WO2019060632,PCT/US2018/052078,20.09.2018,WO/2019/060632,28.03.2019,WO,OPTIMIZING POLICY CONTROLLERS FOR ROBOTIC AGENTS USING IMAGE EMBEDDINGS,"There are provided systems, methods, and apparatus, for optimizing a policy controller to control a robotic agent that interacts with an environment to perform a robotic task. One of the methods includes optimizing the policy controller using a neural network that generates numeric embeddings of images of the environment and a demonstration sequence of demonstration images of another agent performing a version of the robotic task.",G06N 3/00; G06N 3/04; G06N 3/08,GOOGLE LLC,"CHEBOTAR, Yevgen; SERMANET, Pierre; LYNCH, Harrison","62/561,133 20.09.2017 US",EP-2018783292; CN-201880038469.0
WO2020069379,PCT/US2019/053554,27.09.2019,WO/2020/069379,02.04.2020,WO,TRAINING A DEEP NEURAL NETWORK MODEL TO GENERATE RICH OBJECT-CENTRIC EMBEDDINGS OF ROBOTIC VISION DATA,"Training a machine learning model (e.g., a neural network model such as a convolutional neural network (CNN) model) so that, when trained, the model can be utilized in processing vision data (e.g., from a vision component of a robot), that captures an object, to generate a rich object-centric embedding for the vision data. The generated embedding can enable differentiation of even subtle variations of attributes of the object captured by the vision data.",G06K 9/00; G06K 9/62; G06K 9/72,GOOGLE LLC,"PIRK, Soeren; BAI, Yunfei; SERMANET, Pierre; KHANSARI ZADEH, Seyed Mohammad; LYNCH, Harrison","62/737,794 27.09.2018 US",
WO2019057356,PCT/EP2018/066429,20.06.2018,WO/2019/057356,28.03.2019,WO,ANOMALY DETECTION IN AN INDUSTRIAL ROBOT,"A method for anomaly detection in an industrial robot, comprising the steps of a) while executing a predetermined movement, recording (S11) a time series of at least one first operating parameter of the robot; b) applying a machine learning model to the time series obtained in step a), and c) use the machine learning model to score the time series obtained in step a), deciding whether it is an anomaly or not.",B25J 9/16; G05B 23/02,ABB SCHWEIZ AG,"DAI, Fan; CLEVER, Debora; FIEDLER, Boris; KLÖPPER, Benjamin; SCHLAKE, Jan-Christoph; DIX, Marcel; SUBBIAH, Subanatarajan",17192265.1 21.09.2017 EP,
WO2017176356,PCT/US2017/016715,06.02.2017,WO/2017/176356,12.10.2017,WO,PARTITIONED MACHINE LEARNING ARCHITECTURE,"A system may include a processor and a memory. The memory may include program code that provides operations when executed by the processor. The operations may include: partitioning, based at least on a resource constraint of a platform, a global machine learning model into a plurality of local machine learning models; transforming training data to at least conform to the resource constraint of the platform; and training the global machine learning model by at least processing, at the platform, the transformed training data with a first of the plurality of local machine learning models.",G06N 99/00; G06N 3/08,WILLIAM MARSH RICE UNIVERSITY,"ROUHANI, Bita Darvish; MIRHOSEINI, Azalia; KOUSHANFAR, Farinaz","62/294,215 11.02.2016 US",
WO2019099305,PCT/US2018/060158,09.11.2018,WO/2019/099305,23.05.2019,WO,META-LEARNING FOR MULTI-TASK LEARNING FOR NEURAL NETWORKS,"Methods and systems for meta-learning are described for automating learning of child tasks with a single neural network. The order in which tasks are learned by the neural network can affect performance of the network, and the meta-learning approach can use a task-level curriculum for multi-task training. The task-level curriculum can be learned by monitoring a trajectory of loss functions during training. The meta-learning approach can learn to adapt task loss balancing weights in the course of training to get improved performance on multiple tasks on real world datasets. Advantageously, learning to dynamically balance weights among different task losses can lead to superior performance over the use of static weights determined by expensive random searches or heuristics. Embodiments of the meta-learning approach can be used for computer vision tasks or natural language processing tasks, and the trained neural networks can be used by augmented or virtual reality devices.",G06N 3/02; G06N 20/00,"MAGIC LEAP, INC.","RABINOVICH, Andrew; BADRINARAYANAN, Vijay; RAJENDRAN, Srivignesh; LEE, Chen-Yu","62/586,154 14.11.2017 US",
WO2019006091,PCT/US2018/039947,28.06.2018,WO/2019/006091,03.01.2019,WO,MACHINE LEARNING METHODS AND APPARATUS FOR SEMANTIC ROBOTIC GRASPING,"Deep machine learning methods and apparatus related to semantic robotic grasping are provided. Some implementations relate to training a training a grasp neural network, a semantic neural network, and a joint neural network of a semantic grasping model. In some of those implementations, the joint network is a deep neural network and can be trained based on both: grasp losses generated based on grasp predictions generated over a grasp neural network, and semantic losses generated based on semantic predictions generated over the semantic neural network. Some implementations are directed to utilization of the trained semantic grasping model to servo, or control, a grasping end effector of a robot to achieve a successful grasp of an object having desired semantic feature(s).",B25J 9/16; G06N 3/04; G06N 3/08,GOOGLE LLC,"JANG, Eric; VIJAYANARASIMHAN, Sudheendra; PASTOR SAMPEDRO, Peter; IBARZ, Julian; LEVINE, Sergey","62/526,211 28.06.2017 US",EP-2018743264; CN-201880039073.8
WO2018017546,PCT/US2017/042542,18.07.2017,WO/2018/017546,25.01.2018,WO,TRAINING MACHINE LEARNING MODELS ON MULTIPLE MACHINE LEARNING TASKS,"A method of training a machine learning model having multiple parameters, in which the machine learning model has been trained on a first machine learning task to determine first values of the parameters of the machine learning model. The method includes determining, for each of the parameters, a respective measure of an importance of the parameter to the machine learning model achieving acceptable performance on the first machine learning task; obtaining training data for training the machine learning model on a second, different machine learning task; and training the machine learning model on the second machine learning task by training the machine learning model on the training data to adjust the first values of the parameters so that the machine learning model achieves an acceptable level of performance on the second machine learning task while maintaining an acceptable level of performance on the first machine learning task.",G06N 3/00,DEEPMIND TECHNOLOGIES LIMITED,"DESJARDINS, Guillaume; PASCANU, Razvan; HADSELL, Raia Thais; KIRKPATRICK, James; VENESS, Joel William; RABINOWITZ, Neil Charles","62/363,652 18.07.2016 US",CN-201780054998.5; KR-1020197004633; JP-2019502693; EP-2017745599
WO2018164716,PCT/US2017/053243,25.09.2017,WO/2018/164716,13.09.2018,WO,PROCESSOR FOR IMPLEMENTING REINFORCEMENT LEARNING OPERATIONS,"A reinforcement learning processor specifically configured to execute reinforcement learning operations by the way of implementing an application-specific instruction set is envisaged. The application-specific instruction set incorporates 'Single Instruction Multiple Agents (SiMA)' instructions. SiMA type instructions are specifically designed to be implemented simultaneously on a plurality of reinforcement learning agents which interact with corresponding reinforcement learning environments. The SiMA type instructions are specifically configured to receive either a reinforcement learning agent ID or a reinforcement learning environment ID as the operand. The reinforcement learning processor uses neural network data paths to communicate with a neural network, which in turn uses the actions, state-value functions, Q-values and reward values generated by the reinforcement learning processor to approximate an optimal state-value function as well as an optimal reward function.",G06N 99/00,ALPHAICS CORPORATION,"NAGARAJA, Nagendra","15/455,126 09.03.2017 US",
EP235780378,18178751,20.06.2018,3418952,26.12.2018,EP,MACHINE LEARNING FOR WELDMENT CLASSIFICATION AND CORRELATION,"Embodiments of systems and methods for characterizing weldments are disclosed. One embodiment includes a method of generating an algorithm for classifying weldments as meeting or not meeting a specification. Training data is read by a machine learning system. The training data includes cross-sectional images of training weldments, truth data indicating whether the training weldments meet the specification or not, and training weld data associated with creating the training weldments. The machine learning system trains up an algorithm using the training data such that the resultant algorithm can classify a subsequent test weldment as meeting the specification or not meeting the specification when a cross-sectional image of the test weldment and test weld data used to create the test weldment are read and processed by the classification algorithm as trained.",G06N 99/00,LINCOLN GLOBAL INC,NARAYANAN BADRI K; PROCARIO JOHN R; KOTTMAN MICHAEL A,201715627867 20.06.2017 US,
WO2019241798,PCT/US2019/037548,17.06.2019,WO/2019/241798,19.12.2019,WO,SELF-SUPERVISED ROBOTIC OBJECT INTERACTION,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for training an object representation neural network. One of the methods includes obtaining training sets of images, each training set comprising: (i) a before image of a before scene of the environment, (ii) an after image of an after scene of the environment after the robot has removed a particular object, and (iii) an object image of the particular object, and training the object representation neural network on the batch of training data, comprising determining an update to the object representation parameters that encourages the vector embedding of the particular object in each training set to be closer to a difference between (i) the vector embedding of the after scene in the training set and (ii) the vector embedding of the before scene in the training set.",B25J 9/16,GOOGLE LLC,"JANG, Eric Victor; LEVINE, Sergey Vladimir; DEVIN, Coline Manon","62/685,885 15.06.2018 US",
WO2019226686,PCT/US2019/033373,21.05.2019,WO/2019/226686,28.11.2019,WO,DEEP LEARNING SYSTEM,"A machine learning system is provided to enhance various aspects of machine learning models. In some aspects, a substantially photorealistic three-dimensional (3D) graphical model of an object is accessed and a set of training images of the 3D graphical mode are generated, the set of training images generated to add imperfections and degrade photorealistic quality of the training images. The set of training images are provided as training data to train an artificial neural network.",G06N 3/08; G06N 20/00; G06T 17/10; G06T 19/00,MOVIDIUS LTD.,"MOLONEY, David Macdara; BUCKLEY, Léonie Raideen; RODRIGUEZ MARTÍN DE LA SIERRA, Luis M.; MÁRQUEZ RODRÍGUEZ-PERAL, Carlos; BRICK, Cormac M.; BYRNE, Jonathan David; XU, Xiaofan; PEÑA CARRILLO, Dexmont Alejandro; PARK, Mi Sun; PALLA, Alessandro","62/675,601 23.05.2018 US",
WO2018112514,PCT/AU2017/051388,14.12.2017,WO/2018/112514,28.06.2018,WO,DEEP LEARNING SYSTEMS AND METHODS FOR USE IN COMPUTER VISION,"A method and system for generating a compressed machine learning model is provided. The method includes providing a first set of training images to a first machine learning model to generate a first set of outputs; providing a second set of training images to a second machine learning model to generate a second set of outputs, wherein the second set of training images corresponds to the first set of training images at a lower resolution; and updating the second machine learning model according to a difference between the first and second sets of outputs to generate the compressed machine learning model.",G06N 3/08; G06T 1/20,QUEENSLAND UNIVERSITY OF TECHNOLOGY,"MCCOOL, Chris",2016905352 23.12.2016 AU,
WO2018081569,PCT/US2017/058774,27.10.2017,WO/2018/081569,03.05.2018,WO,SYSTEMS AND METHODS FOR A HYBRID BRAIN INTERFACE FOR ROBOTIC SWARMS USING EEG SIGNALS AND AN INPUT DEVICE,"A system and a method for hybrid brain computer interface for controlling a robotic swarm are disclosed. The system comprises: a control interface for defining a plurality of electrodes configured for accessing a plurality of brain signals associated with a plurality of channels located over a sensorimotor cortex; a processor, in operative communication with the control interface, configured to: train a machine learning model to associate a brain state with data defining a brain signal, decode a control signal of the plurality of brain signals to generate control data, apply the control data to the machine learning model to identify the brain state, and transmit instructions to a plurality of robotic devices to modify a density of the plurality of robotic devices based on the brain state; and an input device, in operable communication with the processor, for generating input data, the input data utilized by the processor to modify a position of the plurality of robotic devices.",G06F 3/01; B25J 13/06; G06N 99/00,"ARTEMIADIS, Panagiotis; KARAVAS, Georgios Konstantinos","ARTEMIADIS, Panagiotis; KARAVAS, Georgios Konstantinos","62/413,756 27.10.2016 US",
